Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,41.629967,[141 199] ; [82 24],[170. 170.] ; [53. 53.],1
p4,1,0.0,31.741379,[103 243] ; [65 44],[127.75384615 218.24615385] ; [40.24615385 68.75384615],1
s8,1,7.5e-05,15.667799,[108 241] ; [56 52],[125.2428884 223.7571116] ; [38.7571116 69.2428884],1
v1,1,0.000492,12.144472,[138 202] ; [64 43],[153.64653244 186.35346756] ; [48.35346756 58.64653244],1
p8,1,0.000757,11.344075,[115 229] ; [56 53],[129.85430464 214.14569536] ; [41.14569536 67.85430464],1
p1,1,0.005134,7.831524,[ 10 337] ; [10 99],[ 15.21929825 331.78070175] ; [  4.78070175 104.21929825],0
n5,1,0.006744,7.339895,[218 128] ; [84 25],[229.65274725 116.34725275] ; [72.34725275 36.65274725],0
p2,1,0.007797,7.079438,[258  91] ; [94 15],[268.22707424  80.77292576] ; [83.77292576 25.22707424],0
s7,1,0.011974,6.314736,[122 214] ; [53 53],[133.03167421 202.96832579] ; [41.96832579 64.03167421],0
s6,1,0.015052,5.91038,[198 144] ; [76 31],[208.70378619 133.29621381] ; [65.29621381 41.70378619],0
n4,1,0.023802,5.109002,[228 120] ; [84 25],[237.58424508 110.41575492] ; [74.41575492 34.58424508],0
s5,1,0.036128,4.391047,[ 81 257] ; [36 69],[ 89.26862302 248.73137698] ; [27.73137698 77.26862302],0
s2,1,0.048226,3.90208,[151 194] ; [59 49],[159.93377483 185.06622517] ; [50.06622517 57.93377483],0
r4,1,0.055208,3.675803,[304  46] ; [102   7],[309.58605664  40.41394336] ; [96.41394336 12.58605664],0
b3,1,0.061513,3.496112,[ 58 137] ; [26 35],[ 63.984375 131.015625] ; [20.015625 40.984375],0
b2,1,0.061513,3.496112,[ 58 137] ; [26 35],[ 63.984375 131.015625] ; [20.015625 40.984375],0
n6,1,0.070934,3.261285,[272  76] ; [93 15],[278.55263158  69.44736842] ; [86.44736842 21.55263158],0
a4,1,0.137696,2.20352,[134 216] ; [50 58],[140.61135371 209.38864629] ; [43.38864629 64.61135371],0
d3,1,0.138226,2.197602,[231 118] ; [79 28],[237.25877193 111.74122807] ; [72.74122807 34.25877193],0
b5,1,0.142724,2.148338,[217 133] ; [76 33],[223.4204793 126.5795207] ; [69.5795207 39.4204793],0
s3,1,0.167532,1.904891,[174 169] ; [63 45],[180.24611973 162.75388027] ; [56.75388027 51.24611973],0
r2,1,0.184505,1.760955,[315  29] ; [104   5],[318.18101545  25.81898455] ; [100.81898455   8.18101545],0
u1,1,0.222177,1.490254,[ 42 308] ; [18 91],[ 45.75163399 304.24836601] ; [14.24836601 94.75163399],0
p9,1,0.229005,1.447028,[263  78] ; [90 19],[267.49555556  73.50444444] ; [85.50444444 23.49555556],0
p5,1,0.234068,1.415968,[ 13 334] ; [  7 102],[ 15.21929825 331.78070175] ; [  4.78070175 104.21929825],0
p11,1,0.275348,1.189911,[258  92] ; [86 23],[262.30936819  87.69063181] ; [81.69063181 27.30936819],0
v4,1,0.284374,1.146066,[318  26] ; [104   5],[320.45916115  23.54083885] ; [101.54083885   7.45916115],0
a1,1,0.285221,1.142044,[  9 341] ; [  5 104],[ 10.67538126 339.32461874] ; [  3.32461874 105.67538126],0
d1,1,0.319445,0.991219,[180 170] ; [62 47],[184.53159041 165.46840959] ; [57.46840959 51.53159041],0
d2,1,0.357235,0.84759,[149 200] ; [52 57],[153.16375546 195.83624454] ; [47.83624454 61.16375546],0
d4,1,0.441889,0.591371,[279  69] ; [91 18],[281.75054705  66.24945295] ; [88.24945295 20.75054705],0
a5,1,0.454874,0.558477,[232 118] ; [68 41],[228.75816993 121.24183007] ; [71.24183007 37.75816993],0
s1,1,0.463571,0.537258,[ 11 332] ; [  5 101],[ 12.22271715 330.77728285] ; [  3.77728285 102.22271715],0
d5,1,0.51315,0.427638,[264  85] ; [85 23],[266.52297593  82.47702407] ; [82.47702407 25.52297593],0
a7,1,0.527677,0.398862,[254  96] ; [75 33],[251.41921397  98.58078603] ; [77.58078603 30.41921397],0
u2,1,0.557148,0.344667,[61 56] ; [23 17],[62.59872611 54.40127389] ; [21.40127389 18.59872611],0
p10,1,0.570953,0.321091,[251  92] ; [82 26],[253.25720621  89.74279379] ; [79.74279379 28.25720621],0
n2,1,0.571464,0.320239,[79 28] ; [22 10],[77.74820144 29.25179856] ; [23.25179856  8.74820144],0
a3,1,0.580006,0.306224,[231 118] ; [69 40],[228.60262009 120.39737991] ; [71.39737991 37.60262009],0
a6,1,0.580006,0.306224,[231 118] ; [69 40],[228.60262009 120.39737991] ; [71.39737991 37.60262009],0
n1,1,0.580209,0.305898,[35 70] ; [12 19],[36.28676471 68.71323529] ; [10.71323529 20.28676471],0
p12,1,0.611884,0.257441,[ 15 331] ; [  6 103],[ 15.96923077 330.03076923] ; [  5.03076923 103.96923077],0
s4,1,0.6223,0.242648,[ 56 291] ; [15 91],[ 54.38631347 292.61368653] ; [16.61368653 89.38631347],0
v2,1,0.626278,0.237142,[167 163] ; [56 49],[169.17241379 160.82758621] ; [53.82758621 51.17241379],0
r1,1,0.657551,0.196512,[270  77] ; [87 22],[271.66447368  75.33552632] ; [85.33552632 23.66447368],0
a8,1,0.730792,0.118385,[ 47 275] ; [16 84],[ 48.07109005 273.92890995] ; [14.92890995 85.07109005],0
v3,1,0.759866,0.093426,[106 228] ; [35 70],[107.27562642 226.72437358] ; [33.72437358 71.27562642],0
b4,1,0.803063,0.062193,[204 146] ; [65 44],[205.11982571 144.88017429] ; [63.88017429 45.11982571],0
a2,1,0.810355,0.057585,[ 67 283] ; [22 87],[ 67.86492375 282.13507625] ; [21.13507625 87.86492375],0
