Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,55.521913,[235  94] ; [49 92],[198.8 130.2] ; [85.2 55.8],1
p6,1,0.0,44.7224,[195 134] ; [ 35 103],[162.03426124 166.96573876] ; [67.96573876 70.03426124],1
p8,1,0.0,30.922888,[250  78] ; [69 69],[224.53218884 103.46781116] ; [94.46781116 43.53218884],1
p2,1,6e-06,20.417843,[312  16] ; [116  25],[299.32622601  28.67377399] ; [128.67377399  12.32622601],1
p5,1,1.3e-05,19.082376,[ 62 265] ; [  5 136],[ 46.81410256 280.18589744] ; [ 20.18589744 120.81410256],1
d3,1,2.9e-05,17.463005,[257  72] ; [83 57],[238.50746269  90.49253731] ; [101.49253731  38.50746269],1
p9,1,4.6e-05,16.614436,[302  27] ; [108  30],[288.84368308  40.15631692] ; [121.15631692  16.84368308],1
n5,1,6.2e-05,16.044631,[274  54] ; [93 46],[257.76445396  70.23554604] ; [109.23554604  29.76445396],1
p10,1,0.000209,13.751983,[297  31] ; [109  31],[284.54700855  43.45299145] ; [121.45299145  18.54700855],1
d1,1,0.000462,12.264678,[224 105] ; [72 69],[207.2 121.8] ; [88.8 52.2],1
a5,1,0.001068,10.706319,[271  58] ; [97 44],[257.6  71.4] ; [110.4  30.6],0
n4,1,0.002526,9.12133,[277  52] ; [101  39],[265.1641791  63.8358209] ; [112.8358209  27.1641791],0
d5,1,0.002827,8.915584,[285  43] ; [106  34],[274.03418803  53.96581197] ; [116.96581197  23.03418803],0
s6,1,0.004153,8.215539,[241  81] ; [85 53],[228.2  93.8] ; [97.8 40.2],0
a2,1,0.005051,7.861146,[102 227] ; [ 26 115],[ 89.6 239.4] ; [ 38.4 102.6],0
s7,1,0.006031,7.540995,[186 126] ; [62 74],[172.71428571 139.28571429] ; [75.28571429 60.71428571],0
p1,1,0.007365,7.181834,[ 37 290] ; [  5 135],[ 29.40899358 297.59100642] ; [ 12.59100642 127.40899358],0
d2,1,0.01071,6.51276,[181 148] ; [59 81],[168.35820896 160.64179104] ; [71.64179104 68.35820896],0
u1,1,0.0116,6.370966,[ 81 248] ; [ 20 121],[ 70.7 258.3] ; [ 30.3 110.7],0
a7,1,0.011628,6.366661,[253  75] ; [93 48],[241.97867804  86.02132196] ; [104.02132196  36.97867804],0
p11,1,0.011897,6.326222,[285  44] ; [109  32],[275.8  53.2] ; [118.2  22.8],0
s8,1,0.013475,6.105669,[175 152] ; [57 82],[162.79828326 164.20171674] ; [69.20171674 69.79828326],0
a4,1,0.01479,5.941294,[170 157] ; [56 85],[157.91025641 169.08974359] ; [68.08974359 72.91025641],0
v1,1,0.015747,5.830879,[201 121] ; [70 69],[189.28850325 132.71149675] ; [81.71149675 57.28850325],0
v3,1,0.029189,4.756415,[148 167] ; [50 89],[137.37885463 177.62114537] ; [60.62114537 78.37885463],0
a8,1,0.032683,4.562295,[ 45 248] ; [31 98],[ 52.76777251 240.23222749] ; [ 23.23222749 105.76777251],0
s4,1,0.041574,4.152464,[ 62 262] ; [ 16 124],[ 54.46551724 269.53448276] ; [ 23.53448276 116.46551724],0
a6,1,0.041793,4.143567,[235  94] ; [86 53],[225.66025641 103.33974359] ; [95.33974359 43.66025641],0
s5,1,0.043903,4.060285,[138 182] ; [46 93],[128.2788671 191.7211329] ; [55.7211329 83.2788671],0
n6,1,0.052405,3.762779,[290  37] ; [114  25],[283.49356223  43.50643777] ; [120.50643777  18.49356223],0
p12,1,0.093429,2.814284,[ 32 297] ; [  7 132],[ 27.41666667 301.58333333] ; [ 11.58333333 127.41666667],0
r4,1,0.097343,2.748538,[322   7] ; [134   7],[319.2   9.8] ; [136.8   4.2],0
d4,1,0.119241,2.427264,[285  43] ; [113  26],[279.53747323  48.46252677] ; [118.46252677  20.53747323],0
s2,1,0.130524,2.286263,[182 144] ; [68 73],[174.51820128 151.48179872] ; [75.48179872 65.51820128],0
u3,1,0.136681,2.214938,[47 26] ; [20 20],[43.28318584 29.71681416] ; [23.71681416 16.28318584],0
s1,1,0.19393,1.687508,[  7 319] ; [  6 133],[  9.11397849 316.88602151] ; [  3.88602151 135.11397849],0
a3,1,0.220261,1.502672,[254  74] ; [101  39],[248.8034188  79.1965812] ; [106.1965812  33.8034188],0
u2,1,0.301568,1.067247,[43 30] ; [19 20],[40.41071429 32.58928571] ; [21.58928571 17.41071429],0
s3,1,0.345232,0.890907,[198 126] ; [79 61],[193.42241379 130.57758621] ; [83.57758621 56.42241379],0
v4,1,0.354172,0.858451,[321   7] ; [133   5],[319.55364807   8.44635193] ; [134.44635193   3.55364807],0
a1,1,0.375352,0.785869,[ 18 311] ; [  5 136],[ 16.1 312.9] ; [  6.9 134.1],0
b4,1,0.429088,0.62529,[188 141] ; [75 66],[184.1 144.9] ; [78.9 62.1],0
b2,1,0.488199,0.480492,[ 86 127] ; [28 50],[ 83.44329897 129.55670103] ; [30.55670103 47.44329897],0
b3,1,0.488199,0.480492,[ 86 127] ; [28 50],[ 83.44329897 129.55670103] ; [30.55670103 47.44329897],0
r2,1,0.498747,0.457601,[316  10] ; [133   6],[314.7827957  11.2172043] ; [134.2172043   4.7827957],0
b1,1,0.53834,0.378625,[130 199] ; [60 81],[133. 196.] ; [57. 84.],0
b5,1,0.582294,0.302541,[187 142] ; [84 57],[189.7 139.3] ; [81.3 59.7],0
n2,1,0.668307,0.183589,[37  9] ; [26  8],[36.225  9.775] ; [26.775  7.225],0
n1,1,0.784708,0.074632,[14 32] ; [11 22],[14.55696203 31.44303797] ; [10.44303797 22.55696203],0
r3,1,0.82446,0.049201,[321   6] ; [137   3],[320.69807281   6.30192719] ; [137.30192719   2.69807281],0
v2,1,0.989595,0.00017,[196 121] ; [84 52],[195.93818985 121.06181015] ; [84.06181015 51.93818985],0
n3,1,1.0,0.0,[36  9] ; [28  7],[36.  9.] ; [28.  7.],0
