Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001181,10.519481,[ 3 11] ; [45 21],[8.4 5.6] ; [39.6 26.4],0
p9,1,0.004773,7.963597,[7 7] ; [54 10],[10.94871795  3.05128205] ; [50.05128205 13.94871795],0
p10,1,0.013608,6.088314,[7 7] ; [52 12],[10.58974359  3.41025641] ; [48.41025641 15.58974359],0
b4,1,0.014078,6.028348,[ 4 10] ; [43 24],[8.12345679 5.87654321] ; [38.87654321 28.12345679],0
s3,1,0.064885,3.407891,[11  3] ; [33 31],[7.8974359 6.1025641] ; [36.1025641 27.8974359],0
a6,1,0.073396,3.205395,[6 8] ; [45 21],[8.925 5.075] ; [42.075 23.925],0
v4,1,0.07924,3.080428,[12  2] ; [64  2],[13.3  0.7] ; [62.7  3.3],0
n1,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
a8,1,0.176458,1.827205,[ 3 10] ; [ 6 56],[ 1.56 11.44] ; [ 7.44 54.56],0
s6,1,0.269548,1.219045,[10  4] ; [36 29],[8.15189873 5.84810127] ; [37.84810127 27.15189873],0
r1,1,0.287011,1.133592,[10  4] ; [56 11],[11.40740741  2.59259259] ; [54.59259259 12.40740741],0
p3,1,0.30647,1.045826,[5 9] ; [33 32],[6.73417722 7.26582278] ; [31.26582278 33.73417722],0
d2,1,0.320828,0.985567,[ 2 12] ; [18 49],[ 3.45679012 10.54320988] ; [16.54320988 50.45679012],0
p2,1,0.323941,0.97297,[9 5] ; [50 15],[10.4556962  3.5443038] ; [48.5443038 16.4556962],0
p1,1,0.419099,0.65284,[ 1 13] ; [10 55],[ 1.94936709 12.05063291] ; [ 9.05063291 55.94936709],0
v1,1,0.424162,0.638756,[10  4] ; [39 26],[8.6835443 5.3164557] ; [40.3164557 24.6835443],0
p8,1,0.425025,0.63638,[7 7] ; [40 25],[8.32911392 5.67088608] ; [38.67088608 26.32911392],0
a7,1,0.448553,0.574306,[9 5] ; [49 17],[10.15  3.85] ; [47.85 18.15],0
p4,1,0.486278,0.484751,[8 6] ; [30 34],[6.82051282 7.17948718] ; [31.17948718 32.82051282],0
n3,1,0.518605,0.416667,[2 1] ; [10  2],[2.4 0.6] ; [9.6 2.4],0
b2,1,0.54429,0.367647,[1 4] ; [15 30],[1.6 3.4] ; [14.4 30.6],0
b3,1,0.54429,0.367647,[1 4] ; [15 30],[1.6 3.4] ; [14.4 30.6],0
r4,1,0.603428,0.269856,[13  1] ; [59  8],[12.44444444  1.55555556] ; [59.55555556  7.44444444],0
s7,1,0.616028,0.25149,[7 7] ; [26 35],[6.16 7.84] ; [26.84 34.16],0
d3,1,0.627211,0.235862,[6 8] ; [33 33],[6.825 7.175] ; [32.175 33.825],0
n5,1,0.640697,0.217832,[10  4] ; [51 15],[10.675  3.325] ; [50.325 15.675],0
b5,1,0.663092,0.189789,[8 6] ; [34 33],[7.25925926 6.74074074] ; [34.74074074 32.25925926],0
s2,1,0.713658,0.13465,[7 7] ; [29 36],[6.37974684 7.62025316] ; [29.62025316 35.37974684],0
v3,1,0.721189,0.127356,[7 7] ; [37 30],[7.60493827 6.39506173] ; [36.39506173 30.60493827],0
p6,1,0.759964,0.093348,[6 8] ; [25 40],[5.49367089 8.50632911] ; [25.50632911 39.49367089],0
u2,1,0.773117,0.083117,[6 4] ; [12 10],[5.625 4.375] ; [12.375  9.625],0
u3,1,0.805453,0.060662,[6 5] ; [11 11],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
a5,1,0.810136,0.05772,[8 6] ; [40 26],[8.4 5.6] ; [39.6 26.4],0
p5,1,0.839993,0.040764,[ 2 12] ; [ 8 57],[ 1.7721519 12.2278481] ; [ 8.2278481 56.7721519],0
b1,1,0.895444,0.017271,[6 8] ; [30 37],[6.22222222 7.77777778] ; [29.77777778 37.22222222],0
s5,1,0.903988,0.01455,[ 4 10] ; [17 46],[ 3.81818182 10.18181818] ; [17.18181818 45.81818182],0
n4,1,0.921259,0.009771,[10  4] ; [48 18],[10.15  3.85] ; [47.85 18.15],0
p7,1,0.923987,0.009104,[9 5] ; [42 22],[9.15384615 4.84615385] ; [41.84615385 22.15384615],0
n6,1,0.932484,0.007177,[12  2] ; [58  9],[12.09876543  1.90123457] ; [57.90123457  9.09876543],0
s8,1,0.963385,0.002107,[5 9] ; [24 42],[5.075 8.925] ; [23.925 42.075],0
d4,1,1.0,0.0,[7 7] ; [33 33],[7. 7.] ; [33. 33.],0
