Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00509,7.847267,[23  9] ; [28 39],[16.48484848 15.51515152] ; [34.51515152 32.48484848],0
v3,1,0.016756,5.721792,[20 11] ; [25 40],[14.53125 16.46875] ; [30.46875 34.53125],0
a7,1,0.03787,4.310845,[19 14] ; [52 15],[23.43  9.57] ; [47.57 19.43],0
r4,1,0.040968,4.177329,[31  2] ; [52 15],[27.39  5.61] ; [55.61 11.39],0
p5,1,0.068264,3.324288,[ 3 30] ; [ 1 66],[ 1.32 31.68] ; [ 2.68 64.32],0
v4,1,0.143204,2.143186,[32  1] ; [59  8],[30.03  2.97] ; [60.97  6.03],0
d5,1,0.144645,2.127839,[26  7] ; [60  7],[28.38  4.62] ; [57.62  9.38],0
b5,1,0.166863,1.9109,[18 15] ; [46 21],[21.12 11.88] ; [42.88 24.12],0
r1,1,0.166863,1.9109,[29  4] ; [51 16],[26.4  6.6] ; [53.6 13.4],0
n2,1,0.186449,1.745455,[7 1] ; [15  9],[5.5 2.5] ; [16.5  7.5],0
p7,1,0.196198,1.670455,[19 13] ; [30 36],[16. 16.] ; [33. 33.],0
s2,1,0.208834,1.579493,[21 11] ; [35 32],[18.1010101 13.8989899] ; [37.8989899 29.1010101],0
p3,1,0.251381,1.315615,[17 16] ; [26 40],[14.33333333 18.66666667] ; [28.66666667 37.33333333],0
p2,1,0.255544,1.292737,[24  9] ; [41 26],[21.45 11.55] ; [43.55 23.45],0
a5,1,0.269132,1.221167,[27  6] ; [48 19],[24.75  8.25] ; [50.25 16.75],0
b1,1,0.284831,1.143892,[13 20] ; [34 33],[15.51 17.49] ; [31.49 35.51],0
u3,1,0.295642,1.09375,[5 7] ; [11  7],[6.4 5.6] ; [9.6 8.4],0
p6,1,0.318803,0.993851,[15 17] ; [24 42],[12.73469388 19.26530612] ; [26.26530612 39.73469388],0
a3,1,0.329771,0.949796,[21 12] ; [49 18],[23.1  9.9] ; [46.9 20.1],0
d3,1,0.377907,0.777498,[25  8] ; [45 22],[23.1  9.9] ; [46.9 20.1],0
d1,1,0.414866,0.664814,[22 11] ; [39 28],[20.13 12.87] ; [40.87 26.13],0
a6,1,0.430419,0.621692,[19 14] ; [44 23],[20.79 12.21] ; [42.21 24.79],0
b2,1,0.4305,0.621475,[ 4 12] ; [13 23],[ 5.23076923 10.76923077] ; [11.76923077 24.23076923],0
b3,1,0.4305,0.621475,[ 4 12] ; [13 23],[ 5.23076923 10.76923077] ; [11.76923077 24.23076923],0
s3,1,0.43348,0.613483,[19 14] ; [33 34],[17.16 15.84] ; [34.84 32.16],0
n6,1,0.461218,0.542937,[22 10] ; [50 16],[23.51020408  8.48979592] ; [48.48979592 17.51020408],0
n3,1,0.495868,0.463768,[5 3] ; [18  6],[5.75 2.25] ; [17.25  6.75],0
s7,1,0.501711,0.451316,[17 13] ; [30 31],[15.49450549 14.50549451] ; [31.50549451 29.49450549],0
n1,1,0.533003,0.388664,[4 4] ; [ 9 15],[3.25 4.75] ; [ 9.75 14.25],0
r2,1,0.545428,0.365571,[31  1] ; [63  4],[30.38383838  1.61616162] ; [63.61616162  3.38383838],0
s4,1,0.565763,0.329824,[ 6 26] ; [16 51],[ 7.11111111 24.88888889] ; [14.88888889 52.11111111],0
a2,1,0.571669,0.319897,[ 9 24] ; [22 45],[10.23 22.77] ; [20.77 46.23],0
a8,1,0.655439,0.199111,[ 2 22] ; [ 7 53],[ 2.57142857 21.42857143] ; [ 6.42857143 53.57142857],0
p10,1,0.662597,0.190385,[19 14] ; [41 25],[20. 13.] ; [40. 26.],0
d4,1,0.676185,0.174452,[27  6] ; [57 10],[27.72  5.28] ; [56.28 10.72],0
v1,1,0.716336,0.13203,[19 14] ; [36 31],[18.15 14.85] ; [36.85 30.15],0
a4,1,0.724012,0.124681,[16 17] ; [35 32],[16.83 16.17] ; [34.17 32.83],0
a1,1,0.728375,0.120609,[ 1 32] ; [ 3 64],[ 1.32 31.68] ; [ 2.68 64.32],0
s8,1,0.736609,0.11313,[15 17] ; [29 38],[14.22222222 17.77777778] ; [29.77777778 37.22222222],0
s5,1,0.738797,0.111186,[13 19] ; [23 39],[12.25531915 19.74468085] ; [23.74468085 38.25531915],0
u1,1,0.749723,0.101764,[ 6 27] ; [14 53],[ 6.6 26.4] ; [13.4 53.6],0
r3,1,0.777784,0.079641,[30  3] ; [62  5],[30.36  2.64] ; [61.64  5.36],0
d2,1,0.837065,0.042291,[18 15] ; [38 29],[18.48 14.52] ; [37.52 29.48],0
n5,1,0.83825,0.04167,[20 13] ; [38 27],[19.53061224 13.46938776] ; [38.46938776 26.53061224],0
u2,1,0.875948,0.02437,[6 6] ; [8 9],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
n4,1,0.879229,0.023088,[22 11] ; [45 21],[22.33333333 10.66666667] ; [44.66666667 21.33333333],0
p9,1,0.881826,0.022098,[21 12] ; [43 23],[21.33333333 11.66666667] ; [42.66666667 23.33333333],0
b4,1,0.93495,0.006662,[19 14] ; [38 29],[18.81 14.19] ; [38.19 28.81],0
p1,1,0.956472,0.002979,[ 2 30] ; [ 4 63],[ 1.93939394 30.06060606] ; [ 4.06060606 62.93939394],0
s6,1,0.97107,0.001315,[23  8] ; [48 17],[22.92708333  8.07291667] ; [48.07291667 16.92708333],0
