Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8.8e-05,15.384098,[ 1 10] ; [60 26],[6.91752577 4.08247423] ; [54.08247423 31.91752577],1
p9,1,0.001316,10.320476,[5 6] ; [77 13],[8.93069307 2.06930693] ; [73.06930693 16.93069307],0
s8,1,0.002184,9.387938,[2 9] ; [60 31],[6.68627451 4.31372549] ; [55.31372549 35.68627451],0
n5,1,0.002299,9.29381,[6 5] ; [81 10],[9.38235294 1.61764706] ; [77.61764706 13.38235294],0
p10,1,0.002396,9.21859,[5 6] ; [75 14],[8.8 2.2] ; [71.2 17.8],0
d1,1,0.003257,8.65742,[ 1 10] ; [51 40],[5.60784314 5.39215686] ; [46.39215686 44.60784314],0
p2,1,0.003786,8.383467,[5 6] ; [74 15],[8.69 2.31] ; [70.31 18.69],0
b1,1,0.009172,6.788936,[ 1 10] ; [46 45],[5.06862745 5.93137255] ; [41.93137255 49.06862745],0
p11,1,0.010244,6.592023,[5 6] ; [73 18],[8.41176471 2.58823529] ; [69.58823529 21.41176471],0
d5,1,0.011183,6.435945,[6 5] ; [77 13],[9.03960396 1.96039604] ; [73.96039604 16.03960396],0
s3,1,0.017333,5.662288,[3 8] ; [58 32],[6.64356436 4.35643564] ; [54.35643564 35.64356436],0
n6,1,0.020888,5.336086,[7 4] ; [81 10],[9.49019608 1.50980392] ; [78.50980392 12.49019608],0
d2,1,0.02545,4.993007,[2 9] ; [49 42],[5.5 5.5] ; [45.5 45.5],0
p6,1,0.029135,4.759615,[ 1 10] ; [38 50],[4.33333333 6.66666667] ; [34.66666667 53.33333333],0
a3,1,0.030818,4.663051,[6 5] ; [75 16],[8.73529412 2.26470588] ; [72.26470588 18.73529412],0
a5,1,0.069531,3.294052,[6 5] ; [72 19],[8.41176471 2.58823529] ; [69.58823529 21.41176471],0
n3,1,0.115611,2.475789,[2 2] ; [17  3],[3.16666667 0.83333333] ; [15.83333333  4.16666667],0
v4,1,0.115931,2.47145,[9 2] ; [86  5],[10.24509804  0.75490196] ; [84.75490196  6.24509804],0
p3,1,0.123279,2.375166,[4 7] ; [54 35],[6.38 4.62] ; [51.62 37.38],0
s2,1,0.126673,2.332812,[4 7] ; [55 36],[6.3627451 4.6372549] ; [52.6372549 38.3627451],0
p7,1,0.150962,2.0625,[6 5] ; [66 22],[8. 3.] ; [64. 24.],0
u2,1,0.156582,2.006932,[4 1] ; [7 9],[2.61904762 2.38095238] ; [8.38095238 7.61904762],0
s5,1,0.170601,1.877655,[2 9] ; [35 54],[4.07 6.93] ; [32.93 56.07],0
p8,1,0.184798,1.758614,[4 7] ; [50 37],[6.06122449 4.93877551] ; [47.93877551 39.06122449],0
d3,1,0.185253,1.754973,[3 8] ; [44 47],[5.06862745 5.93137255] ; [41.93137255 49.06862745],0
r3,1,0.246645,1.342206,[9 2] ; [84  7],[10.02941176  0.97058824] ; [82.97058824  8.02941176],0
s6,1,0.271875,1.20726,[6 5] ; [63 26],[7.59 3.41] ; [61.41 27.59],0
p4,1,0.275349,1.189904,[5 6] ; [55 33],[6.66666667 4.33333333] ; [53.33333333 34.66666667],0
v1,1,0.323324,0.975455,[6 5] ; [61 27],[7.44444444 3.55555556] ; [59.55555556 28.44444444],0
a6,1,0.340166,0.909804,[6 5] ; [36 55],[4.52941176 6.47058824] ; [37.47058824 53.52941176],0
b2,1,0.36225,0.830078,[1 3] ; [31 33],[1.88235294 2.11764706] ; [30.11764706 33.88235294],0
b3,1,0.36225,0.830078,[1 3] ; [31 33],[1.88235294 2.11764706] ; [30.11764706 33.88235294],0
d4,1,0.382149,0.763776,[10  1] ; [72 18],[8.93069307 2.06930693] ; [73.06930693 16.93069307],0
b4,1,0.451813,0.566101,[7 4] ; [47 44],[5.82352941 5.17647059] ; [48.17647059 42.82352941],0
s1,1,0.49571,0.464109,[ 1 10] ; [ 4 87],[ 0.53921569 10.46078431] ; [ 4.46078431 86.53921569],0
p12,1,0.509322,0.43546,[ 1 10] ; [ 4 85],[ 0.55 10.45] ; [ 4.45 84.55],0
r4,1,0.649308,0.206774,[9 2] ; [79 12],[9.49019608 1.50980392] ; [78.50980392 12.49019608],0
v2,1,0.683484,0.16623,[7 4] ; [62 27],[7.59 3.41] ; [61.41 27.59],0
u3,1,0.71714,0.13125,[2 3] ; [ 5 11],[1.66666667 3.33333333] ; [ 5.33333333 10.66666667],0
p1,1,0.756967,0.095769,[ 1 10] ; [ 6 85],[ 0.75490196 10.24509804] ; [ 6.24509804 84.75490196],0
r1,1,0.772473,0.083603,[9 2] ; [71 20],[8.62745098 2.37254902] ; [71.37254902 19.62745098],0
s4,1,0.809592,0.058058,[2 9] ; [14 77],[1.7254902 9.2745098] ; [14.2745098 76.7254902],0
b5,1,0.814605,0.054986,[5 6] ; [38 53],[4.6372549 6.3627451] ; [38.3627451 52.6372549],0
a1,1,0.847978,0.036748,[ 1 10] ; [10 81],[1.18627451 9.81372549] ; [ 9.81372549 81.18627451],0
r2,1,1.0,0.0,[10  1] ; [80  8],[10.  1.] ; [80.  8.],0
