Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.4e-05,18.840271,[43  9] ; [17 26],[32.84210526 19.15789474] ; [27.15789474 15.84210526],1
p6,1,0.000648,11.633906,[35 17] ; [13 28],[26.83870968 25.16129032] ; [21.16129032 19.83870968],1
p7,1,0.00092,10.981896,[45  7] ; [21 17],[38.13333333 13.86666667] ; [27.86666667 10.13333333],1
a5,1,0.001949,9.59734,[44  8] ; [24 19],[37.22105263 14.77894737] ; [30.77894737 12.22105263],0
p8,1,0.011207,6.432175,[37 15] ; [18 22],[31.08695652 20.91304348] ; [23.91304348 16.08695652],0
r3,1,0.023218,5.152114,[51  1] ; [36  6],[48.12765957  3.87234043] ; [38.87234043  3.12765957],0
d4,1,0.042724,4.106301,[46  6] ; [31 12],[42.14736842  9.85263158] ; [34.85263158  8.14736842],0
n3,1,0.050694,3.818346,[6 4] ; [13  1],[7.91666667 2.08333333] ; [11.08333333  2.91666667],0
d1,1,0.072241,3.231356,[36 16] ; [22 21],[31.74736842 20.25263158] ; [26.25263158 16.74736842],0
p11,1,0.084126,2.983323,[43  9] ; [29 14],[39.41052632 12.58947368] ; [32.58947368 10.41052632],0
v1,1,0.115026,2.483769,[29 23] ; [17 26],[25.17894737 26.82105263] ; [20.82105263 22.17894737],0
b1,1,0.125897,2.342384,[25 27] ; [14 29],[21.34736842 30.65263158] ; [17.65263158 25.34736842],0
r1,1,0.136747,2.214189,[42 10] ; [29 14],[38.86315789 13.13684211] ; [32.13684211 10.86315789],0
n1,1,0.143235,2.142857,[5 5] ; [ 3 11],[3.33333333 6.66666667] ; [4.66666667 9.33333333],0
p5,1,0.144411,2.130312,[ 7 45] ; [ 2 41],[ 4.92631579 47.07368421] ; [ 4.07368421 38.92631579],0
a7,1,0.145007,2.124001,[30 22] ; [31 12],[33.38947368 18.61052632] ; [27.61052632 15.38947368],0
p9,1,0.164276,1.934413,[48  4] ; [34  7],[45.84946237  6.15053763] ; [36.15053763  4.84946237],0
s2,1,0.174193,1.84648,[42 10] ; [39  4],[44.33684211  7.66315789] ; [36.66315789  6.33684211],0
n4,1,0.198364,1.65438,[39 13] ; [27 16],[36.12631579 15.87368421] ; [29.87368421 13.12631579],0
p1,1,0.202374,1.625158,[ 8 44] ; [ 3 40],[ 6.02105263 45.97894737] ; [ 4.97894737 38.02105263],0
p2,1,0.211463,1.561382,[46  6] ; [34  9],[43.78947368  8.21052632] ; [36.21052632  6.78947368],0
a3,1,0.215264,1.535669,[43  9] ; [31 12],[40.50526316 11.49473684] ; [33.49473684  9.50526316],0
p12,1,0.228894,1.447718,[ 6 46] ; [ 2 41],[ 4.37894737 47.62105263] ; [ 3.62105263 39.37894737],0
r2,1,0.253947,1.301461,[48  4] ; [41  1],[49.23404255  2.76595745] ; [39.76595745  2.23404255],0
v2,1,0.297209,1.086676,[21 31] ; [21 20],[23.48387097 28.51612903] ; [18.51612903 22.48387097],0
b2,1,0.298519,1.080799,[10 22] ; [ 5 21],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
b3,1,0.298519,1.080799,[10 22] ; [ 5 21],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
p10,1,0.30686,1.044141,[45  7] ; [33  9],[43.14893617  8.85106383] ; [34.85106383  7.14893617],0
a4,1,0.307722,1.040427,[26 26] ; [17 26],[23.53684211 28.46315789] ; [19.46315789 23.53684211],0
s6,1,0.318233,0.996193,[47  4] ; [36  6],[45.51612903  5.48387097] ; [37.48387097  4.51612903],0
b5,1,0.32956,0.950627,[30 22] ; [29 14],[32.29473684 19.70526316] ; [26.70526316 16.29473684],0
v3,1,0.336859,0.922348,[19 32] ; [12 31],[16.81914894 34.18085106] ; [14.18085106 28.81914894],0
d2,1,0.368807,0.807679,[29 23] ; [20 23],[26.82105263 25.17894737] ; [22.17894737 20.82105263],0
n5,1,0.401672,0.703315,[38 14] ; [28 15],[36.12631579 15.87368421] ; [29.87368421 13.12631579],0
a8,1,0.434357,0.611145,[ 2 48] ; [ 3 35],[ 2.84090909 47.15909091] ; [ 2.15909091 35.84090909],0
n6,1,0.482741,0.492665,[44  8] ; [34  9],[42.69473684  9.30526316] ; [35.30526316  7.69473684],0
d5,1,0.482741,0.492665,[44  8] ; [34  9],[42.69473684  9.30526316] ; [35.30526316  7.69473684],0
s3,1,0.493897,0.468025,[42 10] ; [37  6],[43.24210526  8.75789474] ; [35.75789474  7.24210526],0
u1,1,0.497305,0.460682,[14 38] ; [ 9 34],[12.58947368 39.41052632] ; [10.41052632 32.58947368],0
s8,1,0.550213,0.356936,[32 20] ; [29 14],[33.38947368 18.61052632] ; [27.61052632 15.38947368],0
v4,1,0.563378,0.333888,[48  4] ; [40  2],[48.68085106  3.31914894] ; [39.31914894  2.68085106],0
s5,1,0.627945,0.234858,[31 16] ; [25 16],[29.90909091 17.09090909] ; [26.09090909 14.90909091],0
a2,1,0.639747,0.219073,[13 39] ; [ 9 34],[12.04210526 39.95789474] ; [ 9.95789474 33.04210526],0
u3,1,0.675706,0.175,[6 3] ; [9 3],[6.42857143 2.57142857] ; [8.57142857 3.42857143],0
u2,1,0.697161,0.151442,[6 3] ; [7 5],[5.57142857 3.42857143] ; [7.42857143 4.57142857],0
r4,1,0.699778,0.148703,[45  7] ; [36  7],[44.33684211  7.66315789] ; [36.66315789  6.33684211],0
n2,1,0.711138,0.137143,[8 2] ; [12  2],[8.33333333 1.66666667] ; [11.66666667  2.33333333],0
s1,1,0.7865,0.073364,[ 3 49] ; [ 3 39],[ 3.31914894 48.68085106] ; [ 2.68085106 39.31914894],0
d3,1,0.843403,0.039023,[39 13] ; [33 10],[39.41052632 12.58947368] ; [32.58947368 10.41052632],0
b4,1,0.847901,0.036786,[28 24] ; [24 19],[28.46315789 23.53684211] ; [23.53684211 19.46315789],0
a6,1,0.867004,0.028044,[33 19] ; [28 15],[33.38947368 18.61052632] ; [27.61052632 15.38947368],0
