Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.005338,7.76107,[6 5] ; [ 4 27],[2.61904762 8.38095238] ; [ 7.38095238 23.61904762],0
s7,1,0.011144,6.442252,[5 6] ; [ 3 27],[2.14634146 8.85365854] ; [ 5.85365854 24.14634146],0
a2,1,0.0129,6.182791,[4 7] ; [ 2 30],[1.53488372 9.46511628] ; [ 4.46511628 27.53488372],0
a3,1,0.044094,4.052949,[9 2] ; [15 17],[6.13953488 4.86046512] ; [17.86046512 14.13953488],0
u3,1,0.054475,3.698097,[1 1] ; [ 1 16],[0.21052632 1.78947368] ; [ 1.78947368 15.21052632],0
b4,1,0.112724,2.515605,[5 6] ; [23  9],[7.1627907 3.8372093] ; [20.8372093 11.1627907],0
s8,1,0.139451,2.184006,[3 8] ; [ 3 29],[1.53488372 9.46511628] ; [ 4.46511628 27.53488372],0
v2,1,0.149091,2.081525,[5 6] ; [ 7 24],[3.14285714 7.85714286] ; [ 8.85714286 22.14285714],0
p3,1,0.202566,1.623776,[5 6] ; [ 8 24],[3.3255814 7.6744186] ; [ 9.6744186 22.3255814],0
a4,1,0.225887,1.466571,[5 6] ; [ 8 23],[3.4047619 7.5952381] ; [ 9.5952381 21.4047619],0
s2,1,0.232915,1.422968,[4 7] ; [ 6 26],[2.55813953 8.44186047] ; [ 7.44186047 24.55813953],0
s1,1,0.239873,1.381337,[2 9] ; [ 2 30],[1.02325581 9.97674419] ; [ 2.97674419 29.02325581],0
s6,1,0.255166,1.294795,[4 6] ; [ 7 25],[2.61904762 7.38095238] ; [ 8.38095238 23.61904762],0
p7,1,0.290007,1.119591,[5 6] ; [ 9 23],[3.58139535 7.41860465] ; [10.41860465 21.58139535],0
n6,1,0.292407,1.108504,[7 4] ; [14 17],[5.5 5.5] ; [15.5 15.5],0
p8,1,0.293257,1.104609,[3 8] ; [ 4 26],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
d4,1,0.322873,0.977273,[5 6] ; [20 12],[6.39534884 4.60465116] ; [18.60465116 13.39534884],0
d1,1,0.334932,0.929736,[3 8] ; [14 18],[4.34883721 6.65116279] ; [12.65116279 19.34883721],0
a5,1,0.337364,0.920424,[7 4] ; [15 17],[5.62790698 5.37209302] ; [16.37209302 15.62790698],0
b2,1,0.375728,0.784632,[2 6] ; [ 9 12],[3.03448276 4.96551724] ; [ 7.96551724 13.03448276],0
b3,1,0.375728,0.784632,[2 6] ; [ 9 12],[3.03448276 4.96551724] ; [ 7.96551724 13.03448276],0
p9,1,0.384295,0.756918,[7 4] ; [15 16],[5.76190476 5.23809524] ; [16.23809524 14.76190476],0
p11,1,0.422551,0.64321,[6 5] ; [13 19],[4.86046512 6.13953488] ; [14.13953488 17.86046512],0
b1,1,0.434089,0.611858,[7 4] ; [16 16],[5.88372093 5.11627907] ; [17.11627907 14.88372093],0
a6,1,0.434089,0.611858,[7 4] ; [16 16],[5.88372093 5.11627907] ; [17.11627907 14.88372093],0
r3,1,0.468717,0.525,[4 6] ; [17 15],[5. 5.] ; [16. 16.],0
p10,1,0.470358,0.521135,[6 5] ; [13 18],[4.97619048 6.02380952] ; [14.02380952 16.97619048],0
s3,1,0.496429,0.462561,[3 8] ; [12 19],[3.92857143 7.07142857] ; [11.07142857 19.92857143],0
b5,1,0.544784,0.366745,[7 4] ; [17 15],[6.13953488 4.86046512] ; [17.86046512 14.13953488],0
r4,1,0.589522,0.291091,[ 1 10] ; [ 5 27],[1.53488372 9.46511628] ; [ 4.46511628 27.53488372],0
a8,1,0.589522,0.291091,[ 1 10] ; [ 5 27],[1.53488372 9.46511628] ; [ 4.46511628 27.53488372],0
r2,1,0.654744,0.199971,[6 5] ; [14 16],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
d3,1,0.660631,0.192758,[6 5] ; [15 17],[5.37209302 5.62790698] ; [15.62790698 16.37209302],0
p4,1,0.754867,0.097487,[4 7] ; [10 22],[3.58139535 7.41860465] ; [10.41860465 21.58139535],0
p1,1,0.842924,0.039265,[2 9] ; [ 5 27],[1.79069767 9.20930233] ; [ 5.20930233 26.79069767],0
s4,1,0.842924,0.039265,[2 9] ; [ 5 27],[1.79069767 9.20930233] ; [ 5.20930233 26.79069767],0
d2,1,0.867126,0.027993,[5 6] ; [15 16],[5.23809524 5.76190476] ; [14.76190476 16.23809524],0
n4,1,0.904973,0.014252,[7 4] ; [21 11],[7.1627907 3.8372093] ; [20.8372093 11.1627907],0
p6,1,0.909048,0.013051,[2 9] ; [ 5 25],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
a7,1,0.92177,0.009644,[5 6] ; [14 18],[4.86046512 6.13953488] ; [14.13953488 17.86046512],0
d5,1,0.92177,0.009644,[6 5] ; [18 14],[6.13953488 4.86046512] ; [17.86046512 14.13953488],0
n5,1,0.956645,0.002955,[8 3] ; [23  9],[7.93023256 3.06976744] ; [23.06976744  8.93023256],0
p2,1,0.958276,0.002737,[4 7] ; [11 20],[3.92857143 7.07142857] ; [11.07142857 19.92857143],0
a1,1,0.977675,0.000783,[ 1 10] ; [ 3 29],[1.02325581 9.97674419] ; [ 2.97674419 29.02325581],0
