Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,99.349653,[226  37] ; [58 92],[180.85230024  82.14769976] ; [103.14769976  46.85230024],1
n6,1,0.0,35.65746,[233  30] ; [96 54],[209.50847458  53.49152542] ; [119.49152542  30.50847458],1
p11,1,6.3e-05,16.018393,[212  51] ; [94 56],[194.86198547  68.13801453] ; [111.13801453  38.86198547],1
p9,1,0.000195,13.88215,[215  44] ; [99 49],[199.81818182  59.18181818] ; [114.18181818  33.81818182],1
s7,1,0.000266,13.297654,[124 127] ; [ 44 100],[106.75443038 144.24556962] ; [61.24556962 82.75443038],1
p10,1,0.000378,12.638561,[207  53] ; [94 54],[191.81372549  68.18627451] ; [109.18627451  38.81372549],1
a8,1,0.003354,8.604095,[ 38 204] ; [  8 134],[ 28.98958333 213.01041667] ; [ 17.01041667 124.98958333],0
s6,1,0.003721,8.415115,[170  88] ; [77 73],[156.19117647 101.80882353] ; [90.80882353 59.19117647],0
a4,1,0.005202,7.807773,[117 145] ; [ 46 104],[103.65533981 158.34466019] ; [59.34466019 90.65533981],0
a2,1,0.007558,7.135219,[ 64 199] ; [ 20 130],[ 53.49152542 209.50847458] ; [ 30.50847458 119.49152542],0
s3,1,0.013076,6.158807,[150 110] ; [67 82],[137.94621027 122.05378973] ; [79.05378973 69.94621027],0
p4,1,0.018196,5.577155,[142 119] ; [63 86],[130.5 130.5] ; [74.5 74.5],0
s8,1,0.027578,4.854251,[100 163] ; [ 41 109],[ 89.78934625 173.21065375] ; [51.21065375 98.78934625],0
n1,1,0.031642,4.617799,[27 39] ; [11 39],[21.62068966 44.37931034] ; [16.37931034 33.62068966],0
a5,1,0.034284,4.480507,[184  78] ; [90 60],[174.24271845  87.75728155] ; [99.75728155 50.24271845],0
s2,1,0.041906,4.138991,[128 133] ; [58 92],[118.11678832 142.88321168] ; [67.88321168 82.11678832],0
p8,1,0.048015,3.909452,[126 133] ; [57 91],[116.45454545 142.54545455] ; [66.54545455 81.45454545],0
b3,1,0.057623,3.604511,[49 91] ; [19 64],[42.69058296 97.30941704] ; [25.30941704 57.69058296],0
b2,1,0.057623,3.604511,[49 91] ; [19 64],[42.69058296 97.30941704] ; [25.30941704 57.69058296],0
u1,1,0.060149,3.53327,[ 44 219] ; [ 15 135],[ 37.57142857 225.42857143] ; [ 21.42857143 128.57142857],0
p12,1,0.065444,3.393759,[ 18 242] ; [  4 146],[ 13.95121951 246.04878049] ; [  8.04878049 141.95121951],0
p3,1,0.073061,3.212869,[114 147] ; [52 98],[105.41605839 155.58394161] ; [60.58394161 89.41605839],0
v3,1,0.082855,3.007991,[ 78 178] ; [ 32 111],[ 70.5764411 185.4235589] ; [ 39.4235589 103.5764411],0
p2,1,0.094819,2.790604,[208  53] ; [108  41],[201.16097561  59.83902439] ; [114.83902439  34.16097561],0
r1,1,0.098262,2.733535,[203  60] ; [104  45],[195.97330097  67.02669903] ; [111.02669903  37.97330097],0
n2,1,0.099098,2.72,[54 16] ; [31 18],[50. 20.] ; [35. 14.],0
p6,1,0.10447,2.635937,[ 83 177] ; [ 36 112],[ 75.83333333 184.16666667] ; [ 43.16666667 104.83333333],0
p1,1,0.118203,2.440971,[ 21 240] ; [  6 142],[ 17.22982885 243.77017115] ; [  9.77017115 138.22982885],0
p5,1,0.123884,2.367512,[ 23 238] ; [  7 142],[ 19.09756098 241.90243902] ; [ 10.90243902 138.09756098],0
r4,1,0.12627,2.337767,[239  24] ; [129  21],[234.34382567  28.65617433] ; [133.65617433  16.34382567],0
v4,1,0.143864,2.136131,[246  16] ; [134  15],[242.23844282  19.76155718] ; [137.76155718  11.23844282],0
s4,1,0.211502,1.561117,[ 44 215] ; [ 33 117],[ 48.7603912 210.2396088] ; [ 28.2396088 121.7603912],0
a6,1,0.26544,1.240163,[181  80] ; [96 54],[175.90510949  85.09489051] ; [101.09489051  48.90510949],0
d5,1,0.267089,1.231637,[206  56] ; [110  39],[201.44038929  60.55961071] ; [114.55961071  34.44038929],0
b1,1,0.276271,1.185343,[109 154] ; [54 96],[103.79903148 159.20096852] ; [59.20096852 90.79903148],0
b4,1,0.2816,1.159352,[147 116] ; [92 58],[152.19612591 110.80387409] ; [86.80387409 63.19612591],0
r2,1,0.319244,0.99204,[243  19] ; [134  15],[240.32603406  21.67396594] ; [136.67396594  12.32603406],0
