Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,31.297676,[49  6] ; [15 28],[35.91836735 19.08163265] ; [28.08163265 14.91836735],1
a4,1,0.0,27.797476,[36 20] ; [ 5 38],[23.19191919 32.80808081] ; [17.80808081 25.19191919],1
d5,1,0.000193,13.896179,[46 10] ; [20 23],[37.33333333 18.66666667] ; [28.66666667 14.33333333],1
p3,1,0.006422,7.427819,[19 34] ; [ 5 38],[13.25 39.75] ; [10.75 32.25],0
d2,1,0.006684,7.35592,[28 28] ; [10 33],[21.49494949 34.50505051] ; [16.50505051 26.49494949],0
a7,1,0.00677,7.333094,[41 15] ; [20 23],[34.50505051 21.49494949] ; [26.49494949 16.50505051],0
n4,1,0.012569,6.228764,[35 21] ; [16 27],[28.84848485 27.15151515] ; [22.15151515 20.84848485],0
d3,1,0.01925,5.478686,[36 20] ; [17 25],[30.28571429 25.71428571] ; [22.71428571 19.28571429],0
a6,1,0.021961,5.248837,[40 16] ; [21 22],[34.50505051 21.49494949] ; [26.49494949 16.50505051],0
v3,1,0.033071,4.542108,[18 35] ; [ 6 35],[13.53191489 39.46808511] ; [10.46808511 30.53191489],0
d4,1,0.03852,4.281897,[43 13] ; [24 18],[38.28571429 17.71428571] ; [28.71428571 13.28571429],0
d1,1,0.04177,4.144484,[24 32] ; [10 33],[19.23232323 36.76767677] ; [14.76767677 28.23232323],0
p4,1,0.042818,4.102564,[19 35] ; [ 7 35],[14.625 39.375] ; [11.375 30.625],0
r1,1,0.060917,3.512249,[39 17] ; [22 21],[34.50505051 21.49494949] ; [26.49494949 16.50505051],0
p6,1,0.076027,3.147856,[ 5 46] ; [10 33],[ 8.13829787 42.86170213] ; [ 6.86170213 36.13829787],0
r3,1,0.079869,3.067563,[43 13] ; [26 17],[39.03030303 16.96969697] ; [29.96969697 13.03030303],0
r4,1,0.084426,2.977577,[37 19] ; [21 22],[32.80808081 23.19191919] ; [25.19191919 17.80808081],0
v2,1,0.105438,2.621294,[23 32] ; [10 29],[19.30851064 35.69148936] ; [13.69148936 25.30851064],0
n2,1,0.147302,2.099974,[ 7 10] ; [13  7],[9.18918919 7.81081081] ; [10.81081081  9.18918919],0
b5,1,0.148808,2.084427,[27 29] ; [27 16],[30.54545455 25.45454545] ; [23.45454545 19.54545455],0
n3,1,0.163187,1.944444,[7 8] ; [14  6],[9. 6.] ; [12.  8.],0
p11,1,0.165657,1.921812,[30 26] ; [17 26],[26.58585859 29.41414141] ; [20.41414141 22.58585859],0
s8,1,0.178139,1.813081,[ 7 49] ; [ 2 41],[ 5.09090909 50.90909091] ; [ 3.90909091 39.09090909],0
v4,1,0.193358,1.691847,[42 13] ; [27 15],[39.12371134 15.87628866] ; [29.87628866 12.12371134],0
s4,1,0.265001,1.242443,[ 4 52] ; [ 6 37],[ 5.65656566 50.34343434] ; [ 4.34343434 38.65656566],0
v1,1,0.2855,1.140723,[21 34] ; [12 31],[18.52040816 36.47959184] ; [14.47959184 28.52040816],0
r2,1,0.391757,0.733482,[46  9] ; [33 10],[44.33673469 10.66326531] ; [34.66326531  8.33673469],0
b1,1,0.440845,0.594082,[33 23] ; [22 21],[31.11111111 24.88888889] ; [23.88888889 19.11111111],0
n1,1,0.485667,0.486111,[ 5 10] ; [ 9 11],[6. 9.] ; [ 8. 12.],0
u2,1,0.497378,0.460526,[3 4] ; [16 12],[3.8 3.2] ; [15.2 12.8],0
s3,1,0.531852,0.390852,[19 36] ; [12 30],[17.57731959 37.42268041] ; [13.42268041 28.57731959],0
a8,1,0.599595,0.275607,[ 4 49] ; [ 2 39],[ 3.38297872 49.61702128] ; [ 2.61702128 38.38297872],0
u1,1,0.60654,0.265245,[ 4 52] ; [ 2 41],[ 3.39393939 52.60606061] ; [ 2.60606061 40.39393939],0
u3,1,0.611945,0.257353,[4 3] ; [13 15],[3.4 3.6] ; [13.6 14.4],0
b2,1,0.650072,0.205809,[ 8 21] ; [ 8 16],[ 8.75471698 20.24528302] ; [ 7.24528302 16.75471698],0
b3,1,0.650072,0.205809,[ 8 21] ; [ 8 16],[ 8.75471698 20.24528302] ; [ 7.24528302 16.75471698],0
n5,1,0.679988,0.170139,[25 31] ; [17 25],[24. 32.] ; [18. 24.],0
p5,1,0.696924,0.151691,[ 2 52] ; [ 1 42],[ 1.67010309 52.32989691] ; [ 1.32989691 41.67010309],0
s5,1,0.709749,0.138528,[ 4 50] ; [ 4 38],[ 4.5 49.5] ; [ 3.5 38.5],0
a1,1,0.723938,0.124751,[ 5 51] ; [ 3 40],[ 4.52525253 51.47474747] ; [ 3.47474747 39.52525253],0
p2,1,0.728575,0.120424,[29 24] ; [22 21],[28.15625 24.84375] ; [22.84375 20.15625],0
s1,1,0.736095,0.113589,[ 4 50] ; [ 4 39],[ 4.45360825 49.54639175] ; [ 3.54639175 39.45360825],0
p10,1,0.756801,0.095904,[24 30] ; [20 22],[24.75 29.25] ; [19.25 22.75],0
b4,1,0.7819,0.076643,[31 25] ; [25 18],[31.67676768 24.32323232] ; [24.32323232 18.67676768],0
p8,1,0.870069,0.026756,[14 39] ; [12 31],[14.35416667 38.64583333] ; [11.64583333 31.35416667],0
p7,1,0.873021,0.025543,[21 34] ; [15 26],[20.625 34.375] ; [15.375 25.625],0
p9,1,0.88572,0.020656,[28 27] ; [22 20],[28.35051546 26.64948454] ; [21.64948454 20.35051546],0
s2,1,0.957219,0.002878,[10 45] ; [ 8 35],[10.10204082 44.89795918] ; [ 7.89795918 35.10204082],0
p1,1,0.971312,0.001293,[ 5 50] ; [ 4 39],[ 5.05102041 49.94897959] ; [ 3.94897959 39.05102041],0
s7,1,0.988933,0.000192,[ 7 40] ; [ 6 34],[ 7.02298851 39.97701149] ; [ 5.97701149 34.02298851],0
