Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,8e-05,15.560545,[20 28] ; [68 22],[30.60869565 17.39130435] ; [57.39130435 32.60869565],1
d3,1,0.000146,14.429168,[12 36] ; [53 37],[22.60869565 25.39130435] ; [42.39130435 47.60869565],1
v2,1,0.002693,9.004329,[13 29] ; [52 36],[21. 21.] ; [44. 44.],0
n6,1,0.00768,7.106692,[31 16] ; [77 13],[37.05109489  9.94890511] ; [70.94890511 19.05109489],0
a5,1,0.01215,6.28885,[22 26] ; [61 29],[28.86956522 19.13043478] ; [54.13043478 35.86956522],0
v4,1,0.013533,6.098095,[40  7] ; [87  3],[43.56934307  3.43065693] ; [83.43065693  6.56934307],0
p10,1,0.014747,5.946498,[28 19] ; [69 18],[34.02238806 12.97761194] ; [62.97761194 24.02238806],0
n3,1,0.027084,4.885426,[5 7] ; [16  4],[7.875 4.125] ; [13.125  6.875],0
p6,1,0.029874,4.716514,[10 37] ; [35 53],[15.66666667 31.33333333] ; [29.33333333 58.66666667],0
a2,1,0.031177,4.643169,[ 1 47] ; [12 78],[ 4.52173913 43.47826087] ; [ 8.47826087 81.52173913],0
r4,1,0.036218,4.386793,[41  7] ; [86  4],[44.17391304  3.82608696] ; [82.82608696  7.17391304],0
s2,1,0.050908,3.811291,[15 32] ; [43 44],[20.34328358 26.65671642] ; [37.65671642 49.34328358],0
v3,1,0.053427,3.730504,[12 33] ; [39 50],[17.12686567 27.87313433] ; [33.87313433 55.12686567],0
p9,1,0.061612,3.493458,[31 17] ; [69 18],[35.55555556 12.44444444] ; [64.44444444 22.55555556],0
b5,1,0.067956,3.331714,[21 27] ; [54 36],[26.08695652 21.91304348] ; [48.91304348 41.08695652],0
n2,1,0.068002,3.330612,[9 5] ; [18  2],[11.11764706  2.88235294] ; [15.88235294  4.11764706],0
d1,1,0.087541,2.919023,[ 1 47] ; [ 9 81],[ 3.47826087 44.52173913] ; [ 6.52173913 83.47826087],0
p8,1,0.108142,2.58116,[19 29] ; [47 40],[23.46666667 24.53333333] ; [42.53333333 44.46666667],0
r3,1,0.129433,2.299292,[41  7] ; [84  6],[43.47826087  4.52173913] ; [81.52173913  8.47826087],0
p4,1,0.140889,2.16822,[17 30] ; [43 44],[21.04477612 25.95522388] ; [38.95522388 48.04477612],0
p7,1,0.142279,2.153132,[23 24] ; [54 33],[27.00746269 19.99253731] ; [49.99253731 37.00746269],0
p5,1,0.1569,2.003857,[ 3 44] ; [13 76],[ 5.52941176 41.47058824] ; [10.47058824 78.52941176],0
n1,1,0.166926,1.91034,[ 4 10] ; [10  9],[5.93939394 8.06060606] ; [ 8.06060606 10.93939394],0
r2,1,0.175953,1.831481,[43  5] ; [86  4],[44.86956522  3.13043478] ; [84.13043478  5.86956522],0
b3,1,0.184513,1.760896,[17 16] ; [18 31],[14.08536585 18.91463415] ; [20.91463415 28.08536585],0
b2,1,0.184513,1.760896,[17 16] ; [18 31],[14.08536585 18.91463415] ; [20.91463415 28.08536585],0
p2,1,0.185576,1.752391,[31 17] ; [67 22],[34.33576642 13.66423358] ; [63.66423358 25.33576642],0
s7,1,0.187663,1.735868,[16 29] ; [40 44],[19.53488372 25.46511628] ; [36.46511628 47.53488372],0
s6,1,0.294966,1.096817,[24 23] ; [52 34],[26.85714286 20.14285714] ; [49.14285714 36.85714286],0
u3,1,0.360614,0.835755,[11 11] ; [23 14],[12.6779661  9.3220339] ; [21.3220339 15.6779661],0
n4,1,0.374882,0.787418,[31 17] ; [64 25],[33.28467153 14.71532847] ; [61.71532847 27.28467153],0
s4,1,0.389836,0.739452,[ 6 42] ; [16 72],[ 7.76470588 40.23529412] ; [14.23529412 73.76470588],0
p11,1,0.401331,0.704334,[36 12] ; [73 17],[37.91304348 10.08695652] ; [71.08695652 18.91304348],0
n5,1,0.406685,0.688471,[30 17] ; [63 26],[32.13970588 14.86029412] ; [60.86029412 28.13970588],0
s3,1,0.416706,0.659586,[25 22] ; [52 34],[27.21052632 19.78947368] ; [49.78947368 36.21052632],0
a1,1,0.423587,0.640341,[ 3 45] ; [ 3 87],[ 2.08695652 45.91304348] ; [ 3.91304348 86.08695652],0
p12,1,0.434523,0.610704,[ 3 45] ; [ 9 79],[ 4.23529412 43.76470588] ; [ 7.76470588 80.23529412],0
a4,1,0.466171,0.531038,[10 37] ; [24 65],[11.75 35.25] ; [22.25 66.75],0
