Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.6e-05,17.716065,[ 77 113] ; [43 17],[91.2 98.8] ; [28.8 31.2],1
s7,1,4.2e-05,16.756505,[ 75 103] ; [43 16],[88.62447257 89.37552743] ; [29.37552743 29.62447257],1
p7,1,7.6e-05,15.650486,[ 62 126] ; [36 22],[ 74.89430894 113.10569106] ; [23.10569106 34.89430894],1
s2,1,0.000182,14.010129,[89 99] ; [45 15],[101.58064516  86.41935484] ; [32.41935484 27.58064516],1
p9,1,0.001997,9.552583,[139  47] ; [56  4],[147.43902439  38.56097561] ; [47.56097561 12.43902439],0
s8,1,0.002557,9.099057,[ 69 121] ; [35 25],[ 79.04 110.96] ; [24.96 35.04],0
u1,1,0.004799,7.953541,[ 49 141] ; [27 33],[ 57.76 132.24] ; [18.24 41.76],0
p1,1,0.006076,7.527684,[  7 183] ; [ 8 52],[ 11.4 178.6] ; [ 3.6 56.4],0
p3,1,0.006702,7.351048,[ 61 128] ; [31 29],[ 69.8313253 119.1686747] ; [22.1686747 37.8313253],0
p2,1,0.007472,7.15595,[123  66] ; [50 10],[131.31325301  57.68674699] ; [41.68674699 18.31325301],0
n4,1,0.007987,7.036275,[135  54] ; [53  7],[142.69879518  46.30120482] ; [45.30120482 14.69879518],0
s5,1,0.008431,6.939525,[ 50 133] ; [25 29],[ 57.91139241 125.08860759] ; [17.08860759 36.91139241],0
a5,1,0.014231,6.009215,[147  43] ; [55  5],[153.52  36.48] ; [48.48 11.52],0
v1,1,0.022986,5.16955,[ 73 110] ; [33 25],[ 80.48962656 102.51037344] ; [25.51037344 32.48962656],0
s3,1,0.024772,5.039748,[100  89] ; [41 18],[107.45564516  81.54435484] ; [33.54435484 25.45564516],0
p10,1,0.02801,4.82744,[133  55] ; [51  9],[139.48387097  48.51612903] ; [44.51612903 15.48387097],0
a4,1,0.033029,4.54429,[113  76] ; [45 15],[119.92771084  69.07228916] ; [38.07228916 21.92771084],0
a2,1,0.041133,4.170523,[ 67 123] ; [30 30],[ 73.72 116.28] ; [23.28 36.72],0
s6,1,0.056083,3.649588,[118  70] ; [45 14],[124.06477733  63.93522267] ; [38.93522267 20.06477733],0
d4,1,0.085075,2.965189,[186   1] ; [58  2],[184.72874494   2.27125506] ; [59.27125506  0.72874494],0
a3,1,0.087242,2.924537,[145  45] ; [52  8],[149.72  40.28] ; [47.28 12.72],0
n3,1,0.104109,2.641446,[42 23] ; [16  3],[44.88095238 20.11904762] ; [13.11904762  5.88095238],0
d2,1,0.11346,2.505348,[137  50] ; [50 10],[141.57489879  45.42510121] ; [45.42510121 14.57489879],0
r4,1,0.124597,2.358563,[155  35] ; [54  6],[158.84  31.16] ; [50.16  9.84],0
u2,1,0.124794,2.356097,[26 18] ; [7 1],[27.92307692 16.07692308] ; [5.07692308 2.92307692],0
v2,1,0.134734,2.237097,[98 81] ; [37 19],[102.82978723  76.17021277] ; [32.17021277 23.82978723],0
u3,1,0.135036,2.23363,[27 18] ; [7 1],[28.86792453 16.13207547] ; [5.13207547 2.86792453],0
n6,1,0.180363,1.79463,[149  40] ; [52  8],[152.56626506  36.43373494] ; [48.43373494 11.56626506],0
v4,1,0.193257,1.692612,[169  20] ; [57  3],[171.54216867  17.45783133] ; [54.45783133  5.54216867],0
r3,1,0.218071,1.517017,[174  15] ; [58  2],[176.09638554  12.90361446] ; [55.90361446  4.09638554],0
a7,1,0.230882,1.435422,[140  49] ; [49 11],[143.45783133  45.54216867] ; [45.54216867 14.45783133],0
b2,1,0.298522,1.080785,[47 76] ; [19 21],[49.80368098 73.19631902] ; [16.19631902 23.80368098],0
b3,1,0.298522,1.080785,[47 76] ; [19 21],[49.80368098 73.19631902] ; [16.19631902 23.80368098],0
s4,1,0.321918,0.981139,[ 28 160] ; [12 47],[ 30.44534413 157.55465587] ; [ 9.55465587 49.44534413],0
n2,1,0.434254,0.611418,[38 27] ; [13  6],[39.46428571 25.53571429] ; [11.53571429  7.46428571],0
b5,1,0.440068,0.596105,[126  64] ; [43 17],[128.44  61.56] ; [40.56 19.44],0
p11,1,0.466152,0.531082,[133  57] ; [39 21],[130.72  59.28] ; [41.28 18.72],0
s1,1,0.493406,0.469091,[  6 183] ; [ 3 56],[  6.85887097 182.14112903] ; [ 2.14112903 56.85887097],0
b4,1,0.502092,0.450511,[120  70] ; [35 25],[117.8  72.2] ; [37.2 22.8],0
v3,1,0.511302,0.431401,[ 61 116] ; [22 34],[ 63.05150215 113.94849785] ; [19.94849785 36.05150215],0
p5,1,0.518136,0.417601,[ 10 175] ; [ 2 58],[  9.06122449 175.93877551] ; [ 2.93877551 57.06122449],0
n1,1,0.531455,0.391608,[24 42] ; [ 8 10],[25.14285714 40.85714286] ; [ 6.85714286 11.14285714],0
a6,1,0.540596,0.374436,[144  45] ; [48 12],[145.73493976  43.26506024] ; [46.26506024 13.73493976],0
a8,1,0.565777,0.329801,[ 18 152] ; [ 4 47],[ 16.92307692 153.07692308] ; [ 5.07692308 45.92307692],0
p12,1,0.605202,0.26722,[ 13 176] ; [ 3 57],[ 12.14457831 176.85542169] ; [ 3.85542169 56.14457831],0
d3,1,0.646889,0.209845,[165  24] ; [51  9],[163.95180723  25.04819277] ; [52.04819277  7.95180723],0
n5,1,0.78091,0.077358,[128  60] ; [42 18],[128.87096774  59.12903226] ; [41.12903226 18.87096774],0
a1,1,0.933748,0.006911,[  9 181] ; [ 3 57],[  9.12 180.88] ; [ 2.88 57.12],0
r1,1,0.933954,0.006868,[149  40] ; [47 13],[148.77108434  40.22891566] ; [47.22891566 12.77108434],0
b1,1,1.0,0.0,[ 76 114] ; [24 36],[ 76. 114.] ; [24. 36.],0
