Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.021408,5.293251,[ 3 20] ; [7 8],[ 6.05263158 16.94736842] ; [ 3.94736842 11.05263158],0
r4,1,0.106125,2.611,[ 5 18] ; [7 8],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
s7,1,0.106312,2.608199,[ 3 18] ; [5 8],[ 4.94117647 16.05882353] ; [3.05882353 9.94117647],0
p10,1,0.10834,2.578267,[12 11] ; [11  3],[14.2972973  8.7027027] ; [8.7027027 5.2972973],0
b4,1,0.119551,2.423188,[11 12] ; [11  4],[13.31578947  9.68421053] ; [8.68421053 6.31578947],0
p7,1,0.126474,2.335258,[ 8 15] ; [9 6],[10.28947368 12.71052632] ; [6.71052632 8.28947368],0
v3,1,0.133719,2.248792,[ 3 20] ; [ 5 10],[ 4.84210526 18.15789474] ; [ 3.15789474 11.84210526],0
a5,1,0.192113,1.70134,[12 11] ; [11  4],[13.92105263  9.07894737] ; [9.07894737 5.92105263],0
p3,1,0.198203,1.655568,[ 7 15] ; [ 2 13],[ 5.35135135 16.64864865] ; [ 3.64864865 11.35135135],0
s3,1,0.266831,1.232969,[ 7 16] ; [ 2 12],[ 5.59459459 17.40540541] ; [ 3.40540541 10.59459459],0
v2,1,0.286308,1.136902,[ 9 14] ; [8 6],[10.56756757 12.43243243] ; [6.43243243 7.56756757],0
a2,1,0.313628,1.015336,[ 2 21] ; [ 3 12],[ 3.02631579 19.97368421] ; [ 1.97368421 13.02631579],0
u1,1,0.315361,1.008088,[ 1 22] ; [ 2 13],[ 1.81578947 21.18421053] ; [ 1.18421053 13.81578947],0
b1,1,0.319424,0.991304,[13 10] ; [6 9],[11.5 11.5] ; [7.5 7.5],0
p11,1,0.32603,0.964603,[15  8] ; [12  3],[16.34210526  6.65789474] ; [10.65789474  4.34210526],0
b2,1,0.357197,0.847724,[ 3 10] ; [3 4],[3.9 9.1] ; [2.1 4.9],0
b3,1,0.357197,0.847724,[ 3 10] ; [3 4],[3.9 9.1] ; [2.1 4.9],0
p8,1,0.360533,0.836034,[ 7 15] ; [7 8],[ 8.32432432 13.67567568] ; [5.67567568 9.32432432],0
u3,1,0.387094,0.748052,[4 7] ; [4 3],[4.88888889 6.11111111] ; [3.11111111 3.88888889],0
d4,1,0.427576,0.6294,[18  5] ; [10  5],[16.94736842  6.05263158] ; [11.05263158  3.94736842],0
p4,1,0.462553,0.53971,[12 11] ; [6 9],[10.89473684 12.10526316] ; [7.10526316 7.89473684],0
b5,1,0.463813,0.536677,[15  8] ; [8 7],[13.92105263  9.07894737] ; [9.07894737 5.92105263],0
n3,1,0.464214,0.535714,[6 2] ; [4 3],[5.33333333 2.66666667] ; [4.66666667 2.33333333],0
p12,1,0.531257,0.391986,[ 3 20] ; [ 1 14],[ 2.42105263 20.57894737] ; [ 1.57894737 13.42105263],0
a1,1,0.531257,0.391986,[ 3 20] ; [ 1 14],[ 2.42105263 20.57894737] ; [ 1.57894737 13.42105263],0
a4,1,0.543512,0.36907,[ 7 16] ; [6 9],[ 7.86842105 15.13157895] ; [5.13157895 9.86842105],0
r3,1,0.612689,0.256277,[16  6] ; [12  3],[16.64864865  5.35135135] ; [11.35135135  3.64864865],0
s6,1,0.635318,0.224918,[11 12] ; [6 9],[10.28947368 12.71052632] ; [6.71052632 8.28947368],0
n5,1,0.635318,0.224918,[12 11] ; [9 6],[12.71052632 10.28947368] ; [8.28947368 6.71052632],0
p5,1,0.683257,0.166483,[ 2 20] ; [ 2 13],[ 2.37837838 19.62162162] ; [ 1.62162162 13.37837838],0
p2,1,0.717269,0.131125,[14  9] ; [10  5],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
v4,1,0.717269,0.131125,[14  9] ; [10  5],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
u2,1,0.73244,0.116883,[7 4] ; [5 2],[7.33333333 3.66666667] ; [4.66666667 2.33333333],0
s5,1,0.737384,0.11244,[ 4 19] ; [ 2 13],[ 3.63157895 19.36842105] ; [ 2.36842105 12.63157895],0
n4,1,0.739979,0.110145,[12 11] ; [7 8],[11.5 11.5] ; [7.5 7.5],0
d3,1,0.7445,0.106211,[15  8] ; [9 6],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
