Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,225.502973,[29 69] ; [496  42],[80.89622642 17.10377358] ; [444.10377358  93.89622642],1
p11,1,0.0,45.448884,[53 46] ; [453  89],[78.14976599 20.85023401] ; [427.85023401 114.14976599],1
p2,1,2e-06,23.029955,[68 31] ; [473  67],[83.81690141 15.18309859] ; [457.18309859  82.81690141],1
b1,1,3e-06,21.62049,[54 45] ; [165 377],[33.82371295 65.17628705] ; [185.17628705 356.82371295],1
s8,1,3.3e-05,17.237684,[23 75] ; [248 291],[41.69230769 56.30769231] ; [229.30769231 309.69230769],1
n5,1,5.7e-05,16.209999,[55 44] ; [405 133],[71.49136578 27.50863422] ; [388.50863422 149.49136578],1
p7,1,5.9e-05,16.133857,[44 53] ; [353 176],[61.51597444 35.48402556] ; [335.48402556 193.51597444],1
n6,1,0.00018,14.026554,[71 28] ; [466  72],[83.45839874 15.54160126] ; [453.54160126  84.45839874],1
a5,1,0.000285,13.169382,[59 40] ; [417 125],[73.51638066 25.48361934] ; [402.48361934 139.51638066],1
s2,1,0.000312,12.999377,[33 64] ; [290 248],[49.34015748 47.65984252] ; [273.65984252 264.34015748],1
s5,1,0.000318,12.962643,[15 81] ; [178 343],[30.02917342 65.97082658] ; [162.97082658 358.02917342],1
s6,1,0.000319,12.954533,[51 47] ; [376 157],[66.31695721 31.68304279] ; [360.68304279 172.31695721],1
r4,1,0.00039,12.577748,[84 15] ; [513  29],[92.20436817  6.79563183] ; [504.79563183  37.20436817],1
p8,1,0.000456,12.286336,[36 63] ; [297 238],[51.99842271 47.00157729] ; [281.00157729 253.99842271],1
v4,1,0.000562,11.897023,[89 10] ; [524  15],[95.12068966  3.87931034] ; [517.87931034  21.12068966],1
p3,1,0.000908,11.007032,[33 64] ; [283 258],[48.04388715 48.95611285] ; [267.95611285 273.04388715],1
v1,1,0.00099,10.84527,[38 61] ; [296 229],[52.99038462 46.00961538] ; [281.00961538 243.99038462],1
p6,1,0.001291,10.355766,[21 75] ; [210 328],[34.97791798 61.02208202] ; [196.02208202 341.97791798],0
s7,1,0.001431,10.165442,[29 63] ; [257 262],[43.06382979 48.93617021] ; [242.93617021 276.06382979],0
p4,1,0.001965,9.581801,[46 52] ; [343 197],[59.7523511 38.2476489] ; [329.2476489 210.7523511],0
p5,1,0.007355,7.184144,[ 3 96] ; [ 65 473],[10.56828885 88.43171115] ; [ 57.43171115 480.56828885],0
v2,1,0.009567,6.713764,[46 51] ; [318 199],[57.50488599 39.49511401] ; [306.49511401 210.50488599],0
a4,1,0.019347,5.469879,[33 66] ; [249 292],[43.621875 55.378125] ; [238.378125 302.621875],0
s3,1,0.023423,5.136872,[44 54] ; [307 229],[54.2555205 43.7444795] ; [296.7444795 239.2555205],0
d3,1,0.028778,4.780873,[69 30] ; [429 110],[77.27586207 21.72413793] ; [420.72413793 118.27586207],0
r2,1,0.039871,4.223365,[91  8] ; [517  19],[94.79055118  4.20944882] ; [513.20944882  22.79055118],0
d1,1,0.061241,3.503464,[53 46] ; [344 198],[61.31513261 37.68486739] ; [335.68486739 206.31513261],0
a6,1,0.067101,3.352546,[70 29] ; [426 113],[76.96551724 22.03448276] ; [419.03448276 119.96551724],0
