Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,58.210562,[275  70] ; [59 75],[240.56367432 104.43632568] ; [93.43632568 40.56367432],1
d3,1,0.0,47.89842,[276  70] ; [64 70],[245.08333333 100.91666667] ; [94.91666667 39.08333333],1
a2,1,3e-06,21.830554,[108 239] ; [ 14 120],[ 88.01247401 258.98752599] ; [ 33.98752599 100.01247401],1
u1,1,6e-06,20.388529,[ 87 260] ; [  9 125],[ 69.25571726 277.74428274] ; [ 26.74428274 107.25571726],1
b5,1,6.2e-05,16.050807,[232 115] ; [63 71],[212.81704782 134.18295218] ; [82.18295218 51.81704782],1
d1,1,0.00042,12.439697,[229 118] ; [65 69],[212.0956341 134.9043659] ; [81.9043659 52.0956341],1
v2,1,0.000785,11.275274,[209 125] ; [57 69],[193.13913043 140.86086957] ; [72.86086957 53.13913043],1
b1,1,0.001095,10.658922,[101 246] ; [60 74],[116.14760915 230.85239085] ; [44.85239085 89.14760915],0
d4,1,0.001248,10.417833,[302  44] ; [100  33],[290.37995825  55.62004175] ; [111.62004175  21.37995825],0
r4,1,0.001512,10.064446,[328  19] ; [115  19],[319.58627859  27.41372141] ; [123.41372141  10.58627859],0
u3,1,0.001955,9.591267,[64 26] ; [16 22],[56.25 33.75] ; [23.75 14.25],0
r3,1,0.013358,6.121098,[340   6] ; [126   8],[335.90833333  10.09166667] ; [130.09166667   3.90833333],0
p2,1,0.017838,5.611979,[307  39] ; [107  26],[299.0480167  46.9519833] ; [114.9519833  18.0480167],0
p4,1,0.025453,4.992802,[238 107] ; [78 56],[227.59916493 117.40083507] ; [88.40083507 45.59916493],0
v4,1,0.044076,4.053656,[337   8] ; [125   8],[333.45188285  11.54811715] ; [128.54811715   4.45188285],0
r2,1,0.048504,3.892441,[326  15] ; [120  12],[321.53488372  19.46511628] ; [124.46511628   7.53488372],0
r1,1,0.052333,3.765102,[289  56] ; [102  32],[281.61795407  63.38204593] ; [109.38204593  24.61795407],0
b4,1,0.059192,3.559881,[219 128] ; [72 62],[209.93139293 137.06860707] ; [81.06860707 52.93139293],0
s8,1,0.072007,3.236656,[187 157] ; [85 49],[195.74895397 148.25104603] ; [76.25104603 57.74895397],0
d5,1,0.073261,3.208399,[292  54] ; [103  30],[285.32359081  60.67640919] ; [109.67640919  23.32359081],0
p7,1,0.088461,2.902168,[238  95] ; [83 48],[230.37284483 102.62715517] ; [90.62715517 40.37284483],0
p8,1,0.112802,2.514525,[207 134] ; [69 62],[199.39830508 141.60169492] ; [76.60169492 54.39830508],0
n6,1,0.114642,2.48903,[308  36] ; [113  21],[302.9790795  41.0209205] ; [118.0209205  15.9790795],0
b2,1,0.115223,2.481082,[ 77 141] ; [40 49],[ 83.08143322 134.91856678] ; [33.91856678 55.08143322],0
b3,1,0.115223,2.481082,[ 77 141] ; [40 49],[ 83.08143322 134.91856678] ; [33.91856678 55.08143322],0
a5,1,0.135508,2.228236,[271  76] ; [96 38],[264.75883576  82.24116424] ; [102.24116424  31.75883576],0
u2,1,0.140176,2.176031,[62 28] ; [21 17],[58.359375 31.640625] ; [24.640625 13.359375],0
s7,1,0.141149,2.165391,[197 138] ; [88 45],[204.00641026 130.99358974] ; [80.99358974 52.00641026],0
s4,1,0.146997,2.103141,[ 64 276] ; [ 33 100],[ 69.72515856 270.27484144] ; [ 27.27484144 105.72515856],0
n3,1,0.164659,1.930906,[43 14] ; [19 12],[40.15909091 16.84090909] ; [21.84090909  9.15909091],0
a8,1,0.166625,1.913051,[ 51 262] ; [ 14 112],[ 46.34396355 266.65603645] ; [ 18.65603645 107.34396355],0
p10,1,0.197987,1.657162,[312  33] ; [114  18],[308.11320755  36.88679245] ; [117.88679245  14.11320755],0
d2,1,0.229326,1.445035,[173 172] ; [59 75],[167.09812109 177.90187891] ; [64.90187891 69.09812109],0
n1,1,0.274648,1.193384,[20 37] ; [15 17],[22.41573034 34.58426966] ; [12.58426966 19.41573034],0
p9,1,0.349518,0.875206,[317  27] ; [119  14],[314.43186583  29.56813417] ; [121.56813417  11.43186583],0
n4,1,0.384138,0.757417,[278  69] ; [112  22],[281.35135135  65.64864865] ; [108.64864865  25.35135135],0
s5,1,0.399035,0.711232,[142 198] ; [59 69],[146.02564103 193.97435897] ; [54.97435897 73.02564103],0
a1,1,0.513657,0.426609,[ 18 329] ; [  9 125],[ 19.47817048 327.52182952] ; [  7.52182952 126.47817048],0
n5,1,0.523737,0.406529,[277  68] ; [111  23],[279.45720251  65.54279749] ; [108.54279749  25.45720251],0
p12,1,0.534136,0.386518,[ 44 303] ; [ 14 118],[ 42.01670146 304.98329854] ; [ 15.98329854 116.01670146],0
p6,1,0.589938,0.29044,[141 202] ; [57 73],[143.58139535 199.41860465] ; [54.41860465 75.58139535],0
a3,1,0.601995,0.271998,[256  90] ; [96 38],[253.73333333  92.26666667] ; [98.26666667 35.73333333],0
v3,1,0.736487,0.113238,[136 199] ; [55 75],[137.60215054 197.39784946] ; [53.39784946 76.60215054],0
s1,1,0.742345,0.108076,[ 11 332] ; [  5 126],[ 11.57805907 331.42194093] ; [  4.42194093 126.57805907],0
a4,1,0.7708,0.084872,[156 190] ; [58 75],[154.58037578 191.41962422] ; [59.41962422 73.58037578],0
v1,1,0.84589,0.037778,[196 138] ; [75 55],[195.07327586 138.92672414] ; [75.92672414 54.07327586],0
p1,1,0.910299,0.012693,[ 27 318] ; [ 10 123],[ 26.70502092 318.29497908] ; [ 10.29497908 122.70502092],0
n2,1,0.927608,0.008255,[45 12] ; [25  7],[44.83146067 12.16853933] ; [25.16853933  6.83146067],0
p3,1,0.932192,0.00724,[187 159] ; [73 61],[187.41666667 158.58333333] ; [72.58333333 61.41666667],0
s3,1,0.942003,0.005293,[241  98] ; [95 38],[241.3220339  97.6779661] ; [94.6779661 38.3220339],0
u4,1,0.951855,0.003645,[ 10 337] ; [  4 130],[ 10.0997921 336.9002079] ; [  3.9002079 130.0997921],0
p5,1,0.953973,0.003331,[ 50 295] ; [ 19 114],[ 49.80125523 295.19874477] ; [ 19.19874477 113.80125523],0
s2,1,0.973187,0.00113,[223 121] ; [86 47],[222.8427673 121.1572327] ; [86.1572327 46.8427673],0
