Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,44.330065,[110  16] ; [ 7 19],[96.98684211 29.01315789] ; [20.01315789  5.98684211],1
a7,1,0.542631,0.370684,[86 41] ; [16 10],[84.66666667 42.33333333] ; [17.33333333  8.66666667],0
s1,1,0.556015,0.346652,[  6 118] ; [ 2 24],[  6.61333333 117.38666667] ; [ 1.38666667 24.61333333],0
d3,1,0.5741,0.31587,[83 43] ; [15 10],[81.77483444 44.22516556] ; [16.22516556  8.77483444],0
n2,1,0.5791,0.307692,[30  9] ; [9 4],[29.25  9.75] ; [9.75 3.25],0
a8,1,0.598214,0.277699,[ 13 103] ; [ 2 24],[ 12.25352113 103.74647887] ; [ 2.74647887 23.25352113],0
p12,1,0.660827,0.19252,[  3 120] ; [ 1 24],[  3.32432432 119.67567568] ; [ 0.67567568 24.32432432],0
s3,1,0.703111,0.145256,[67 58] ; [15 11],[67.8807947 57.1192053] ; [14.1192053 11.8807947],0
s5,1,0.740771,0.10945,[25 94] ; [ 6 19],[25.61805556 93.38194444] ; [ 5.38194444 19.61805556],0
p8,1,0.76271,0.091158,[51 74] ; [ 9 15],[50.33557047 74.66442953] ; [ 9.66442953 14.33557047],0
s7,1,0.798064,0.065461,[39 78] ; [ 9 16],[39.54929577 77.45070423] ; [ 8.45070423 16.54929577],0
d2,1,0.803643,0.061819,[50 76] ; [11 15],[50.56578947 75.43421053] ; [10.43421053 15.56578947],0
d1,1,0.804329,0.061379,[62 65] ; [12 14],[61.4248366 65.5751634] ; [12.5751634 13.4248366],0
b5,1,0.817524,0.053236,[80 47] ; [17  9],[80.51633987 46.48366013] ; [16.48366013  9.51633987],0
n5,1,0.827286,0.047604,[50 75] ; [11 15],[50.49668874 74.50331126] ; [10.50331126 15.49668874],0
p10,1,0.903922,0.014571,[76 48] ; [15 10],[75.73154362 48.26845638] ; [15.26845638  9.73154362],0
s6,1,0.931951,0.007291,[69 57] ; [14 12],[68.80263158 57.19736842] ; [14.19736842 11.80263158],0
p5,1,0.964881,0.001939,[  5 119] ; [ 1 25],[  4.96 119.04] ; [ 1.04 24.96],0
