Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,86.574726,[47 84] ; [313  81],[89.82857143 41.17142857] ; [270.17142857 123.82857143],1
d3,1,0.0,44.907963,[67 64] ; [319  75],[96.31619048 34.68380952] ; [289.68380952 104.31619048],1
a2,1,0.0,30.849046,[ 10 121] ; [127 267],[34.1847619 96.8152381] ; [102.8152381 291.1847619],1
u1,1,0.0,28.250607,[  6 125] ; [104 290],[ 27.44761905 103.55238095] ; [ 82.55238095 311.44761905],1
b5,1,1e-06,23.74718,[52 79] ; [252 142],[75.8552381 55.1447619] ; [228.1447619 165.8552381],1
r4,1,0.000483,12.179816,[114  17] ; [377  17],[122.51619048   8.48380952] ; [368.48380952  25.51619048],1
r1,1,0.000867,11.09284,[96 35] ; [337  55],[108.45697897  22.54302103] ; [324.54302103  67.45697897],1
b1,1,0.001093,10.663738,[68 63] ; [141 253],[52.15047619 78.84952381] ; [156.84952381 237.15047619],0
a5,1,0.001712,9.834911,[88 43] ; [317  77],[101.05714286  29.94285714] ; [303.94285714  90.05714286],0
p2,1,0.003085,8.756361,[108  22] ; [362  31],[116.82600382  13.17399618] ; [353.17399618  39.82600382],0
d1,1,0.009358,6.753289,[72 59] ; [266 128],[84.33904762 46.66095238] ; [253.66095238 140.33904762],0
d4,1,0.014476,5.979186,[100  30] ; [339  55],[108.91221374  21.08778626] ; [330.08778626  63.91221374],0
r2,1,0.02277,5.186003,[118  11] ; [377  14],[122.79807692   6.20192308] ; [372.20192308  18.79807692],0
s8,1,0.043519,4.075131,[76 55] ; [187 204],[66.00191571 64.99808429] ; [196.99808429 194.00191571],0
v2,1,0.056657,3.632634,[63 63] ; [228 154],[72.17716535 53.82283465] ; [218.82283465 163.17716535],0
s5,1,0.057634,3.60419,[56 67] ; [137 244],[47.10119048 75.89880952] ; [145.89880952 235.10119048],0
s7,1,0.068413,3.320693,[80 46] ; [201 170],[71.23943662 54.76056338] ; [209.76056338 161.23943662],0
n6,1,0.080215,3.060542,[109  22] ; [349  43],[114.71892925  16.28107075] ; [343.28107075  48.71892925],0
u3,1,0.101699,2.6787,[19 17] ; [72 34],[23.07042254 12.92957746] ; [67.92957746 38.07042254],0
p12,1,0.112358,2.520739,[  8 122] ; [ 43 351],[ 12.65267176 117.34732824] ; [ 38.34732824 355.65267176],0
p10,1,0.127386,2.324071,[106  24] ; [340  51],[111.28598848  18.71401152] ; [334.71401152  56.28598848],0
p11,1,0.205344,1.603953,[103  28] ; [329  65],[107.79428571  23.20571429] ; [324.20571429  69.79428571],0
b4,1,0.212086,1.557132,[70 61] ; [235 159],[76.1047619 54.8952381] ; [228.8952381 165.1047619],0
r3,1,0.224634,1.474518,[124   7] ; [381  12],[126.25   4.75] ; [378.75  14.25],0
