Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.005762,7.623146,[25  8] ; [ 9 14],[20.03571429 12.96428571] ; [13.96428571  9.03571429],0
d3,1,0.007676,7.107598,[19 14] ; [ 5 18],[14.14285714 18.85714286] ; [ 9.85714286 13.14285714],0
r4,1,0.010709,6.513028,[13 20] ; [ 2 21],[ 8.83928571 24.16071429] ; [ 6.16071429 16.83928571],0
u2,1,0.013433,6.111195,[14  5] ; [3 8],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
n1,1,0.021368,5.296517,[ 2 14] ; [5 4],[ 4.48 11.52] ; [2.52 6.48],0
r3,1,0.022097,5.238095,[25  8] ; [10 12],[21. 12.] ; [14.  8.],0
d5,1,0.049759,3.849556,[23 10] ; [10 13],[19.44642857 13.55357143] ; [13.55357143  9.44642857],0
p8,1,0.060504,3.523524,[14 19] ; [ 4 18],[10.8 22.2] ; [ 7.2 14.8],0
b4,1,0.091338,2.850641,[17 16] ; [17  6],[20.03571429 12.96428571] ; [13.96428571  9.03571429],0
u3,1,0.097646,2.743584,[ 7 12] ; [ 1 10],[ 5.06666667 13.93333333] ; [2.93333333 8.06666667],0
p3,1,0.116961,2.457547,[10 22] ; [ 3 20],[ 7.56363636 24.43636364] ; [ 5.43636364 17.56363636],0
n6,1,0.135479,2.228576,[21 12] ; [10 13],[18.26785714 14.73214286] ; [12.73214286 10.26785714],0
p4,1,0.140802,2.16917,[15 18] ; [ 6 17],[12.375 20.625] ; [ 8.625 14.375],0
a2,1,0.152321,2.04885,[ 1 32] ; [ 3 20],[ 2.35714286 30.64285714] ; [ 1.64285714 21.35714286],0
p9,1,0.164915,1.928571,[22 10] ; [11 11],[19.55555556 12.44444444] ; [13.44444444  8.55555556],0
v2,1,0.170418,1.879261,[13 19] ; [ 5 17],[10.66666667 21.33333333] ; [ 7.33333333 14.66666667],0
a8,1,0.190999,1.709893,[ 3 28] ; [ 5 17],[ 4.67924528 26.32075472] ; [ 3.32075472 18.67924528],0
a4,1,0.233241,1.420985,[ 8 25] ; [ 9 14],[10.01785714 22.98214286] ; [ 6.98214286 16.01785714],0
s6,1,0.241618,1.37113,[12 21] ; [ 5 18],[10.01785714 22.98214286] ; [ 6.98214286 16.01785714],0
s7,1,0.262478,1.255641,[ 8 21] ; [ 3 18],[ 6.38 22.62] ; [ 4.62 16.38],0
a5,1,0.29896,1.078828,[14 19] ; [13 10],[15.91071429 17.08928571] ; [11.08928571 11.91071429],0
p7,1,0.308034,1.039087,[16 17] ; [ 8 15],[14.14285714 18.85714286] ; [ 9.85714286 13.14285714],0
a6,1,0.308034,1.039087,[16 17] ; [ 8 15],[14.14285714 18.85714286] ; [ 9.85714286 13.14285714],0
s4,1,0.318269,0.996047,[ 6 27] ; [ 2 21],[ 4.71428571 28.28571429] ; [ 3.28571429 19.71428571],0
u1,1,0.3543,0.857998,[ 1 32] ; [ 2 21],[ 1.76785714 31.23214286] ; [ 1.23214286 21.76785714],0
n4,1,0.360598,0.83581,[16 17] ; [14  9],[17.67857143 15.32142857] ; [12.32142857 10.67857143],0
p1,1,0.367308,0.812752,[ 2 31] ; [ 3 20],[ 2.94642857 30.05357143] ; [ 2.05357143 20.94642857],0
a3,1,0.377731,0.778073,[14 19] ; [12 10],[15.6 17.4] ; [10.4 11.6],0
d1,1,0.388883,0.742432,[ 9 24] ; [ 4 19],[ 7.66071429 25.33928571] ; [ 5.33928571 17.66071429],0
p11,1,0.391019,0.735772,[21 12] ; [12 11],[19.44642857 13.55357143] ; [13.55357143  9.44642857],0
v3,1,0.43233,0.616555,[ 7 26] ; [ 3 20],[ 5.89285714 27.10714286] ; [ 4.10714286 18.89285714],0
v1,1,0.476496,0.506871,[10 23] ; [ 5 18],[ 8.83928571 24.16071429] ; [ 6.16071429 16.83928571],0
r1,1,0.491226,0.47384,[13 20] ; [ 7 16],[11.78571429 21.21428571] ; [ 8.21428571 14.78571429],0
p10,1,0.508813,0.436508,[18 15] ; [10 12],[16.8 16.2] ; [11.2 10.8],0
p5,1,0.508813,0.436508,[ 5 28] ; [ 2 20],[ 4.2 28.8] ; [ 2.8 19.2],0
b2,1,0.528871,0.396561,[ 7 12] ; [ 4 11],[ 6.14705882 12.85294118] ; [ 4.85294118 10.14705882],0
b3,1,0.528871,0.396561,[ 7 12] ; [ 4 11],[ 6.14705882 12.85294118] ; [ 4.85294118 10.14705882],0
b1,1,0.591744,0.287629,[21 12] ; [13 10],[20.03571429 12.96428571] ; [13.96428571  9.03571429],0
s5,1,0.606503,0.265299,[ 6 27] ; [ 3 20],[ 5.30357143 27.69642857] ; [ 3.69642857 19.30357143],0
n3,1,0.609834,0.260417,[9 7] ; [6 3],[9.6 6.4] ; [5.4 3.6],0
b5,1,0.620554,0.24509,[18 15] ; [11 12],[17.08928571 15.91071429] ; [11.91071429 11.08928571],0
s1,1,0.706412,0.141887,[ 2 31] ; [ 2 21],[ 2.35714286 30.64285714] ; [ 1.64285714 21.35714286],0
p12,1,0.706412,0.141887,[ 2 31] ; [ 2 21],[ 2.35714286 30.64285714] ; [ 1.64285714 21.35714286],0
d2,1,0.723997,0.124695,[10 23] ; [ 8 15],[10.60714286 22.39285714] ; [ 7.39285714 15.60714286],0
s8,1,0.741675,0.10866,[ 6 27] ; [ 5 18],[ 6.48214286 26.51785714] ; [ 4.51785714 18.48214286],0
s3,1,0.766007,0.088567,[ 5 28] ; [ 4 18],[ 5.4 27.6] ; [ 3.6 18.4],0
a1,1,0.779448,0.078422,[ 2 31] ; [ 1 22],[ 1.76785714 31.23214286] ; [ 1.23214286 21.76785714],0
d4,1,0.805306,0.060755,[19 14] ; [14  9],[19.44642857 13.55357143] ; [13.55357143  9.44642857],0
n5,1,0.833354,0.044269,[21 12] ; [14  9],[20.625 12.375] ; [14.375  8.625],0
p6,1,0.839821,0.040854,[ 5 27] ; [ 3 19],[ 4.74074074 27.25925926] ; [ 3.25925926 18.74074074],0
a7,1,0.88364,0.02142,[18 15] ; [13 10],[18.26785714 14.73214286] ; [12.73214286 10.26785714],0
n2,1,0.973215,0.001127,[9 7] ; [5 4],[8.96 7.04] ; [5.04 3.96],0
