Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000228,13.58503,[60  8] ; [19 15],[52.66666667 15.33333333] ; [26.33333333  7.66666667],1
r4,1,0.00053,12.007324,[54 15] ; [15 19],[46.22330097 22.77669903] ; [22.77669903 11.22330097],1
p11,1,0.001417,10.184024,[54 15] ; [16 18],[46.89320388 22.10679612] ; [23.10679612 10.89320388],0
p10,1,0.001477,10.107061,[50 18] ; [13 19],[42.84 25.16] ; [20.16 11.84],0
v4,1,0.002355,9.250129,[63  6] ; [23 11],[57.61165049 11.38834951] ; [28.38834951  5.61165049],0
p2,1,0.006103,7.519666,[53 16] ; [17 17],[46.89320388 22.10679612] ; [23.10679612 10.89320388],0
a1,1,0.006909,7.296373,[ 1 68] ; [ 5 29],[ 4.01941748 64.98058252] ; [ 1.98058252 32.01941748],0
p3,1,0.011168,6.438362,[32 37] ; [ 7 27],[26.12621359 42.87378641] ; [12.87378641 21.12621359],0
b1,1,0.014241,6.008003,[25 44] ; [21 13],[30.81553398 38.18446602] ; [15.18446602 18.81553398],0
p9,1,0.03251,4.571419,[51 15] ; [18 14],[46.46938776 19.53061224] ; [22.53061224  9.46938776],0
p4,1,0.040295,4.205414,[35 34] ; [10 24],[30.14563107 38.85436893] ; [14.85436893 19.14563107],0
r1,1,0.05798,3.594234,[44 25] ; [15 19],[39.52427184 29.47572816] ; [19.47572816 14.52427184],0
p1,1,0.108023,2.582905,[ 5 64] ; [ 6 28],[ 7.36893204 61.63106796] ; [ 3.63106796 30.36893204],0
r2,1,0.14053,2.172146,[59 10] ; [25  9],[56.27184466 12.72815534] ; [27.72815534  6.27184466],0
d2,1,0.141309,2.163645,[15 54] ; [12 22],[18.08737864 50.91262136] ; [ 8.91262136 25.08737864],0
s4,1,0.141654,2.159896,[11 57] ; [ 2 32],[ 8.66666667 59.33333333] ; [ 4.33333333 29.66666667],0
b5,1,0.181186,1.787867,[44 25] ; [17 17],[40.86407767 28.13592233] ; [20.13592233 13.86407767],0
p5,1,0.211179,1.563325,[ 7 62] ; [ 1 32],[ 5.41176471 63.58823529] ; [ 2.58823529 30.41176471],0
s5,1,0.215097,1.536787,[13 55] ; [ 3 29],[10.88 57.12] ; [ 5.12 26.88],0
b2,1,0.218066,1.517056,[14 29] ; [8 8],[16.03389831 26.96610169] ; [ 5.96610169 10.03389831],0
b3,1,0.218066,1.517056,[14 29] ; [8 8],[16.03389831 26.96610169] ; [ 5.96610169 10.03389831],0
n4,1,0.223633,1.480906,[47 22] ; [19 15],[44.21359223 24.78640777] ; [21.78640777 12.21359223],0
n2,1,0.248286,1.332921,[14  5] ; [10  8],[12.32432432  6.67567568] ; [11.67567568  6.32432432],0
a8,1,0.248966,1.329095,[ 5 60] ; [ 5 28],[ 6.63265306 58.36734694] ; [ 3.36734694 29.63265306],0
b4,1,0.290138,1.118981,[34 35] ; [13 21],[31.48543689 37.51456311] ; [15.51456311 18.48543689],0
s7,1,0.312096,1.021783,[16 49] ; [ 5 27],[14.07216495 50.92783505] ; [ 6.92783505 25.07216495],0
p8,1,0.318554,0.994873,[33 33] ; [13 20],[30.66666667 35.33333333] ; [15.33333333 17.66666667],0
s6,1,0.351587,0.867719,[26 41] ; [10 24],[23.88118812 43.11881188] ; [12.11881188 21.88118812],0
a5,1,0.364224,0.823276,[37 32] ; [15 19],[34.83495146 34.16504854] ; [17.16504854 16.83495146],0
p6,1,0.377907,0.777498,[22 45] ; [ 8 25],[20.1 46.9] ; [ 9.9 23.1],0
v1,1,0.387347,0.747253,[28 40] ; [11 23],[26. 42.] ; [13. 21.],0
n1,1,0.419391,0.652021,[ 7 12] ; [9 9],[ 8.21621622 10.78378378] ; [ 7.78378378 10.21621622],0
s2,1,0.458977,0.548387,[ 7 61] ; [ 2 32],[ 6. 62.] ; [ 3. 31.],0
s1,1,0.470668,0.520408,[ 2 66] ; [ 2 32],[ 2.66666667 65.33333333] ; [ 1.33333333 32.66666667],0
u3,1,0.47172,0.517943,[16 18] ; [ 7 12],[14.75471698 19.24528302] ; [ 8.24528302 10.75471698],0
s8,1,0.471937,0.517438,[14 54] ; [ 5 29],[12.66666667 55.33333333] ; [ 6.33333333 27.66666667],0
p7,1,0.480306,0.498169,[36 32] ; [15 18],[34.33663366 33.66336634] ; [16.66336634 16.33663366],0
a4,1,0.494155,0.467467,[16 53] ; [10 24],[17.41747573 51.58252427] ; [ 8.58252427 25.41747573],0
a2,1,0.497477,0.460314,[ 7 62] ; [ 5 29],[ 8.03883495 60.96116505] ; [ 3.96116505 30.03883495],0
a3,1,0.618416,0.2481,[35 34] ; [15 18],[33.82352941 35.17647059] ; [16.17647059 16.82352941],0
n5,1,0.65533,0.199246,[51 18] ; [23 10],[50.05882353 18.94117647] ; [23.94117647  9.05882353],0
