Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000642,11.649591,[2 7] ; [35  9],[6.28301887 2.71698113] ; [30.71698113 13.28301887],1
r3,1,0.001308,10.330821,[6 3] ; [43  1],[8.32075472 0.67924528] ; [40.67924528  3.32075472],0
n6,1,0.00653,7.397815,[2 7] ; [31 13],[5.60377358 3.39622642] ; [27.39622642 16.60377358],0
v4,1,0.007949,7.044829,[6 3] ; [41  2],[8.13461538 0.86538462] ; [38.86538462  4.13461538],0
b4,1,0.034355,4.476956,[3 6] ; [31 13],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
p9,1,0.03735,4.334391,[4 5] ; [33  9],[6.52941176 2.47058824] ; [30.47058824 11.52941176],0
n2,1,0.087375,2.922078,[2 4] ; [9 3],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
s6,1,0.103102,2.656899,[5 4] ; [34  8],[6.88235294 2.11764706] ; [32.11764706  9.88235294],0
n3,1,0.136641,2.215385,[3 3] ; [10  2],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
r2,1,0.166459,1.914545,[7 1] ; [43  1],[7.69230769 0.30769231] ; [42.30769231  1.69230769],0
s5,1,0.174058,1.847643,[2 6] ; [21 20],[3.75510204 4.24489796] ; [19.24489796 21.75510204],0
a5,1,0.176052,1.830644,[4 5] ; [30 14],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
s1,1,0.204862,1.607373,[1 8] ; [ 1 43],[0.33962264 8.66037736] ; [ 1.66037736 42.33962264],0
p4,1,0.241461,1.372043,[2 7] ; [19 25],[3.56603774 5.43396226] ; [17.43396226 26.56603774],0
d1,1,0.241461,1.372043,[7 2] ; [25 19],[5.43396226 3.56603774] ; [26.56603774 17.43396226],0
a6,1,0.283471,1.150373,[4 5] ; [28 16],[5.43396226 3.56603774] ; [26.56603774 17.43396226],0
a4,1,0.291983,1.110453,[2 7] ; [18 26],[3.39622642 5.60377358] ; [16.60377358 27.39622642],0
s8,1,0.291983,1.110453,[2 7] ; [18 26],[3.39622642 5.60377358] ; [16.60377358 27.39622642],0
d2,1,0.300399,1.072423,[6 3] ; [21 23],[4.58490566 4.41509434] ; [22.41509434 21.58490566],0
s3,1,0.414373,0.666218,[7 2] ; [28 16],[5.94339623 3.05660377] ; [29.05660377 14.94339623],0
b5,1,0.466143,0.531105,[5 4] ; [30 14],[5.94339623 3.05660377] ; [29.05660377 14.94339623],0
v1,1,0.487028,0.483087,[2 7] ; [15 29],[2.88679245 6.11320755] ; [14.11320755 29.88679245],0
d3,1,0.496706,0.461966,[8 1] ; [34  9],[7.26923077 1.73076923] ; [34.73076923  8.26923077],0
d5,1,0.496706,0.461966,[8 1] ; [34  9],[7.26923077 1.73076923] ; [34.73076923  8.26923077],0
p10,1,0.525492,0.403101,[6 3] ; [33 10],[6.75 2.25] ; [32.25 10.75],0
s2,1,0.541243,0.373241,[7 2] ; [29 14],[6.23076923 2.76923077] ; [29.76923077 13.23076923],0
v3,1,0.541243,0.373241,[2 7] ; [14 29],[2.76923077 6.23076923] ; [13.23076923 29.76923077],0
b1,1,0.555094,0.34827,[4 5] ; [15 29],[3.22641509 5.77358491] ; [15.77358491 28.22641509],0
b2,1,0.555215,0.348057,[2 3] ; [ 7 19],[1.4516129 3.5483871] ; [ 7.5483871 18.4516129],0
b3,1,0.555215,0.348057,[2 3] ; [ 7 19],[1.4516129 3.5483871] ; [ 7.5483871 18.4516129],0
v2,1,0.555254,0.347989,[3 5] ; [21 22],[3.76470588 4.23529412] ; [20.23529412 22.76470588],0
p8,1,0.556978,0.344963,[3 5] ; [12 32],[2.30769231 5.69230769] ; [12.69230769 31.30769231],0
p3,1,0.584832,0.298487,[3 6] ; [19 25],[3.73584906 5.26415094] ; [18.26415094 25.73584906],0
p2,1,0.648614,0.207652,[5 4] ; [28 16],[5.60377358 3.39622642] ; [27.39622642 16.60377358],0
n1,1,0.73244,0.116883,[2 4] ; [5 7],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
p6,1,0.764905,0.089428,[3 6] ; [17 27],[3.39622642 5.60377358] ; [16.60377358 27.39622642],0
s7,1,0.834732,0.043529,[5 3] ; [24 17],[4.73469388 3.26530612] ; [24.26530612 16.73469388],0
p11,1,0.857344,0.032312,[4 5] ; [21 23],[4.24528302 4.75471698] ; [20.75471698 23.24528302],0
a3,1,0.862868,0.029834,[6 3] ; [28 16],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
p7,1,0.90579,0.014007,[4 4] ; [23 21],[4.15384615 3.84615385] ; [22.84615385 21.15384615],0
n4,1,0.929297,0.007873,[3 6] ; [14 30],[2.88679245 6.11320755] ; [14.11320755 29.88679245],0
a7,1,0.964041,0.002032,[6 3] ; [29 14],[6.05769231 2.94230769] ; [28.94230769 14.05769231],0
