Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.001399,10.207007,[59  4] ; [95 33],[50.79581152 12.20418848] ; [103.20418848  24.79581152],0
p3,1,0.002975,8.822622,[12 52] ; [51 76],[21.10994764 42.89005236] ; [41.89005236 85.10994764],0
r4,1,0.003308,8.629382,[55  9] ; [85 44],[46.42487047 17.57512953] ; [93.57512953 35.42487047],0
n6,1,0.017072,5.688934,[50 13] ; [79 48],[42.77368421 20.22631579] ; [86.22631579 40.77368421],0
n1,1,0.027159,4.880687,[ 4 18] ; [24 29],[ 8.21333333 13.78666667] ; [19.78666667 33.21333333],0
s2,1,0.031735,4.612735,[18 44] ; [58 70],[24.8 37.2] ; [51.2 76.8],0
p2,1,0.038267,4.293136,[48 16] ; [76 51],[41.54973822 22.45026178] ; [82.45026178 44.54973822],0
a6,1,0.081064,3.04344,[41 23] ; [65 63],[35.33333333 28.66666667] ; [70.66666667 57.33333333],0
a1,1,0.089425,2.884697,[ 2 62] ; [ 13 116],[ 4.97409326 59.02590674] ; [ 10.02590674 118.97409326],0
r2,1,0.108528,2.575532,[58  5] ; [107  21],[54.42408377  8.57591623] ; [110.57591623  17.42408377],0
s6,1,0.132135,2.267243,[30 34] ; [73 52],[34.87830688 29.12169312] ; [68.12169312 56.87830688],0
n2,1,0.136724,2.214445,[17  5] ; [32 22],[14.18421053  7.81578947] ; [34.81578947 19.18421053],0
s5,1,0.143091,2.144398,[14 49] ; [40 83],[18.29032258 44.70967742] ; [35.70967742 87.29032258],0
b4,1,0.156905,2.003803,[43 21] ; [73 56],[38.46632124 25.53367876] ; [77.53367876 51.46632124],0
s7,1,0.161361,1.96143,[21 41] ; [51 63],[25.36363636 36.63636364] ; [46.63636364 67.36363636],0
u3,1,0.181681,1.783816,[10 12] ; [27 16],[12.52307692  9.47692308] ; [24.47692308 18.52307692],0
p5,1,0.19521,1.677851,[ 1 63] ; [  7 119],[ 2.69473684 61.30526316] ; [  5.30526316 120.69473684],0
r1,1,0.198062,1.656611,[48 16] ; [85 44],[44.10362694 19.89637306] ; [88.89637306 40.10362694],0
p1,1,0.205807,1.600676,[ 3 60] ; [ 13 115],[ 5.27748691 57.72251309] ; [ 10.72251309 117.27748691],0
p4,1,0.23489,1.411001,[22 42] ; [55 72],[25.80104712 38.19895288] ; [51.19895288 75.80104712],0
v4,1,0.273322,1.2,[56  8] ; [104  24],[53.33333333 10.66666667] ; [106.66666667  21.33333333],0
