Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,188.022983,[ 6 49] ; [416  54],[44.20952381 10.79047619] ; [377.79047619  92.20952381],1
v4,1,0.0,85.730144,[29 26] ; [437  30],[49.09961686  5.90038314] ; [416.90038314  50.09961686],1
p11,1,0.0,59.84833,[14 41] ; [356 114],[38.76190476 16.23809524] ; [331.23809524 138.76190476],1
r2,1,0.0,49.621462,[34 19] ; [436  29],[48.08880309  4.91119691] ; [421.91119691  43.08880309],1
p2,1,0.0,49.4876,[20 35] ; [373  95],[41.32887189 13.67112811] ; [351.67112811 116.32887189],1
r1,1,0.0,46.013881,[18 37] ; [357 111],[39.43594646 15.56405354] ; [335.56405354 132.43594646],1
p9,1,0.0,37.726145,[19 33] ; [354 108],[37.73540856 14.26459144] ; [335.26459144 126.73540856],1
p10,1,0.0,30.764829,[19 35] ; [336 129],[36.93641618 17.06358382] ; [318.06358382 146.93641618],1
a7,1,0.0,30.659327,[21 34] ; [348 121],[38.73091603 16.26908397] ; [330.26908397 138.73091603],1
n6,1,0.0,29.005008,[25 30] ; [368 100],[41.32887189 13.67112811] ; [351.67112811 116.32887189],1
v2,1,3e-06,22.068347,[10 44] ; [235 214],[26.30218688 27.69781312] ; [218.69781312 230.30218688],1
a1,1,4e-06,21.058111,[ 9 46] ; [ 14 456],[ 2.40952381 52.59047619] ; [ 20.59047619 449.40952381],1
d4,1,2.7e-05,17.615152,[30 25] ; [373  95],[42.38049713 12.61950287] ; [360.61950287 107.38049713],1
d5,1,0.000101,15.119449,[29 26] ; [360 108],[40.9082218 14.0917782] ; [348.0917782 119.9082218],1
p4,1,0.000154,14.320248,[12 42] ; [230 236],[25.13076923 28.86923077] ; [216.86923077 249.13076923],1
s6,1,0.000201,13.819935,[13 42] ; [232 231],[26.01351351 28.98648649] ; [218.98648649 244.01351351],1
d3,1,0.000266,13.292639,[24 31] ; [319 148],[36.13984674 18.86015326] ; [306.86015326 160.13984674],1
a6,1,0.000279,13.203563,[24 31] ; [320 149],[36.10687023 18.89312977] ; [307.89312977 161.10687023],1
b1,1,0.000407,12.499898,[33 22] ; [167 303],[20.95238095 34.04761905] ; [179.04761905 290.95238095],1
p7,1,0.000721,11.433063,[17 37] ; [257 204],[28.73009709 25.26990291] ; [245.26990291 215.73009709],1
s3,1,0.002871,8.888005,[11 41] ; [197 266],[21.00194175 30.99805825] ; [186.99805825 276.00194175],0
n2,1,0.003337,8.613132,[12 14] ; [91 30],[18.21768707  7.78231293] ; [84.78231293 36.21768707],0
n3,1,0.004012,8.278299,[12 14] ; [89 30],[18.11034483  7.88965517] ; [82.88965517 36.11034483],0
p8,1,0.004058,8.257811,[13 42] ; [203 260],[22.93436293 32.06563707] ; [193.06563707 269.93436293],0
d1,1,0.006137,7.509622,[17 38] ; [237 233],[26.60952381 28.39047619] ; [227.39047619 242.60952381],0
p6,1,0.006534,7.396919,[ 5 49] ; [120 341],[13.10679612 40.89320388] ; [111.89320388 349.10679612],0
s2,1,0.009876,6.657213,[ 9 46] ; [156 310],[17.4184261 37.5815739] ; [147.5815739 318.4184261],0
a5,1,0.013566,6.093741,[27 28] ; [310 160],[35.3047619 19.6952381] ; [301.6952381 168.3047619],0
u1,1,0.017903,5.60558,[ 1 54] ; [ 59 411],[ 6.28571429 48.71428571] ; [ 53.71428571 416.28571429],0
p1,1,0.018697,5.52968,[ 7 48] ; [ 23 444],[ 3.16091954 51.83908046] ; [ 26.83908046 440.16091954],0
b5,1,0.019955,5.415861,[25 30] ; [290 180],[33. 22.] ; [282. 188.],0
u3,1,0.020108,5.402527,[ 6 18] ; [86 85],[11.32307692 12.67692308] ; [80.67692308 90.32307692],0
v1,1,0.027251,4.874826,[16 39] ; [206 255],[23.6627907 31.3372093] ; [198.3372093 262.6627907],0
p3,1,0.028163,4.818078,[13 42] ; [181 286],[20.44061303 34.55938697] ; [173.55938697 293.44061303],0
s7,1,0.033741,4.507779,[ 6 44] ; [115 335],[12.1 37.9] ; [108.9 341.1],0
u2,1,0.046232,3.973136,[ 7 17] ; [87 84],[11.56923077 12.43076923] ; [82.43076923 88.56923077],0
a2,1,0.05407,3.710523,[ 5 50] ; [ 93 377],[10.26666667 44.73333333] ; [ 87.73333333 382.26666667],0
v3,1,0.06251,3.469503,[10 45] ; [137 316],[15.91535433 39.08464567] ; [131.08464567 321.91535433],0
a8,1,0.119426,2.424834,[ 2 48] ; [ 48 385],[ 5.17598344 44.82401656] ; [ 44.82401656 388.17598344],0
s1,1,0.164806,1.929564,[ 4 51] ; [ 16 447],[ 2.12355212 52.87644788] ; [ 17.87644788 445.12355212],0
s4,1,0.230285,1.439098,[12 43] ; [ 72 392],[ 8.9017341 46.0982659] ; [ 75.0982659 388.9017341],0
