Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.276172,[44 14] ; [ 6 29],[31.1827957 26.8172043] ; [18.8172043 16.1827957],1
p11,1,5.6e-05,16.224429,[45 14] ; [12 23],[35.77659574 23.22340426] ; [21.22340426 13.77659574],1
b5,1,5.6e-05,16.224429,[45 14] ; [12 23],[35.77659574 23.22340426] ; [21.22340426 13.77659574],1
p4,1,0.000529,12.009699,[31 27] ; [ 6 29],[23.07526882 34.92473118] ; [13.92473118 21.07526882],1
v4,1,0.000548,11.945446,[53  5] ; [21 13],[46.65217391 11.34782609] ; [27.34782609  6.65217391],1
r3,1,0.000638,11.661787,[54  5] ; [22 13],[47.70212766 11.29787234] ; [28.29787234  6.70212766],1
p7,1,0.001277,10.37594,[36 21] ; [10 25],[28.5 28.5] ; [17.5 17.5],0
s6,1,0.001595,9.965614,[35 24] ; [ 9 26],[27.61702128 31.38297872] ; [16.38297872 18.61702128],0
p8,1,0.002285,9.305135,[24 34] ; [ 4 31],[17.46236559 40.53763441] ; [10.53763441 24.46236559],0
s8,1,0.015723,5.833571,[20 39] ; [ 4 31],[15.06382979 43.93617021] ; [ 8.93617021 26.06382979],0
p2,1,0.021677,5.271555,[44 13] ; [19 16],[39.0326087 17.9673913] ; [23.9673913 11.0326087],0
b3,1,0.040855,4.182032,[ 7 28] ; [10 12],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
b2,1,0.040855,4.182032,[ 7 28] ; [10 12],[10.43859649 24.56140351] ; [ 6.56140351 15.43859649],0
r4,1,0.052248,3.767824,[45 14] ; [20 15],[40.79787234 18.20212766] ; [24.20212766 10.79787234],0
u2,1,0.05659,3.634615,[11  2] ; [7 7],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
v2,1,0.056977,3.623272,[29 27] ; [11 24],[24.61538462 31.38461538] ; [15.38461538 19.61538462],0
n5,1,0.065124,3.401827,[40 19] ; [17 18],[35.77659574 23.22340426] ; [21.22340426 13.77659574],0
d1,1,0.085867,2.950203,[31 28] ; [12 23],[26.9893617 32.0106383] ; [16.0106383 18.9893617],0
a3,1,0.093616,2.811063,[46 13] ; [21 13],[42.50537634 16.49462366] ; [24.49462366  9.50537634],0
s2,1,0.095946,2.771675,[23 35] ; [ 8 27],[19.33333333 38.66666667] ; [11.66666667 23.33333333],0
v1,1,0.141735,2.15902,[28 28] ; [12 23],[24.61538462 31.38461538] ; [15.38461538 19.61538462],0
s7,1,0.151158,2.060526,[23 35] ; [ 7 22],[20. 38.] ; [10. 19.],0
u3,1,0.168201,1.898901,[9 4] ; [6 8],[7.22222222 5.77777778] ; [7.77777778 6.22222222],0
a8,1,0.182763,1.77501,[10 43] ; [ 3 32],[ 7.82954545 45.17045455] ; [ 5.17045455 29.82954545],0
u1,1,0.191727,1.704294,[ 6 53] ; [ 1 34],[ 4.39361702 54.60638298] ; [ 2.60638298 32.39361702],0
r2,1,0.208968,1.578563,[52  5] ; [28  6],[50.10989011  6.89010989] ; [29.89010989  4.10989011],0
d4,1,0.210904,1.565208,[45 13] ; [23 12],[42.40860215 15.59139785] ; [25.59139785  9.40860215],0
p3,1,0.214047,1.543841,[24 34] ; [10 25],[21.20430108 36.79569892] ; [12.79569892 22.20430108],0
p6,1,0.221178,1.496711,[14 42] ; [ 5 30],[11.69230769 44.30769231] ; [ 7.30769231 27.69230769],0
a6,1,0.248319,1.332736,[40 18] ; [20 15],[37.41935484 20.58064516] ; [22.58064516 12.41935484],0
a7,1,0.254589,1.297947,[39 20] ; [19 16],[36.40425532 22.59574468] ; [21.59574468 13.40425532],0
n3,1,0.269023,1.221719,[10  5] ; [7 8],[8.5 6.5] ; [8.5 6.5],0
a2,1,0.35603,0.851847,[13 46] ; [ 5 30],[11.29787234 47.70212766] ; [ 6.70212766 28.29787234],0
s3,1,0.431952,0.617569,[30 27] ; [15 19],[28.18681319 28.81318681] ; [16.81318681 17.18681319],0
a1,1,0.434877,0.609764,[ 4 55] ; [ 4 31],[ 5.0212766 53.9787234] ; [ 2.9787234 32.0212766],0
b4,1,0.455644,0.556574,[35 24] ; [18 17],[33.26595745 25.73404255] ; [19.73404255 15.26595745],0
a5,1,0.462621,0.539547,[43 16] ; [23 12],[41.42553191 17.57446809] ; [24.57446809 10.42553191],0
d3,1,0.523552,0.40689,[37 21] ; [20 15],[35.5483871 22.4516129] ; [21.4516129 13.5483871],0
s1,1,0.601171,0.273233,[ 3 54] ; [ 1 33],[ 2.50549451 54.49450549] ; [ 1.49450549 32.50549451],0
d5,1,0.635945,0.224084,[44 14] ; [25 10],[43.03225806 14.96774194] ; [25.96774194  9.03225806],0
p1,1,0.718996,0.129456,[ 4 55] ; [ 3 31],[ 4.44086022 54.55913978] ; [ 2.55913978 31.44086022],0
b1,1,0.752148,0.099735,[34 25] ; [19 16],[33.26595745 25.73404255] ; [19.73404255 15.26595745],0
a4,1,0.821413,0.050953,[25 34] ; [14 21],[24.4787234 34.5212766] ; [14.5212766 20.4787234],0
d2,1,0.850096,0.03572,[27 31] ; [17 18],[27.44086022 30.55913978] ; [16.55913978 18.44086022],0
n1,1,0.87046,0.026593,[7 8] ; [7 9],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
r1,1,0.87901,0.023172,[43 16] ; [25 10],[42.68085106 16.31914894] ; [25.31914894  9.68085106],0
s4,1,0.898541,0.016257,[ 9 50] ; [ 5 30],[ 8.78723404 50.21276596] ; [ 5.21276596 29.78723404],0
v3,1,0.946917,0.004433,[16 38] ; [10 23],[16.13793103 37.86206897] ; [ 9.86206897 23.13793103],0
s5,1,0.949102,0.004075,[10 45] ; [ 6 28],[ 9.88764045 45.11235955] ; [ 6.11235955 27.88764045],0
