Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,88.718003,[252  59] ; [41 80],[210.93287037 100.06712963] ; [82.06712963 38.93287037],1
a5,1,0.0,26.09088,[234  78] ; [61 62],[211.5862069 100.4137931] ; [83.4137931 39.5862069],1
s4,1,0.000394,12.55885,[ 41 267] ; [34 89],[ 53.5962877 254.4037123] ; [ 21.4037123 101.5962877],1
s7,1,0.000452,12.304161,[143 155] ; [34 83],[127.09879518 170.90120482] ; [49.90120482 67.09879518],1
n6,1,0.000518,12.051298,[256  56] ; [82 41],[242.42758621  69.57241379] ; [95.57241379 27.42758621],1
p11,1,0.001021,10.789829,[226  86] ; [69 54],[211.5862069 100.4137931] ; [83.4137931 39.5862069],0
a4,1,0.001416,10.185132,[161 149] ; [43 80],[146.05080831 163.94919169] ; [57.94919169 65.05080831],0
v3,1,0.002773,8.951137,[115 181] ; [27 89],[102.01941748 193.98058252] ; [39.98058252 76.01941748],0
d2,1,0.004799,7.95353,[166 141] ; [48 75],[152.78604651 154.21395349] ; [61.21395349 61.78604651],0
s8,1,0.005868,7.590394,[126 186] ; [32 90],[113.58525346 198.41474654] ; [44.41474654 77.58525346],0
d1,1,0.009379,6.749278,[180 132] ; [54 69],[167.83448276 144.16551724] ; [66.16551724 56.83448276],0
a2,1,0.009404,6.744461,[ 88 224] ; [ 20 103],[ 77.46206897 234.53793103] ; [30.53793103 92.46206897],0
u1,1,0.009915,6.650163,[ 66 246] ; [ 13 110],[ 56.66206897 255.33793103] ; [ 22.33793103 100.66206897],0
p12,1,0.011443,6.3952,[ 21 290] ; [  1 121],[ 15.80138568 295.19861432] ; [  6.19861432 115.80138568],0
p3,1,0.013376,6.118718,[120 191] ; [32 91],[108.92165899 202.07834101] ; [43.07834101 79.92165899],0
d5,1,0.014116,6.023562,[255  56] ; [87 35],[245.63972286  65.36027714] ; [96.36027714 25.63972286],0
p4,1,0.014642,5.959007,[142 169] ; [40 82],[130.72055427 180.27944573] ; [51.27944573 70.72055427],0
r1,1,0.020535,5.365863,[249  62] ; [85 37],[239.89376443  71.10623557] ; [94.10623557 27.89376443],0
n1,1,0.021515,5.284589,[37 43] ; [15 41],[30.58823529 49.41176471] ; [21.41176471 34.58823529],0
p6,1,0.02181,5.260918,[ 80 229] ; [ 19 103],[ 70.97679814 238.02320186] ; [28.02320186 93.97679814],0
a3,1,0.022909,5.17541,[229  83] ; [76 46],[219.26267281  92.73732719] ; [85.73732719 36.26267281],0
p10,1,0.030892,4.658947,[229  81] ; [76 44],[219.88372093  90.11627907] ; [85.11627907 34.88372093],0
b2,1,0.044359,4.042833,[ 84 118] ; [16 43],[ 77.39463602 124.60536398] ; [22.60536398 36.39463602],0
b3,1,0.044359,4.042833,[ 84 118] ; [16 43],[ 77.39463602 124.60536398] ; [22.60536398 36.39463602],0
a8,1,0.045149,4.013064,[ 35 244] ; [  7 113],[ 29.36842105 249.63157895] ; [ 12.63157895 107.36842105],0
s6,1,0.052148,3.771022,[198 112] ; [65 56],[189.16473318 120.83526682] ; [73.83526682 47.16473318],0
v1,1,0.067142,3.351552,[146 154] ; [47 74],[137.52969121 162.47030879] ; [55.47030879 65.52969121],0
u3,1,0.068444,3.319959,[46 37] ; [33 13],[50.82945736 32.17054264] ; [28.17054264 17.82945736],0
d3,1,0.07229,3.230248,[211 100] ; [71 50],[203.01388889 107.98611111] ; [78.98611111 42.01388889],0
p2,1,0.115348,2.479374,[223  87] ; [79 44],[216.21247113  93.78752887] ; [85.78752887 37.21247113],0
a6,1,0.157174,2.00121,[219  92] ; [78 45],[212.82718894  98.17281106] ; [84.17281106 38.82718894],0
v2,1,0.162545,1.950387,[158 141] ; [51 62],[151.67718447 147.32281553] ; [57.32281553 55.67718447],0
s3,1,0.162891,1.947182,[175 132] ; [61 62],[168.49302326 138.50697674] ; [67.50697674 55.49302326],0
n3,1,0.209668,1.573714,[62 18] ; [38 18],[58.82352941 21.17647059] ; [41.17647059 14.82352941],0
r4,1,0.228324,1.451269,[277  35] ; [104  19],[273.26896552  38.73103448] ; [107.73103448  15.26896552],0
d4,1,0.259627,1.270743,[249  61] ; [92 30],[244.69907407  65.30092593] ; [96.30092593 25.69907407],0
p9,1,0.368513,0.808671,[237  73] ; [86 33],[233.4032634  76.5967366] ; [89.5967366 29.4032634],0
s2,1,0.390211,0.738284,[153 155] ; [55 67],[148.98604651 159.01395349] ; [59.01395349 62.98604651],0
u4,1,0.407322,0.686605,[  6 306] ; [  1 122],[  5.02068966 306.97931034] ; [  1.97931034 121.02068966],0
a7,1,0.434872,0.609777,[216  95] ; [80 42],[212.60046189  98.39953811] ; [83.39953811 38.60046189],0
p5,1,0.465406,0.532862,[ 15 292] ; [  4 118],[ 13.5967366 293.4032634] ; [  5.4032634 116.5967366],0
a1,1,0.474432,0.511635,[ 18 294] ; [  5 118],[ 16.49655172 295.50344828] ; [  6.50344828 116.49655172],0
v4,1,0.541125,0.373459,[288  23] ; [115   7],[289.45265589  21.54734411] ; [113.54734411   8.45265589],0
n2,1,0.605299,0.267078,[59 23] ; [38 18],[57.63768116 24.36231884] ; [39.36231884 16.63768116],0
b5,1,0.606892,0.264725,[201 111] ; [76 47],[198.67586207 113.32413793] ; [78.32413793 44.67586207],0
p1,1,0.619798,0.246152,[ 19 292] ; [  6 117],[ 17.91474654 293.08525346] ; [  7.08525346 115.91474654],0
p7,1,0.703982,0.144362,[126 180] ; [47 73],[124.26760563 181.73239437] ; [48.73239437 71.26760563],0
