Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,120.012073,[ 15 119] ; [171  73],[65.93650794 68.06349206] ; [120.06349206 123.93650794],1
d5,1,0.0,79.016513,[91 44] ; [242   3],[118.30263158  16.69736842] ; [214.69736842  30.30263158],1
d3,1,0.0,65.604325,[69 66] ; [217  28],[101.60526316  33.39473684] ; [184.39473684  60.60526316],1
a2,1,0.0,37.118806,[  5 130] ; [ 74 171],[ 28.06578947 106.93421053] ; [ 50.93421053 194.06578947],1
a5,1,0.0,27.710847,[77 58] ; [201  44],[98.76315789 36.23684211] ; [179.23684211  65.76315789],1
a4,1,1e-06,23.298876,[38 97] ; [131 112],[60.35714286 74.64285714] ; [108.64285714 134.35714286],1
u1,1,1.3e-05,18.94898,[  6 129] ; [ 52 193],[ 20.60526316 114.39473684] ; [ 37.39473684 207.60526316],1
a3,1,0.000184,13.988867,[80 54] ; [190  54],[95.71428571 38.28571429] ; [174.28571429  69.71428571],1
r2,1,0.001655,9.898034,[112  20] ; [226  13],[120.25876011  11.74123989] ; [217.74123989  21.25876011],0
a6,1,0.002163,9.406131,[81 54] ; [184  61],[94.14473684 40.85526316] ; [170.85526316  74.14473684],0
n4,1,0.00397,8.297642,[84 50] ; [187  57],[96.06878307 37.93121693] ; [174.93121693  69.06878307],0
p4,1,0.019083,5.493901,[55 77] ; [131 110],[65.8230563 66.1769437] ; [120.1769437 120.8230563],0
p8,1,0.020015,5.410575,[54 81] ; [125 113],[64.78552279 70.21447721] ; [114.21447721 123.78552279],0
r4,1,0.020723,5.349956,[105  30] ; [213  32],[112.97368421  22.02631579] ; [205.02631579  39.97368421],0
v3,1,0.026899,4.897283,[36 96] ; [ 91 144],[45.67847411 86.32152589] ; [ 81.32152589 153.67847411],0
p3,1,0.030664,4.671691,[47 88] ; [112 130],[56.93633952 78.06366048] ; [102.06366048 139.93633952],0
r1,1,0.032133,4.591367,[96 39] ; [197  47],[104.36675462  30.63324538] ; [188.63324538  55.36675462],0
v2,1,0.04631,3.970294,[62 70] ; [138 101],[71.15902965 60.84097035] ; [128.84097035 110.15902965],0
p7,1,0.096324,2.76537,[68 63] ; [146  94],[75.56334232 55.43665768] ; [138.43665768 101.56334232],0
p6,1,0.102382,2.668035,[ 30 102] ; [ 73 165],[36.74594595 95.25405405] ; [ 66.25405405 171.74594595],0
n6,1,0.103226,2.654974,[101  34] ; [199  44],[107.14285714  27.85714286] ; [192.85714286  50.14285714],0
p10,1,0.125875,2.342657,[90 41] ; [184  58],[96.230563 34.769437] ; [177.769437  64.230563],0
a7,1,0.12958,2.297531,[91 44] ; [183  62],[97.34210526 37.65789474] ; [176.65789474  68.34210526],0
s8,1,0.13065,2.284761,[ 27 107] ; [ 66 177],[ 33.05570292 100.94429708] ; [ 59.94429708 183.05570292],0
v1,1,0.132653,2.261183,[55 77] ; [120 121],[61.93029491 70.06970509] ; [113.06970509 127.93029491],0
