Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.894346,[32  9] ; [12 36],[20.26966292 20.73033708] ; [23.73033708 24.26966292],1
v3,1,0.000509,12.082569,[25 15] ; [12 35],[17.01149425 22.98850575] ; [19.98850575 27.01149425],1
s6,1,0.000729,11.413197,[32  9] ; [20 27],[24.22727273 16.77272727] ; [27.77272727 19.22727273],1
s2,1,0.005236,7.79591,[24 17] ; [14 34],[17.50561798 23.49438202] ; [20.49438202 27.50561798],0
a3,1,0.013433,6.111111,[35  5] ; [31 17],[30. 10.] ; [36. 12.],0
s3,1,0.020337,5.382736,[28 13] ; [21 27],[22.57303371 18.42696629] ; [26.42696629 21.57303371],0
p6,1,0.022718,5.189931,[14 24] ; [ 7 39],[ 9.5 28.5] ; [11.5 34.5],0
s4,1,0.030638,4.673152,[ 9 32] ; [ 3 45],[ 5.52808989 35.47191011] ; [ 6.47191011 41.52808989],0
n4,1,0.047968,3.911111,[34  6] ; [32 16],[30. 10.] ; [36. 12.],0
p10,1,0.055431,3.669069,[33  6] ; [32 16],[29.13793103  9.86206897] ; [35.86206897 12.13793103],0
n1,1,0.057224,3.616071,[5 3] ; [1 6],[3.2 4.8] ; [2.8 4.2],0
v1,1,0.090588,2.863886,[27 14] ; [22 24],[23.09195402 17.90804598] ; [25.90804598 20.09195402],0
p1,1,0.123778,2.368854,[ 8 33] ; [ 4 44],[ 5.52808989 35.47191011] ; [ 6.47191011 41.52808989],0
r3,1,0.134621,2.238385,[40  1] ; [43  5],[38.23595506  2.76404494] ; [44.76404494  3.23595506],0
u1,1,0.13629,2.219358,[ 9 32] ; [ 5 43],[ 6.4494382 34.5505618] ; [ 7.5505618 40.4494382],0
a5,1,0.143058,2.144757,[33  8] ; [32 16],[29.94382022 11.05617978] ; [35.05617978 12.94382022],0
p9,1,0.170139,1.881719,[34  6] ; [35 13],[31.36363636  8.63636364] ; [37.63636364 10.36363636],0
u3,1,0.189717,1.71981,[5 1] ; [9 8],[3.65217391 2.34782609] ; [10.34782609  6.65217391],0
r1,1,0.209613,1.5741,[32  9] ; [31 16],[29.35227273 11.64772727] ; [33.64772727 13.35227273],0
a7,1,0.210478,1.568134,[22 19] ; [32 16],[24.87640449 16.12359551] ; [29.12359551 18.87640449],0
v4,1,0.228708,1.448877,[40  1] ; [44  4],[38.69662921  2.30337079] ; [45.30337079  2.69662921],0
p5,1,0.234872,1.411109,[ 3 38] ; [ 1 47],[ 1.84269663 39.15730337] ; [ 2.15730337 45.84269663],0
v2,1,0.245852,1.346721,[27 13] ; [26 21],[24.36781609 15.63218391] ; [28.63218391 18.36781609],0
d1,1,0.258649,1.275974,[22 19] ; [20 28],[19.34831461 21.65168539] ; [22.65168539 25.34831461],0
r4,1,0.279277,1.170604,[38  3] ; [41  7],[36.39325843  4.60674157] ; [42.60674157  5.39325843],0
d2,1,0.310388,1.029026,[21 20] ; [19 28],[18.63636364 22.36363636] ; [21.36363636 25.63636364],0
n6,1,0.322748,0.977778,[32  8] ; [34 14],[30. 10.] ; [36. 12.],0
p11,1,0.324474,0.970828,[32  9] ; [33 15],[29.94382022 11.05617978] ; [35.05617978 12.94382022],0
b2,1,0.350564,0.871413,[15 15] ; [11 18],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
b3,1,0.350564,0.871413,[15 15] ; [11 18],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
d4,1,0.362999,0.827489,[34  7] ; [36 12],[32.24719101  8.75280899] ; [37.75280899 10.24719101],0
