Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.894346,[32  9] ; [12 36],[20.26966292 20.73033708] ; [23.73033708 24.26966292],1
b4,1,0.367475,0.812186,[20 21] ; [28 20],[22.11235955 18.88764045] ; [25.88764045 22.11235955],0
u2,1,0.374857,0.7875,[3 2] ; [ 6 10],[2.14285714 2.85714286] ; [6.85714286 9.14285714],0
a4,1,0.398901,0.711637,[19 22] ; [18 30],[17.04494382 23.95505618] ; [19.95505618 28.04494382],0
d5,1,0.401748,0.703087,[33  8] ; [35 13],[31.3258427  9.6741573] ; [36.6741573 11.3258427],0
p12,1,0.464309,0.535486,[ 2 38] ; [ 1 46],[ 1.37931034 38.62068966] ; [ 1.62068966 45.37931034],0
a2,1,0.517463,0.418947,[10 31] ; [ 9 39],[ 8.75280899 32.24719101] ; [10.24719101 37.75280899],0
p7,1,0.532275,0.390047,[29 12] ; [36 11],[30.28409091 10.71590909] ; [34.71590909 12.28409091],0
s5,1,0.535237,0.384439,[14 24] ; [14 32],[12.66666667 25.33333333] ; [15.33333333 30.66666667],0
d3,1,0.589167,0.291646,[22 19] ; [23 25],[20.73033708 20.26966292] ; [24.26966292 23.73033708],0
p8,1,0.611363,0.258194,[17 23] ; [23 25],[18.18181818 21.81818182] ; [21.81818182 26.18181818],0
p2,1,0.612777,0.256151,[31 10] ; [34 14],[29.94382022 11.05617978] ; [35.05617978 12.94382022],0
a8,1,0.652092,0.203273,[ 5 31] ; [ 5 42],[ 4.3373494 31.6626506] ; [ 5.6626506 41.3373494],0
b1,1,0.730642,0.118523,[19 22] ; [24 24],[19.80898876 21.19101124] ; [23.19101124 24.80898876],0
n5,1,0.773797,0.082605,[27 13] ; [31 17],[26.36363636 13.63636364] ; [31.63636364 16.36363636],0
a1,1,0.779347,0.078495,[ 2 39] ; [ 3 45],[ 2.30337079 38.69662921] ; [ 2.69662921 45.30337079],0
a6,1,0.869546,0.026973,[26 14] ; [32 16],[26.36363636 13.63636364] ; [31.63636364 16.36363636],0
b5,1,0.882713,0.021765,[25 16] ; [30 18],[25.33707865 15.66292135] ; [29.66292135 18.33707865],0
n3,1,0.919154,0.010302,[7 1] ; [6 1],[6.93333333 1.06666667] ; [6.06666667 0.93333333],0
