Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.779971,[99 14] ; [28 36],[81.07909605 31.92090395] ; [45.92090395 18.07909605],1
r2,1,2.6e-05,17.692223,[104   8] ; [44 20],[94.18181818 17.81818182] ; [53.81818182 10.18181818],1
v2,1,5.9e-05,16.123941,[60 46] ; [16 48],[47.38823529 58.61176471] ; [28.61176471 35.38823529],1
d4,1,0.001335,10.293025,[94 18] ; [40 24],[85.27272727 26.72727273] ; [48.72727273 15.27272727],0
d1,1,0.005478,7.714527,[56 57] ; [18 46],[47.24293785 65.75706215] ; [26.75706215 37.24293785],0
b1,1,0.005822,7.604648,[33 80] ; [32 32],[41.49717514 71.50282486] ; [23.50282486 40.49717514],0
v4,1,0.008246,6.979354,[102   9] ; [49 14],[96.32758621 14.67241379] ; [54.67241379  8.32758621],0
a6,1,0.008937,6.835283,[74 39] ; [29 35],[65.75706215 47.24293785] ; [37.24293785 26.75706215],0
r3,1,0.016059,5.796366,[102  10] ; [50 14],[96.72727273 15.27272727] ; [55.27272727  8.72727273],0
u2,1,0.025895,4.963004,[28 16] ; [13 21],[23.12820513 20.87179487] ; [17.87179487 16.12820513],0
a7,1,0.026657,4.912882,[83 30] ; [36 27],[76.40340909 36.59659091] ; [42.59659091 20.40340909],0
a5,1,0.030694,4.670006,[65 48] ; [26 38],[58.0960452 54.9039548] ; [32.9039548 31.0960452],0
d5,1,0.032246,4.585363,[84 29] ; [37 26],[77.6875 35.3125] ; [43.3125 19.6875],0
d3,1,0.037915,4.308838,[78 35] ; [33 29],[71.67428571 41.32571429] ; [39.32571429 22.67428571],0
v3,1,0.044359,4.042855,[30 77] ; [ 9 53],[24.69230769 82.30769231] ; [14.30769231 47.69230769],0
a1,1,0.047499,3.927632,[  2 111] ; [ 5 59],[  4.46892655 108.53107345] ; [ 2.53107345 61.46892655],0
b2,1,0.065844,3.383706,[ 8 42] ; [11 22],[11.44578313 38.55421687] ; [ 7.55421687 25.44578313],0
b3,1,0.065844,3.383706,[ 8 42] ; [11 22],[11.44578313 38.55421687] ; [ 7.55421687 25.44578313],0
p2,1,0.07152,3.247793,[80 31] ; [37 26],[74.63793103 36.36206897] ; [42.36206897 20.63793103],0
s6,1,0.098515,2.729424,[54 59] ; [22 41],[48.79545455 64.20454545] ; [27.20454545 35.79545455],0
u3,1,0.10224,2.670246,[27 16] ; [15 19],[23.45454545 19.54545455] ; [18.54545455 15.45454545],0
v1,1,0.104639,2.63337,[45 65] ; [18 45],[40.05780347 69.94219653] ; [22.94219653 40.05780347],0
a3,1,0.107885,2.584926,[68 45] ; [30 33],[62.92045455 50.07954545] ; [35.07954545 27.92045455],0
u1,1,0.145519,2.118607,[ 10 103] ; [ 2 62],[  7.66101695 105.33898305] ; [ 4.33898305 59.66101695],0
a2,1,0.146921,2.103931,[15 98] ; [ 4 60],[ 12.1299435 100.8700565] ; [ 6.8700565 57.1299435],0
a4,1,0.154954,2.022797,[38 75] ; [15 49],[33.83615819 79.16384181] ; [19.16384181 44.83615819],0
p10,1,0.166619,1.913101,[71 40] ; [33 29],[66.7283237 44.2716763] ; [37.2716763 24.7283237],0
p4,1,0.220551,1.50078,[45 66] ; [20 44],[41.22857143 69.77142857] ; [23.77142857 40.22857143],0
p7,1,0.224401,1.476002,[58 51] ; [27 35],[54.18128655 54.81871345] ; [30.81871345 31.18128655],0
p5,1,0.225127,1.471389,[  3 109] ; [ 4 58],[  4.50574713 107.49425287] ; [ 2.49425287 59.50574713],0
p8,1,0.233108,1.421798,[46 65] ; [20 42],[42.34682081 68.65317919] ; [23.65317919 38.34682081],0
p11,1,0.237841,1.393347,[72 41] ; [35 29],[68.31073446 44.68926554] ; [38.68926554 25.31073446],0
