Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,238.685633,[217  28] ; [ 77 252],[125.48780488 119.51219512] ; [168.51219512 160.48780488],1
s6,1,0.0,119.343763,[203  38] ; [129 205],[139.15130435 101.84869565] ; [192.84869565 141.15130435],1
s7,1,0.0,105.221155,[145  88] ; [ 62 257],[ 87.375 145.625] ; [119.625 199.375],1
s8,1,0.0,83.049989,[131 115] ; [ 58 276],[ 80.16206897 165.83793103] ; [108.83793103 225.16206897],1
s5,1,0.0,46.85218,[ 92 147] ; [ 45 285],[ 57.54481547 181.45518453] ; [ 79.45518453 250.54481547],1
s4,1,2.3e-05,17.940793,[ 57 189] ; [ 34 299],[ 38.66321244 207.33678756] ; [ 52.33678756 280.66321244],1
r3,1,3.6e-05,17.063641,[237   9] ; [286  46],[222.5916955  23.4083045] ; [300.4083045  31.5916955],1
p10,1,5.6e-05,16.224511,[198  46] ; [219 113],[176.64583333  67.35416667] ; [240.35416667  91.64583333],1
v3,1,0.000186,13.970158,[102 135] ; [ 90 233],[ 81.25714286 155.74285714] ; [110.74285714 212.25714286],1
r4,1,0.000411,12.48062,[219  28] ; [259  76],[202.86254296  44.13745704] ; [275.13745704  59.86254296],1
p9,1,0.000451,12.307658,[200  42] ; [229  99],[182.13684211  59.86315789] ; [246.86315789  81.13684211],1
v4,1,0.001142,10.582278,[232  12] ; [288  43],[220.66086957  23.33913043] ; [299.33913043  31.66086957],0
p4,1,0.001545,10.024215,[122 124] ; [121 211],[103.42214533 142.57785467] ; [139.57785467 192.42214533],0
d1,1,0.002049,9.50531,[144 103] ; [152 183],[125.62199313 121.37800687] ; [170.37800687 164.62199313],0
d4,1,0.002773,8.950843,[206  40] ; [244  89],[191.19170984  54.80829016] ; [258.80829016  74.19170984],0
u1,1,0.003274,8.647968,[ 47 200] ; [ 35 300],[ 34.80068729 212.19931271] ; [ 47.19931271 287.80068729],0
r2,1,0.003804,8.375155,[232  12] ; [289  39],[222.24475524  21.75524476] ; [298.75524476  29.24475524],0
p2,1,0.010333,6.576613,[197  50] ; [235  99],[183.65576592  63.34423408] ; [248.34423408  85.65576592],0
v1,1,0.01096,6.471728,[118 120] ; [127 200],[103.20353982 134.79646018] ; [141.79646018 185.20353982],0
a3,1,0.014304,6.000269,[178  69] ; [207 125],[164.24006908  82.75993092] ; [220.75993092 111.24006908],0
p12,1,0.014382,5.990645,[ 16 230] ; [  8 325],[ 10.19689119 235.80310881] ; [ 13.80310881 319.19689119],0
u3,1,0.016337,5.766208,[43 24] ; [59 69],[35.04615385 31.95384615] ; [66.95384615 61.04615385],0
a5,1,0.01823,5.57394,[182  65] ; [216 119],[168.91065292  78.08934708] ; [229.08934708 105.91065292],0
v2,1,0.020502,5.368659,[133 101] ; [150 170],[119.53429603 114.46570397] ; [163.46570397 156.53429603],0
r1,1,0.021432,5.291338,[196  48] ; [239  93],[184.27083333  59.72916667] ; [250.72916667  81.27083333],0
p7,1,0.024909,5.030196,[129 111] ; [146 184],[115.78947368 124.21052632] ; [159.21052632 170.78947368],0
n6,1,0.027478,4.860522,[198  45] ; [246  88],[186.98786828  56.01213172] ; [257.01213172  76.98786828],0
d5,1,0.02947,4.73995,[199  47] ; [245  90],[187.99311532  58.00688468] ; [256.00688468  78.99311532],0
a2,1,0.046166,3.975525,[ 61 186] ; [ 60 275],[ 51.35223368 195.64776632] ; [ 69.64776632 265.35223368],0
p3,1,0.046505,3.963211,[ 99 147] ; [108 227],[ 87.6454389 158.3545611] ; [119.3545611 215.6454389],0
a8,1,0.048607,3.888875,[ 37 190] ; [ 32 273],[ 29.44172932 197.55827068] ; [ 39.55827068 265.44172932],0
d2,1,0.057916,3.596079,[118 128] ; [133 199],[106.82698962 139.17301038] ; [144.17301038 187.82698962],0
n3,1,0.071401,3.250524,[50 15] ; [59 34],[44.84177215 20.15822785] ; [64.15822785 28.84177215],0
n4,1,0.072266,3.23078,[179  66] ; [220 113],[169.12629758  75.87370242] ; [229.87370242 103.12629758],0
n5,1,0.086032,2.947094,[175  69] ; [215 116],[165.49565217  78.50434783] ; [224.50434783 106.49565217],0
n2,1,0.116688,2.461226,[50 14] ; [64 32],[45.6 18.4] ; [68.4 27.6],0
p11,1,0.13532,2.230391,[185  62] ; [232 103],[176.9742268  70.0257732] ; [240.0257732  94.9742268],0
u4,1,0.138335,2.196379,[  6 241] ; [  3 332],[  3.81958763 243.18041237] ; [  5.18041237 329.81958763],0
d3,1,0.200065,1.641899,[164  82] ; [206 129],[156.66092943  89.33907057] ; [213.33907057 121.66092943],0
a7,1,0.204175,1.612255,[179  68] ; [225 108],[172.04827586  74.95172414] ; [231.95172414 101.04827586],0
s1,1,0.240428,1.378084,[ 11 232] ; [  9 323],[  8.45217391 234.54782609] ; [ 11.54782609 320.45217391],0
b4,1,0.277074,1.181388,[149  98] ; [187 148],[142.59793814 104.40206186] ; [193.40206186 141.59793814],0
a4,1,0.430297,0.622022,[104 143] ; [129 203],[ 99.39723661 147.60276339] ; [133.60276339 198.39723661],0
b5,1,0.553348,0.351353,[152  95] ; [198 137],[148.5395189  98.4604811] ; [201.4604811 133.5395189],0
