Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.034678,4.460951,[13 28] ; [4 1],[15.15217391 25.84782609] ; [1.84782609 3.15217391],0
v4,1,0.057989,3.593984,[37  4] ; [3 2],[35.65217391  5.34782609] ; [4.34782609 0.65217391],0
n4,1,0.062692,3.464708,[26 15] ; [1 4],[24.06521739 16.93478261] ; [2.93478261 2.06521739],0
d5,1,0.069672,3.290739,[25 15] ; [1 4],[23.11111111 16.88888889] ; [2.88888889 2.11111111],0
a7,1,0.20983,1.572602,[28 13] ; [2 3],[26.73913043 14.26086957] ; [3.26086957 1.73913043],0
r1,1,0.20983,1.572602,[28 13] ; [2 3],[26.73913043 14.26086957] ; [3.26086957 1.73913043],0
p6,1,0.222556,1.487814,[20 21] ; [1 4],[18.7173913 22.2826087] ; [2.2826087 2.7173913],0
d4,1,0.225841,1.466864,[27 13] ; [2 3],[25.77777778 14.22222222] ; [3.22222222 1.77777778],0
r4,1,0.294373,1.099512,[33  8] ; [3 2],[32.08695652  8.91304348] ; [3.91304348 1.08695652],0
a8,1,0.381009,0.767443,[ 3 35] ; [1 4],[ 3.53488372 34.46511628] ; [0.46511628 4.53488372],0
n5,1,0.405388,0.692287,[25 16] ; [4 1],[25.84782609 15.15217391] ; [3.15217391 1.84782609],0
s3,1,0.419132,0.652747,[15 24] ; [1 4],[14.18181818 24.81818182] ; [1.81818182 3.18181818],0
u2,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
u3,1,0.427205,0.630409,[11  8] ; [1 2],[10.36363636  8.63636364] ; [1.63636364 1.36363636],0
p7,1,0.440869,0.594019,[25 15] ; [4 1],[25.77777778 14.22222222] ; [3.22222222 1.77777778],0
d3,1,0.457807,0.55125,[23 17] ; [2 3],[22.22222222 17.77777778] ; [2.77777778 2.22222222],0
p11,1,0.462264,0.540407,[26 15] ; [4 1],[26.73913043 14.26086957] ; [3.26086957 1.73913043],0
b4,1,0.495088,0.465449,[23 18] ; [2 3],[22.2826087 18.7173913] ; [2.7173913 2.2826087],0
d2,1,0.502335,0.45,[14 26] ; [1 4],[13.33333333 26.66666667] ; [1.66666667 3.33333333],0
a3,1,0.526168,0.401786,[22 18] ; [2 3],[21.33333333 18.66666667] ; [2.66666667 2.33333333],0
p9,1,0.536905,0.381306,[30 11] ; [3 2],[29.41304348 11.58695652] ; [3.58695652 1.41304348],0
s8,1,0.569201,0.324021,[13 27] ; [1 4],[12.44444444 27.55555556] ; [1.55555556 3.44444444],0
n6,1,0.586282,0.296189,[28 11] ; [3 2],[27.47727273 11.52272727] ; [3.52272727 1.47727273],0
p10,1,0.591182,0.288502,[28 13] ; [4 1],[28.52173913 12.47826087] ; [3.47826087 1.52173913],0
a5,1,0.622463,0.242422,[29 12] ; [3 2],[28.52173913 12.47826087] ; [3.47826087 1.52173913],0
s1,1,0.624676,0.23935,[ 5 36] ; [1 4],[ 5.34782609 35.65217391] ; [0.65217391 4.34782609],0
s4,1,0.624676,0.23935,[ 5 36] ; [1 4],[ 5.34782609 35.65217391] ; [0.65217391 4.34782609],0
v2,1,0.698127,0.150427,[24 16] ; [2 2],[23.63636364 16.36363636] ; [2.36363636 1.63636364],0
p3,1,0.751295,0.100446,[21 19] ; [3 2],[21.33333333 18.66666667] ; [2.66666667 2.33333333],0
s2,1,0.751295,0.100446,[19 21] ; [2 3],[18.66666667 21.33333333] ; [2.33333333 2.66666667],0
p4,1,0.751295,0.100446,[21 19] ; [3 2],[21.33333333 18.66666667] ; [2.66666667 2.33333333],0
b5,1,0.788114,0.072232,[22 19] ; [3 2],[22.2826087 18.7173913] ; [2.7173913 2.2826087],0
v1,1,0.788114,0.072232,[19 22] ; [2 3],[18.7173913 22.2826087] ; [2.2826087 2.7173913],0
a4,1,0.825709,0.048491,[14 26] ; [2 3],[14.22222222 25.77777778] ; [1.77777778 3.22222222],0
a6,1,0.825709,0.048491,[26 14] ; [3 2],[25.77777778 14.22222222] ; [3.22222222 1.77777778],0
r3,1,0.87051,0.026573,[34  7] ; [4 1],[33.86956522  7.13043478] ; [4.13043478 0.86956522],0
v3,1,0.881285,0.022302,[15 26] ; [2 3],[15.15217391 25.84782609] ; [1.84782609 3.15217391],0
p5,1,0.97929,0.000674,[ 8 33] ; [1 4],[ 8.02173913 32.97826087] ; [0.97826087 4.02173913],0
s6,1,1.0,0.0,[24 16] ; [3 2],[24. 16.] ; [3. 2.],0
