Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,79.614049,[ 29 102] ; [187  82],[70.74 60.26] ; [145.26 123.74],1
p6,1,0.0,40.069679,[ 28 101] ; [147 118],[57.29695431 71.70304569] ; [117.70304569 147.29695431],1
p8,1,0.0,27.247866,[44 83] ; [168 100],[68.16202532 58.83797468] ; [143.83797468 124.16202532],1
p2,1,2e-06,23.129079,[93 38] ; [241  27],[109.65914787  21.34085213] ; [224.34085213  43.65914787],1
d3,1,1.2e-05,19.099411,[74 56] ; [210  59],[92.53132832 37.46867168] ; [191.46867168  77.53132832],1
p5,1,1.4e-05,18.810878,[  4 126] ; [ 51 216],[ 18.01007557 111.98992443] ; [ 36.98992443 230.01007557],1
p7,1,4.4e-05,16.686471,[63 58] ; [194  71],[80.56217617 40.43782383] ; [176.43782383  88.56217617],1
d1,1,0.000166,14.185775,[69 62] ; [193  76],[85.805 45.195] ; [176.195  92.805],1
n5,1,0.000974,10.875658,[88 41] ; [222  46],[100.73047859  28.26952141] ; [209.26952141  58.73047859],1
n4,1,0.00274,8.972782,[90 40] ; [221  47],[101.58291457  28.41708543] ; [209.41708543  58.58291457],0
a5,1,0.010264,6.588459,[90 41] ; [216  53],[100.215  30.785] ; [205.785  63.215],0
d4,1,0.011026,6.461106,[105  25] ; [241  27],[113.01507538  16.98492462] ; [232.98492462  35.01507538],0
a4,1,0.020595,5.360774,[53 78] ; [142 127],[63.8625 67.1375] ; [131.1375 137.8625],0
d2,1,0.02347,5.133399,[59 71] ; [154 114],[69.57286432 60.42713568] ; [143.42713568 124.57286432],0
p9,1,0.027728,4.844889,[106  21] ; [243  24],[112.49492386  14.50507614] ; [236.50507614  30.49492386],0
p10,1,0.028136,4.819732,[103  27] ; [234  33],[110.35264484  19.64735516] ; [226.64735516  40.35264484],0
s8,1,0.036166,4.389271,[76 55] ; [184  84],[85.36340852 45.63659148] ; [174.63659148  93.36340852],0
n6,1,0.040921,4.179291,[106  23] ; [239  28],[112.38636364  16.61363636] ; [232.61363636  34.38636364],0
