Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.752915,[75 34] ; [24 49],[59.29120879 49.70879121] ; [39.70879121 33.29120879],1
a6,1,5.5e-05,16.275242,[74 36] ; [27 46],[60.71038251 49.28961749] ; [40.28961749 32.71038251],1
d4,1,0.000597,11.786625,[89 21] ; [42 31],[78.7431694 31.2568306] ; [52.2568306 20.7431694],1
p10,1,0.00416,8.212439,[85 22] ; [43 29],[76.51396648 30.48603352] ; [51.48603352 20.51396648],0
b1,1,0.005307,7.771638,[36 74] ; [39 34],[45.08196721 64.91803279] ; [29.91803279 43.08196721],0
b5,1,0.008291,6.969557,[77 33] ; [37 36],[68.52459016 41.47540984] ; [45.47540984 27.52459016],0
d5,1,0.013552,6.095613,[85 25] ; [44 29],[77.54098361 32.45901639] ; [51.45901639 21.54098361],0
d2,1,0.041222,4.166856,[34 76] ; [33 39],[40.49450549 69.50549451] ; [26.50549451 45.49450549],0
b3,1,0.041505,4.15529,[27 35] ; [11 34],[22.01869159 39.98130841] ; [15.98130841 29.01869159],0
b2,1,0.041505,4.15529,[27 35] ; [11 34],[22.01869159 39.98130841] ; [15.98130841 29.01869159],0
r4,1,0.083351,2.998312,[77 33] ; [42 31],[71.53005464 38.46994536] ; [47.46994536 25.53005464],0
p3,1,0.083754,2.990501,[52 57] ; [25 47],[46.37016575 62.62983425] ; [30.62983425 41.37016575],0
p11,1,0.116974,2.45737,[84 26] ; [48 25],[79.3442623 30.6557377] ; [52.6557377 20.3442623],0
r3,1,0.125459,2.347806,[99 11] ; [60 13],[95.57377049 14.42622951] ; [63.42622951  9.57377049],0
v1,1,0.145334,2.120553,[49 57] ; [25 46],[44.31638418 61.68361582] ; [29.68361582 41.31638418],0
a2,1,0.148048,2.092253,[13 97] ; [ 4 69],[10.21857923 99.78142077] ; [ 6.78142077 66.21857923],0
a4,1,0.149314,2.079246,[31 79] ; [28 45],[35.46448087 74.53551913] ; [23.53551913 49.46448087],0
r2,1,0.190252,1.715662,[92 14] ; [58 15],[88.82681564 17.17318436] ; [61.17318436 11.82681564],0
d1,1,0.204004,1.613477,[48 62] ; [25 48],[43.87978142 66.12021858] ; [29.12021858 43.87978142],0
n5,1,0.217063,1.523682,[68 41] ; [52 21],[71.86813187 37.13186813] ; [48.13186813 24.86813187],0
s6,1,0.234675,1.412298,[63 45] ; [35 36],[59.12849162 48.87150838] ; [38.87150838 32.12849162],0
s4,1,0.239798,1.381782,[26 84] ; [12 61],[22.84153005 87.15846995] ; [15.15846995 57.84153005],0
p1,1,0.267141,1.231368,[  7 103] ; [ 8 65],[  9.01639344 100.98360656] ; [ 5.98360656 67.01639344],0
p2,1,0.286121,1.137786,[87 23] ; [52 20],[84.01098901 25.98901099] ; [54.98901099 17.01098901],0
u3,1,0.286443,1.136265,[23 22] ; [12 19],[20.72368421 24.27631579] ; [14.27631579 16.72368421],0
n6,1,0.290267,1.118383,[90 20] ; [55 18],[87.15846995 22.84153005] ; [57.84153005 15.15846995],0
p12,1,0.382344,0.763152,[  6 103] ; [ 2 70],[  4.81767956 104.18232044] ; [ 3.18232044 68.81767956],0
b4,1,0.413855,0.667699,[64 46] ; [38 35],[61.31147541 48.68852459] ; [40.68852459 32.31147541],0
v3,1,0.417751,0.656635,[33 75] ; [18 54],[30.6 77.4] ; [20.4 51.6],0
p9,1,0.511909,0.430164,[88 20] ; [55 16],[86.27932961 21.72067039] ; [56.72067039 14.27932961],0
u2,1,0.538495,0.378335,[25 20] ; [15 16],[23.68421053 21.31578947] ; [16.31578947 14.68421053],0
n1,1,0.59256,0.286364,[ 9 21] ; [12 21],[10. 20.] ; [11. 22.],0
v2,1,0.59417,0.283879,[46 62] ; [27 43],[44.29213483 63.70786517] ; [28.70786517 41.29213483],0
a5,1,0.651318,0.204243,[61 49] ; [38 35],[59.50819672 50.49180328] ; [39.49180328 33.50819672],0
p6,1,0.663707,0.189052,[37 70] ; [22 48],[35.66666667 71.33333333] ; [23.33333333 46.66666667],0
u1,1,0.680341,0.169743,[  6 104] ; [ 3 70],[  5.40983607 104.59016393] ; [ 3.59016393 69.40983607],0
n4,1,0.689904,0.15919,[71 39] ; [45 28],[69.72677596 40.27322404] ; [46.27322404 26.72677596],0
s8,1,0.712295,0.135995,[36 74] ; [22 51],[34.86338798 75.13661202] ; [23.13661202 49.86338798],0
n2,1,0.716133,0.132228,[24  7] ; [25  9],[23.36923077  7.63076923] ; [25.63076923  8.36923077],0
s1,1,0.730547,0.11861,[  4 105] ; [ 2 71],[  3.59340659 105.40659341] ; [ 2.40659341 70.59340659],0
s2,1,0.733634,0.115801,[48 62] ; [30 43],[46.8852459 63.1147541] ; [31.1147541 41.8852459],0
p5,1,0.758773,0.094306,[12 97] ; [ 7 66],[11.37912088 97.62087912] ; [ 7.62087912 65.37912088],0
a1,1,0.813533,0.055635,[  8 102] ; [ 6 67],[  8.41530055 101.58469945] ; [ 5.58469945 67.41530055],0
p8,1,0.823913,0.049513,[49 61] ; [30 40],[48.27777778 61.72222222] ; [30.72222222 39.27777778],0
s5,1,0.829905,0.046149,[28 75] ; [18 52],[27.38728324 75.61271676] ; [18.61271676 51.38728324],0
s3,1,0.892583,0.018235,[50 60] ; [33 38],[50.44198895 59.55801105] ; [32.55801105 38.44198895],0
p7,1,0.906205,0.013883,[57 50] ; [39 33],[57.38547486 49.61452514] ; [38.61452514 33.38547486],0
p4,1,0.926285,0.00856,[55 55] ; [35 36],[54.6961326 55.3038674] ; [35.3038674 35.6961326],0
s7,1,0.942758,0.005156,[39 66] ; [26 43],[39.22413793 65.77586207] ; [25.77586207 43.22413793],0
a8,1,0.948295,0.004205,[ 8 97] ; [ 5 63],[ 7.89017341 97.10982659] ; [ 5.10982659 62.89017341],0
a3,1,0.98383,0.000411,[64 46] ; [42 30],[64.06593407 45.93406593] ; [41.93406593 30.06593407],0
n3,1,0.993482,6.7e-05,[21 10] ; [23 11],[20.98461538 10.01538462] ; [23.01538462 10.98461538],0
