Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.013767,6.067821,[52 25] ; [14 19],[46.2 30.8] ; [19.8 13.2],0
v3,1,0.020954,5.330593,[33 41] ; [ 7 26],[27.6635514 46.3364486] ; [12.3364486 20.6635514],0
s5,1,0.040109,4.213282,[30 45] ; [17 10],[34.55882353 40.44117647] ; [12.44117647 14.55882353],0
n1,1,0.0455,4.0,[12 12] ; [ 3 13],[ 9. 15.] ; [ 6. 10.],0
d5,1,0.074358,3.184095,[59 19] ; [29  3],[62.4 15.6] ; [25.6  6.4],0
n4,1,0.083615,2.993197,[53 24] ; [17 16],[49. 28.] ; [21. 12.],0
n2,1,0.136037,2.222222,[20  4] ; [10  6],[18.  6.] ; [12.  4.],0
r1,1,0.14841,2.088518,[64 14] ; [23 10],[61.13513514 16.86486486] ; [25.86486486  7.13513514],0
d3,1,0.159021,1.983515,[53 25] ; [26  6],[56.01818182 21.98181818] ; [22.98181818  9.01818182],0
v1,1,0.220964,1.498102,[43 35] ; [14 19],[40.05405405 37.94594595] ; [16.94594595 16.05405405],0
p4,1,0.252533,1.309236,[47 31] ; [16 17],[44.27027027 33.72972973] ; [18.72972973 14.27027027],0
p8,1,0.268593,1.223916,[28 50] ; [ 8 24],[25.52727273 52.47272727] ; [10.47272727 21.52727273],0
v2,1,0.286144,1.137675,[43 31] ; [15 17],[40.49056604 33.50943396] ; [17.50943396 14.49056604],0
b2,1,0.287188,1.132755,[15 28] ; [2 9],[13.53703704 29.46296296] ; [3.46296296 7.53703704],0
b3,1,0.287188,1.132755,[15 28] ; [2 9],[13.53703704 29.46296296] ; [3.46296296 7.53703704],0
s3,1,0.295397,1.094861,[60 19] ; [28  5],[62.07142857 16.92857143] ; [25.92857143  7.07142857],0
a8,1,0.315526,1.007403,[10 61] ; [ 2 27],[ 8.52 62.48] ; [ 3.48 25.52],0
p3,1,0.341286,0.905594,[36 42] ; [12 21],[33.72972973 44.27027027] ; [14.27027027 18.72972973],0
a1,1,0.362933,0.82772,[ 6 73] ; [ 1 32],[ 4.9375 74.0625] ; [ 2.0625 30.9375],0
p7,1,0.366479,0.81557,[41 36] ; [14 18],[38.85321101 38.14678899] ; [16.14678899 15.85321101],0
a4,1,0.411498,0.674468,[34 45] ; [17 16],[35.97321429 43.02678571] ; [15.02678571 17.97321429],0
d2,1,0.43636,0.605836,[41 37] ; [20 13],[42.86486486 35.13513514] ; [18.13513514 14.86486486],0
n3,1,0.456057,0.555556,[17  7] ; [13  3],[18.  6.] ; [12.  4.],0
d1,1,0.47017,0.521577,[42 37] ; [20 13],[43.73214286 35.26785714] ; [18.26785714 14.73214286],0
a3,1,0.47568,0.508752,[52 27] ; [24  9],[53.60714286 25.39285714] ; [22.39285714 10.60714286],0
v4,1,0.491497,0.473248,[71  8] ; [31  2],[71.94642857  7.05357143] ; [30.05357143  2.94642857],0
b4,1,0.513858,0.426203,[46 33] ; [17 16],[44.4375 34.5625] ; [18.5625 14.4375],0
p2,1,0.514696,0.424508,[59 19] ; [23 10],[57.62162162 20.37837838] ; [24.37837838  8.62162162],0
r3,1,0.542939,0.370119,[74  5] ; [28  3],[73.25454545  5.74545455] ; [28.74545455  2.25454545],0
a2,1,0.549613,0.35801,[21 58] ; [ 7 26],[19.75 59.25] ; [ 8.25 24.75],0
n6,1,0.564853,0.331371,[57 19] ; [23 10],[55.77981651 20.22018349] ; [24.22018349  8.77981651],0
p6,1,0.598624,0.277076,[31 47] ; [11 21],[29.78181818 48.21818182] ; [12.21818182 19.78181818],0
p1,1,0.600229,0.274651,[ 9 69] ; [ 5 28],[ 9.83783784 68.16216216] ; [ 4.16216216 28.83783784],0
p5,1,0.607224,0.264237,[ 7 71] ; [ 2 31],[ 6.32432432 71.67567568] ; [ 2.67567568 30.32432432],0
a5,1,0.628412,0.23422,[54 25] ; [21 12],[52.90178571 26.09821429] ; [22.09821429 10.90178571],0
a7,1,0.661674,0.191497,[56 23] ; [24  8],[56.93693694 22.06306306] ; [23.06306306  8.93693694],0
b1,1,0.685436,0.16407,[44 35] ; [17 16],[43.02678571 35.97321429] ; [17.97321429 15.02678571],0
b5,1,0.692334,0.15657,[51 28] ; [20 13],[50.08035714 28.91964286] ; [20.91964286 12.08035714],0
