Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.009087,6.805556,[2 6] ; [10  2],[4.8 3.2] ; [7.2 4.8],0
v2,1,0.01706,5.690236,[1 7] ; [8 4],[3.6 4.4] ; [5.4 6.6],0
p4,1,0.035015,4.444444,[4 4] ; [11  1],[6. 2.] ; [9. 3.],0
r1,1,0.040391,4.201389,[1 7] ; [7 5],[3.2 4.8] ; [4.8 7.2],0
p2,1,0.093533,2.8125,[3 5] ; [9 3],[4.8 3.2] ; [7.2 4.8],0
p8,1,0.142117,2.154882,[2 6] ; [7 5],[3.6 4.4] ; [5.4 6.6],0
s7,1,0.17146,1.87013,[1 6] ; [5 6],[2.33333333 4.66666667] ; [3.66666667 7.33333333],0
v3,1,0.243498,1.360227,[1 7] ; [4 7],[2.10526316 5.89473684] ; [2.89473684 8.10526316],0
p9,1,0.250829,1.318681,[4 4] ; [9 3],[5.2 2.8] ; [7.8 4.2],0
s2,1,0.36131,0.833333,[3 5] ; [7 5],[4. 4.] ; [6. 6.],0
b3,1,0.393153,0.729167,[1 5] ; [3 5],[1.71428571 4.28571429] ; [2.28571429 5.71428571],0
b2,1,0.393153,0.729167,[1 5] ; [3 5],[1.71428571 4.28571429] ; [2.28571429 5.71428571],0
n5,1,0.443939,0.586081,[6 2] ; [7 5],[5.2 2.8] ; [7.8 4.2],0
d3,1,0.443939,0.586081,[6 2] ; [7 5],[5.2 2.8] ; [7.8 4.2],0
n4,1,0.443939,0.586081,[6 2] ; [7 5],[5.2 2.8] ; [7.8 4.2],0
d1,1,0.456057,0.555556,[4 4] ; [4 8],[3.2 4.8] ; [4.8 7.2],0
p10,1,0.456057,0.555556,[4 4] ; [8 4],[4.8 3.2] ; [7.2 4.8],0
b1,1,0.456057,0.555556,[4 4] ; [8 4],[4.8 3.2] ; [7.2 4.8],0
s8,1,0.493563,0.46875,[1 7] ; [3 9],[1.6 6.4] ; [2.4 9.6],0
s4,1,0.550097,0.357143,[3 5] ; [3 9],[2.4 5.6] ; [3.6 8.4],0
a3,1,0.550097,0.357143,[5 3] ; [9 3],[5.6 2.4] ; [8.4 3.6],0
v1,1,0.581989,0.30303,[3 5] ; [6 6],[3.6 4.4] ; [5.4 6.6],0
n6,1,0.678044,0.172336,[4 3] ; [8 4],[4.42105263 2.57894737] ; [7.57894737 4.42105263],0
a4,1,0.690328,0.15873,[2 6] ; [4 8],[2.4 5.6] ; [3.6 8.4],0
n1,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
d2,1,0.713628,0.13468,[4 4] ; [5 7],[3.6 4.4] ; [5.4 6.6],0
p1,1,0.798217,0.065359,[1 7] ; [ 2 10],[1.2 6.8] ; [ 1.8 10.2],0
p5,1,0.798217,0.065359,[1 7] ; [ 2 10],[1.2 6.8] ; [ 1.8 10.2],0
a8,1,0.811055,0.057152,[1 7] ; [ 1 10],[0.84210526 7.15789474] ; [1.15789474 9.84210526],0
p7,1,0.84822,0.03663,[5 3] ; [8 4],[5.2 2.8] ; [7.8 4.2],0
r2,1,0.84822,0.03663,[5 3] ; [8 4],[5.2 2.8] ; [7.8 4.2],0
d5,1,0.84822,0.03663,[5 3] ; [8 4],[5.2 2.8] ; [7.8 4.2],0
a7,1,0.84822,0.03663,[3 5] ; [4 8],[2.8 5.2] ; [4.2 7.8],0
b4,1,0.84822,0.03663,[5 3] ; [8 4],[5.2 2.8] ; [7.8 4.2],0
s3,1,0.852179,0.034722,[5 3] ; [7 5],[4.8 3.2] ; [7.2 4.8],0
a6,1,0.852179,0.034722,[5 3] ; [7 5],[4.8 3.2] ; [7.2 4.8],0
d4,1,1.0,0.0,[6 2] ; [9 3],[6. 2.] ; [9. 3.],0
b5,1,1.0,0.0,[4 4] ; [6 6],[4. 4.] ; [6. 6.],0
p11,1,1.0,0.0,[4 4] ; [6 6],[4. 4.] ; [6. 6.],0
