Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7e-06,20.247934,[12 54] ; [8 1],[17.6 48.4] ; [2.4 6.6],1
p12,1,5.2e-05,16.384216,[ 1 67] ; [3 6],[ 3.53246753 64.46753247] ; [0.46753247 8.53246753],1
s2,1,0.000566,11.88494,[20 47] ; [8 1],[24.68421053 42.31578947] ; [3.31578947 5.68421053],1
p5,1,0.002577,9.08543,[ 3 64] ; [3 6],[ 5.28947368 61.71052632] ; [0.71052632 8.28947368],0
s3,1,0.006034,7.540144,[27 40] ; [8 1],[30.85526316 36.14473684] ; [4.14473684 4.85526316],0
s7,1,0.006153,7.505046,[18 41] ; [7 2],[21.69117647 37.30882353] ; [3.30882353 5.69117647],0
p8,1,0.006849,7.312217,[11 56] ; [5 4],[14.10526316 52.89473684] ; [1.89473684 7.10526316],0
b3,1,0.010214,6.597117,[14 30] ; [7 2],[17.43396226 26.56603774] ; [3.56603774 5.43396226],0
b2,1,0.010214,6.597117,[14 30] ; [7 2],[17.43396226 26.56603774] ; [3.56603774 5.43396226],0
u1,1,0.011082,6.452154,[ 8 60] ; [4 5],[10.5974026 57.4025974] ; [1.4025974 7.5974026],0
d2,1,0.01821,5.57579,[31 35] ; [8 1],[34.32 31.68] ; [4.68 4.32],0
a2,1,0.022218,5.228598,[14 54] ; [5 4],[16.77922078 51.22077922] ; [2.22077922 6.77922078],0
v1,1,0.02474,5.042017,[20 48] ; [5 2],[22.66666667 45.33333333] ; [2.33333333 4.66666667],0
v2,1,0.026893,4.897698,[20 47] ; [5 2],[22.63513514 44.36486486] ; [2.36486486 4.63513514],0
v3,1,0.033248,4.532945,[16 47] ; [4 2],[18.26086957 44.73913043] ; [1.73913043 4.26086957],0
p6,1,0.050661,3.819444,[11 55] ; [4 5],[13.2 52.8] ; [1.8 7.2],0
a4,1,0.051662,3.786696,[29 38] ; [7 2],[31.73684211 35.26315789] ; [4.26315789 4.73684211],0
n6,1,0.057774,3.600166,[38 30] ; [8 1],[40.62337662 27.37662338] ; [5.37662338 3.62337662],0
r1,1,0.057774,3.600166,[38 30] ; [8 1],[40.62337662 27.37662338] ; [5.37662338 3.62337662],0
a3,1,0.068284,3.323799,[39 29] ; [8 1],[41.50649351 26.49350649] ; [5.49350649 3.50649351],0
p4,1,0.085625,2.954758,[25 43] ; [6 3],[27.37662338 40.62337662] ; [3.62337662 5.37662338],0
p3,1,0.085625,2.954758,[25 43] ; [6 3],[27.37662338 40.62337662] ; [3.62337662 5.37662338],0
a6,1,0.090725,2.861456,[32 35] ; [7 2],[34.38157895 32.61842105] ; [4.61842105 4.38157895],0
n5,1,0.093771,2.808415,[41 27] ; [8 1],[43.27272727 24.72727273] ; [5.72727273 3.27272727],0
s6,1,0.098928,2.72274,[32 34] ; [7 2],[34.32 31.68] ; [4.68 4.32],0
n4,1,0.166842,1.911093,[45 23] ; [8 1],[46.80519481 21.19480519] ; [6.19480519 2.80519481],0
a5,1,0.240339,1.378605,[39 29] ; [7 2],[40.62337662 27.37662338] ; [5.37662338 3.62337662],0
v4,1,0.305437,1.050304,[49 18] ; [8 1],[50.25 16.75] ; [6.75 2.25],0
d5,1,0.305437,1.050304,[49 18] ; [8 1],[50.25 16.75] ; [6.75 2.25],0
s5,1,0.362342,0.829761,[10 56] ; [2 5],[10.84931507 55.15068493] ; [1.15068493 5.84931507],0
d3,1,0.369117,0.806633,[34 33] ; [6 3],[35.26315789 31.73684211] ; [4.73684211 4.26315789],0
p7,1,0.414707,0.665266,[24 44] ; [4 4],[25.05263158 42.94736842] ; [2.94736842 5.05263158],0
n3,1,0.439002,0.598889,[17 13] ; [1 2],[16.36363636 13.63636364] ; [1.63636364 1.36363636],0
b4,1,0.463642,0.537089,[39 29] ; [4 5],[37.97402597 30.02597403] ; [5.02597403 3.97402597],0
n1,1,0.476108,0.507766,[14 17] ; [2 1],[14.58823529 16.41176471] ; [1.41176471 1.58823529],0
a7,1,0.538971,0.377451,[38 30] ; [6 3],[38.85714286 29.14285714] ; [5.14285714 3.85714286],0
n2,1,0.545417,0.365591,[16 15] ; [1 2],[15.5 15.5] ; [1.5 1.5],0
s4,1,0.54684,0.363008,[13 54] ; [1 8],[12.34210526 54.65789474] ; [1.65789474 7.34210526],0
p2,1,0.573304,0.317185,[31 37] ; [5 4],[31.79220779 36.20779221] ; [4.20779221 4.79220779],0
p1,1,0.822496,0.050327,[ 6 62] ; [1 8],[ 6.18181818 61.81818182] ; [0.81818182 8.18181818],0
s1,1,0.822496,0.050327,[ 6 62] ; [1 8],[ 6.18181818 61.81818182] ; [0.81818182 8.18181818],0
a1,1,0.939828,0.005698,[ 7 61] ; [1 8],[ 7.06493506 60.93506494] ; [0.93506494 8.06493506],0
b5,1,0.976687,0.000854,[45 23] ; [6 3],[45.03896104 22.96103896] ; [5.96103896 3.03896104],0
a8,1,0.987323,0.000252,[ 7 55] ; [1 8],[ 6.98591549 55.01408451] ; [1.01408451 7.98591549],0
