Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,58.749956,[95  3] ; [19 27],[77.58333333 20.41666667] ; [36.41666667  9.58333333],1
r1,1,0.0,50.590042,[80 17] ; [10 37],[60.625 36.375] ; [29.375 17.625],1
r2,1,0.0,43.725415,[95  3] ; [24 22],[80.98611111 17.01388889] ; [38.01388889  7.98611111],1
v4,1,0.0,36.456023,[91  7] ; [23 24],[77.04827586 20.95172414] ; [36.95172414 10.04827586],1
p11,1,0.000103,15.085024,[58 40] ; [12 36],[46.98630137 51.01369863] ; [23.01369863 24.98630137],1
a1,1,0.000326,12.912317,[ 2 96] ; [ 9 39],[ 7.38356164 90.61643836] ; [ 3.61643836 44.38356164],1
p2,1,0.000993,10.840546,[63 35] ; [17 31],[53.69863014 44.30136986] ; [26.30136986 21.69863014],1
n3,1,0.002693,9.004708,[27  6] ; [11 14],[21.62068966 11.37931034] ; [16.37931034  8.62068966],0
n2,1,0.004535,8.056124,[26  8] ; [10 15],[20.74576271 13.25423729] ; [15.25423729  9.74576271],0
n6,1,0.009336,6.757438,[65 33] ; [20 26],[57.84722222 40.15277778] ; [27.15277778 18.84722222],0
p7,1,0.010925,6.477464,[49 49] ; [13 34],[41.90344828 56.09655172] ; [20.09655172 26.90344828],0
s8,1,0.015522,5.856275,[15 82] ; [ 1 47],[10.70344828 86.29655172] ; [ 5.29655172 42.70344828],0
p6,1,0.022336,5.219458,[21 75] ; [ 3 43],[16.22535211 79.77464789] ; [ 7.77464789 38.22535211],0
u3,1,0.023314,5.14499,[23 20] ; [ 7 20],[18.42857143 24.57142857] ; [11.57142857 15.42857143],0
a2,1,0.037112,4.345284,[19 79] ; [ 3 45],[14.76712329 83.23287671] ; [ 7.23287671 40.76712329],0
p3,1,0.048701,3.885615,[32 66] ; [ 8 39],[27.03448276 70.96551724] ; [12.96551724 34.03448276],0
p8,1,0.058581,3.577118,[31 66] ; [ 8 39],[26.27083333 70.72916667] ; [12.72916667 34.27083333],0
a7,1,0.061116,3.506836,[63 35] ; [22 24],[57.84722222 40.15277778] ; [27.15277778 18.84722222],0
s1,1,0.066296,3.372427,[ 3 93] ; [ 5 42],[ 5.37062937 90.62937063] ; [ 2.62937063 44.37062937],0
d5,1,0.071196,3.25522,[68 30] ; [26 22],[63.09589041 34.90410959] ; [30.90410959 17.09589041],0
