Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.521357,[22 12] ; [ 3 32],[12.31884058 21.68115942] ; [12.68115942 22.31884058],1
n6,1,0.000975,10.87366,[31  2] ; [21 14],[25.23529412  7.76470588] ; [26.76470588  8.23529412],1
s2,1,0.005665,7.653782,[22 12] ; [11 24],[16.26086957 17.73913043] ; [16.73913043 18.26086957],0
p4,1,0.006405,7.432701,[26  8] ; [15 19],[20.5 13.5] ; [20.5 13.5],0
p6,1,0.01073,6.509523,[19 15] ; [ 9 26],[13.79710145 20.20289855] ; [14.20289855 20.79710145],0
p9,1,0.011162,6.439394,[27  7] ; [17 17],[22. 12.] ; [22. 12.],0
u1,1,0.018537,5.544666,[ 9 25] ; [ 2 33],[ 5.42028986 28.57971014] ; [ 5.57971014 29.42028986],0
p1,1,0.01888,5.512612,[ 7 26] ; [ 1 34],[ 3.88235294 29.11764706] ; [ 4.11764706 30.88235294],0
b1,1,0.021575,5.27972,[19 15] ; [10 25],[14.28985507 19.71014493] ; [14.71014493 20.28985507],0
s6,1,0.022819,5.182263,[25  7] ; [18 17],[20.53731343 11.46268657] ; [22.46268657 12.53731343],0
n5,1,0.030497,4.681036,[26  8] ; [18 17],[21.68115942 12.31884058] ; [22.31884058 12.68115942],0
r1,1,0.040634,4.191195,[30  4] ; [23 11],[26.5  7.5] ; [26.5  7.5],0
d3,1,0.04075,4.186387,[28  6] ; [21 14],[24.14492754  9.85507246] ; [24.85507246 10.14492754],0
v1,1,0.040831,4.183025,[21 13] ; [13 22],[16.75362319 17.24637681] ; [17.24637681 17.75362319],0
s5,1,0.048337,3.898224,[13 20] ; [ 6 28],[ 9.35820896 23.64179104] ; [ 9.64179104 24.35820896],0
n4,1,0.053066,3.741849,[26  8] ; [19 16],[22.17391304 11.82608696] ; [22.82608696 12.17391304],0
a3,1,0.056321,3.642546,[24  9] ; [17 17],[20.19402985 12.80597015] ; [20.80597015 13.19402985],0
p10,1,0.062602,3.467072,[24 10] ; [17 18],[20.20289855 13.79710145] ; [20.79710145 14.20289855],0
d1,1,0.066154,3.37596,[23 11] ; [16 19],[19.2173913 14.7826087] ; [19.7826087 15.2173913],0
a4,1,0.082756,3.009937,[17 17] ; [10 24],[13.5 20.5] ; [13.5 20.5],0
s3,1,0.088307,2.904969,[22 12] ; [15 19],[18.5 15.5] ; [18.5 15.5],0
p2,1,0.09986,2.707774,[29  5] ; [24 11],[26.11594203  7.88405797] ; [26.88405797  8.11594203],0
p3,1,0.117912,2.444844,[20 14] ; [14 21],[16.75362319 17.24637681] ; [17.24637681 17.75362319],0
a8,1,0.12771,2.320123,[ 4 24] ; [ 1 30],[ 2.37288136 25.62711864] ; [ 2.62711864 28.37288136],0
a5,1,0.142177,2.154238,[26  8] ; [21 14],[23.15942029 10.84057971] ; [23.84057971 11.15942029],0
p5,1,0.156301,2.009658,[ 7 27] ; [ 3 32],[ 4.92753623 29.07246377] ; [ 5.07246377 29.92753623],0
v4,1,0.17397,1.848395,[33  1] ; [31  4],[31.53623188  2.46376812] ; [32.46376812  2.53623188],0
b5,1,0.179221,1.804068,[19 15] ; [25 10],[21.68115942 12.31884058] ; [22.31884058 12.68115942],0
d2,1,0.186702,1.743449,[19 15] ; [14 21],[16.26086957 17.73913043] ; [16.73913043 18.26086957],0
r4,1,0.18734,1.738415,[31  3] ; [28  7],[29.07246377  4.92753623] ; [29.92753623  5.07246377],0
d5,1,0.202864,1.621637,[27  7] ; [23 12],[24.63768116  9.36231884] ; [25.36231884  9.63768116],0
n1,1,0.250829,1.318681,[9 4] ; [3 4],[7.8 5.2] ; [4.2 2.8],0
p7,1,0.318198,0.996337,[19 15] ; [23 11],[21. 13.] ; [21. 13.],0
v3,1,0.374873,0.787448,[12 21] ; [16 18],[13.79104478 19.20895522] ; [14.20895522 19.79104478],0
v2,1,0.382759,0.761821,[17 17] ; [13 20],[15.2238806 18.7761194] ; [14.7761194 18.2238806],0
u3,1,0.452651,0.564004,[5 5] ; [ 6 11],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
r3,1,0.47862,0.502006,[31  3] ; [30  5],[30.05797101  3.94202899] ; [30.94202899  4.05797101],0
a2,1,0.489859,0.476835,[ 7 27] ; [ 5 30],[ 5.91304348 28.08695652] ; [ 6.08695652 28.91304348],0
s4,1,0.489859,0.476835,[ 7 27] ; [ 5 30],[ 5.91304348 28.08695652] ; [ 6.08695652 28.91304348],0
b4,1,0.529196,0.395935,[21 13] ; [19 16],[19.71014493 14.28985507] ; [20.28985507 14.71014493],0
n2,1,0.548893,0.359304,[10  3] ; [7 1],[10.52380952  2.47619048] ; [6.47619048 1.52380952],0
r2,1,0.55484,0.348718,[33  1] ; [32  2],[32.5  1.5] ; [32.5  1.5],0
u2,1,0.56917,0.324074,[5 5] ; [ 7 11],[4.28571429 5.71428571] ; [ 7.71428571 10.28571429],0
s1,1,0.572265,0.318908,[ 1 33] ; [ 2 33],[ 1.47826087 32.52173913] ; [ 1.52173913 33.47826087],0
d4,1,0.613974,0.254429,[27  7] ; [26  9],[26.11594203  7.88405797] ; [26.88405797  8.11594203],0
