Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.007793,7.080502,[10 52] ; [ 9 11],[14.36585366 47.63414634] ; [ 4.63414634 15.36585366],0
p7,1,0.00814,7.002513,[12 49] ; [10 10],[16.56790123 44.43209877] ; [ 5.43209877 14.56790123],0
p8,1,0.012933,6.178221,[ 7 56] ; [ 7 13],[10.62650602 52.37349398] ; [ 3.37349398 16.62650602],0
r4,1,0.013072,6.159316,[31 33] ; [16  4],[35.80952381 28.19047619] ; [11.19047619  8.80952381],0
p5,1,0.014686,5.953795,[ 1 62] ; [ 3 17],[ 3.03614458 59.96385542] ; [ 0.96385542 19.03614458],0
s2,1,0.01796,5.6,[12 52] ; [ 9 11],[16. 48.] ; [ 5. 15.],0
s6,1,0.033753,4.507152,[21 42] ; [12  8],[25.04819277 37.95180723] ; [ 7.95180723 12.04819277],0
n6,1,0.051637,3.787495,[34 29] ; [15  4],[37.64634146 25.35365854] ; [11.35365854  7.64634146],0
s3,1,0.055601,3.663969,[17 46] ; [10 10],[20.4939759 42.5060241] ; [ 6.5060241 13.4939759],0
s5,1,0.071828,3.240734,[ 8 55] ; [ 6 14],[10.62650602 52.37349398] ; [ 3.37349398 16.62650602],0
s1,1,0.075341,3.162653,[ 6 57] ; [ 5 15],[ 8.34939759 54.65060241] ; [ 2.65060241 17.34939759],0
n4,1,0.095647,2.77667,[34 29] ; [15  5],[37.19277108 25.80722892] ; [11.80722892  8.19277108],0
r3,1,0.135916,2.223599,[39 24] ; [16  4],[41.74698795 21.25301205] ; [13.25301205  6.74698795],0
a2,1,0.173965,1.848438,[11 53] ; [ 1 19],[ 9.14285714 54.85714286] ; [ 2.85714286 17.14285714],0
a3,1,0.182281,1.778924,[39 24] ; [ 9 11],[36.43373494 26.56626506] ; [11.56626506  8.43373494],0
r2,1,0.258426,1.277168,[48 13] ; [18  2],[49.7037037 11.2962963] ; [16.2962963  3.7037037],0
p11,1,0.258927,1.274483,[20 44] ; [ 9 11],[22.0952381 41.9047619] ; [ 6.9047619 13.0952381],0
p10,1,0.264934,1.242791,[ 9 54] ; [ 5 15],[10.62650602 52.37349398] ; [ 3.37349398 16.62650602],0
n3,1,0.281136,1.161589,[11 15] ; [4 2],[12.1875 13.8125] ; [2.8125 3.1875],0
v4,1,0.284555,1.145206,[39 24] ; [15  5],[40.98795181 22.01204819] ; [13.01204819  6.98795181],0
d2,1,0.334618,0.930944,[33 30] ; [ 8 12],[31.12048193 31.87951807] ; [ 9.87951807 10.12048193],0
d3,1,0.350435,0.87188,[30 34] ; [ 7 13],[28.19047619 35.80952381] ; [ 8.80952381 11.19047619],0
a5,1,0.350435,0.87188,[34 30] ; [13  7],[35.80952381 28.19047619] ; [11.19047619  8.80952381],0
p6,1,0.351057,0.869634,[ 5 58] ; [ 3 17],[ 6.07228916 56.92771084] ; [ 1.92771084 18.07228916],0
n2,1,0.371093,0.8,[14 16] ; [4 2],[15. 15.] ; [3. 3.],0
n5,1,0.385779,0.752206,[34 29] ; [13  7],[35.6746988 27.3253012] ; [11.3253012  8.6746988],0
r1,1,0.435458,0.608222,[38 25] ; [14  6],[39.46987952 23.53012048] ; [12.53012048  7.46987952],0
a4,1,0.435458,0.608222,[25 38] ; [ 6 14],[23.53012048 39.46987952] ; [ 7.46987952 12.53012048],0
u2,1,0.452176,0.565191,[12 12] ; [4 7],[10.97142857 13.02857143] ; [5.02857143 5.97142857],0
d5,1,0.466321,0.530679,[41 23] ; [11  9],[39.61904762 24.38095238] ; [12.38095238  7.61904762],0
s4,1,0.477748,0.504,[ 6 58] ; [ 3 17],[ 6.85714286 57.14285714] ; [ 2.14285714 17.85714286],0
v1,1,0.554113,0.35,[15 49] ; [ 6 14],[16. 48.] ; [ 5. 15.],0
a7,1,0.565155,0.330857,[33 30] ; [ 9 11],[31.87951807 31.12048193] ; [10.12048193  9.87951807],0
d1,1,0.567588,0.326735,[27 37] ; [ 7 13],[25.9047619 38.0952381] ; [ 8.0952381 11.9047619],0
