Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,33.769716,[ 5 56] ; [48 40],[21.69798658 39.30201342] ; [31.30201342 56.69798658],1
a3,1,1.6e-05,18.629202,[23 38] ; [65 24],[35.78666667 25.21333333] ; [52.21333333 36.78666667],1
a6,1,0.00018,14.027238,[26 35] ; [65 24],[37.00666667 23.99333333] ; [53.99333333 35.00666667],1
r2,1,0.00027,13.267829,[48 12] ; [87  2],[54.36241611  5.63758389] ; [80.63758389  8.36241611],1
u1,1,0.000304,13.046308,[ 1 60] ; [20 69],[ 8.54 52.46] ; [12.46 76.54],1
d1,1,0.000375,12.653253,[17 44] ; [51 38],[27.65333333 33.34666667] ; [40.34666667 48.65333333],1
d2,1,0.001339,10.288606,[19 41] ; [52 37],[28.59060403 31.40939597] ; [42.40939597 46.59060403],0
r4,1,0.004717,7.984896,[42 19] ; [78 11],[48.8 12.2] ; [71.2 17.8],0
d3,1,0.004769,7.964934,[27 34] ; [60 29],[35.38 25.62] ; [51.62 37.38],0
d4,1,0.005087,7.848123,[36 24] ; [72 17],[43.48993289 16.51006711] ; [64.51006711 24.48993289],0
n4,1,0.006089,7.523719,[32 29] ; [66 23],[39.85333333 21.14666667] ; [58.14666667 30.85333333],0
d5,1,0.006816,7.320871,[38 23] ; [73 16],[45.14 15.86] ; [65.86 23.14],0
r1,1,0.013312,6.127182,[40 21] ; [74 15],[46.36 14.64] ; [67.64 21.36],0
v1,1,0.015944,5.809081,[15 46] ; [39 50],[21.96 39.04] ; [32.04 56.96],0
p6,1,0.028733,4.783566,[19 41] ; [14 72],[13.56164384 46.43835616] ; [19.43835616 66.56164384],0
n5,1,0.084009,2.98559,[29 32] ; [55 34],[34.16 26.84] ; [49.84 39.16],0
s4,1,0.095204,2.78411,[13 47] ; [10 77],[ 9.3877551 50.6122449] ; [13.6122449 73.3877551],0
b3,1,0.098672,2.726878,[ 7 32] ; [18 36],[10.48387097 28.51612903] ; [14.51612903 39.48387097],0
b2,1,0.098672,2.726878,[ 7 32] ; [18 36],[10.48387097 28.51612903] ; [14.51612903 39.48387097],0
p5,1,0.185749,1.751013,[ 4 57] ; [ 2 87],[ 2.44 58.56] ; [ 3.56 85.44],0
p7,1,0.199329,1.647284,[33 25] ; [41 48],[29.19727891 28.80272109] ; [44.80272109 44.19727891],0
u2,1,0.227659,1.455431,[22 15] ; [10 13],[19.73333333 17.26666667] ; [12.26666667 10.73333333],0
b1,1,0.231544,1.431353,[31 30] ; [54 35],[34.56666667 26.43333333] ; [50.43333333 38.56666667],0
a1,1,0.353844,0.859624,[ 2 59] ; [ 6 83],[ 3.25333333 57.74666667] ; [ 4.74666667 84.25333333],0
p8,1,0.374598,0.788354,[19 42] ; [34 55],[21.55333333 39.44666667] ; [31.44666667 57.55333333],0
r3,1,0.400859,0.705748,[52  8] ; [81  8],[53.55704698  6.44295302] ; [79.44295302  9.55704698],0
b4,1,0.45534,0.557326,[40 21] ; [53 36],[37.82 23.18] ; [55.18 33.82],0
a7,1,0.470258,0.521371,[37 23] ; [60 29],[39.06040268 20.93959732] ; [57.93959732 31.06040268],0
n2,1,0.495559,0.464434,[15  7] ; [23  7],[16.07692308  5.92307692] ; [21.92307692  8.07692308],0
s3,1,0.506169,0.441978,[25 35] ; [42 47],[26.97986577 33.02013423] ; [40.02013423 48.97986577],0
s7,1,0.530358,0.393706,[16 42] ; [27 56],[17.68794326 40.31205674] ; [25.31205674 57.68794326],0
p4,1,0.648478,0.207824,[25 35] ; [40 48],[26.35135135 33.64864865] ; [38.64864865 49.35135135],0
n1,1,0.665308,0.18714,[ 8 15] ; [11 16],[ 8.74 14.26] ; [10.26 16.74],0
s2,1,0.667366,0.184699,[20 40] ; [32 55],[21.2244898 38.7755102] ; [30.7755102 56.2244898],0
s5,1,0.698787,0.149737,[11 49] ; [18 68],[11.91780822 48.08219178] ; [17.08219178 68.91780822],0
n6,1,0.744314,0.106371,[44 17] ; [62 27],[43.10666667 17.89333333] ; [62.89333333 26.10666667],0
p1,1,0.74843,0.102855,[ 4 57] ; [ 7 81],[ 4.5033557 56.4966443] ; [ 6.4966443 81.5033557],0
p11,1,0.753901,0.098282,[32 29] ; [49 40],[32.94 28.06] ; [48.06 40.94],0
b5,1,0.778493,0.079121,[35 26] ; [49 40],[34.16 26.84] ; [49.84 39.16],0
