Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.309616,[101  16] ; [13 24],[86.61038961 30.38961039] ; [27.38961039  9.61038961],1
n6,1,0.000673,11.561562,[104  13] ; [24 13],[97.24675325 19.75324675] ; [30.75324675  6.24675325],1
p6,1,0.00203,9.52234,[35 80] ; [ 2 35],[27.99342105 87.00657895] ; [ 9.00657895 27.99342105],0
d2,1,0.002198,9.375971,[68 48] ; [11 26],[59.89542484 56.10457516] ; [19.10457516 17.89542484],0
s8,1,0.003062,8.770186,[61 56] ; [ 9 28],[53.18181818 63.81818182] ; [16.81818182 20.18181818],0
b1,1,0.01079,6.499507,[42 76] ; [ 5 32],[35.78064516 82.21935484] ; [11.21935484 25.78064516],0
s7,1,0.013458,6.107937,[59 52] ; [11 26],[52.5 58.5] ; [17.5 19.5],0
a4,1,0.014155,6.018694,[59 59] ; [10 27],[52.52903226 65.47096774] ; [16.47096774 20.52903226],0
d1,1,0.022206,5.229541,[76 42] ; [16 21],[70.03870968 47.96129032] ; [21.96129032 15.03870968],0
n1,1,0.037203,4.341099,[10 15] ; [ 2 16],[ 6.97674419 18.02325581] ; [ 5.02325581 12.97674419],0
p11,1,0.046277,3.971491,[90 28] ; [22 15],[85.26451613 32.73548387] ; [26.73548387 10.26451613],0
a5,1,0.064183,3.425849,[86 32] ; [21 16],[81.45806452 36.54193548] ; [25.54193548 11.45806452],0
s4,1,0.111881,2.527452,[ 11 107] ; [ 7 30],[ 13.70322581 104.29677419] ; [ 4.29677419 32.70322581],0
s2,1,0.133086,2.256138,[64 53] ; [15 22],[60.01948052 56.98051948] ; [18.98051948 18.01948052],0
n3,1,0.16976,1.885066,[21  7] ; [10  8],[18.86956522  9.13043478] ; [12.13043478  5.86956522],0
v2,1,0.186238,1.747126,[84 32] ; [30  6],[87. 29.] ; [27.  9.],0
u2,1,0.188722,1.727564,[17 15] ; [9 3],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
a7,1,0.190534,1.713483,[82 35] ; [30  7],[85.09090909 31.90909091] ; [26.90909091 10.09090909],0
n2,1,0.199294,1.647538,[22  6] ; [11  7],[20.08695652  7.91304348] ; [12.91304348  5.08695652],0
s5,1,0.210583,1.567416,[37 77] ; [ 8 29],[33.97350993 80.02649007] ; [11.02649007 25.97350993],0
a1,1,0.232862,1.423292,[ 10 108] ; [ 1 36],[  8.37419355 109.62580645] ; [ 2.62580645 34.37419355],0
p2,1,0.249655,1.325236,[88 30] ; [24 13],[85.26451613 32.73548387] ; [26.73548387 10.26451613],0
r4,1,0.27396,1.19681,[104  14] ; [30  7],[102.01290323  15.98709677] ; [31.98709677  5.01290323],0
p7,1,0.285012,1.143035,[55 57] ; [14 22],[52.21621622 59.78378378] ; [16.78378378 19.21621622],0
p1,1,0.287399,1.131767,[  9 109] ; [ 1 36],[  7.61290323 110.38709677] ; [ 2.38709677 34.61290323],0
p8,1,0.304454,1.054584,[51 63] ; [13 24],[48.31788079 65.68211921] ; [15.68211921 21.31788079],0
p4,1,0.313747,1.014835,[48 67] ; [12 25],[45.39473684 69.60526316] ; [14.60526316 22.39473684],0
r3,1,0.320265,0.987864,[110   7] ; [33  4],[108.64285714   8.35714286] ; [34.35714286  2.64285714],0
a2,1,0.335281,0.928392,[28 90] ; [ 6 31],[25.88387097 92.11612903] ; [ 8.11612903 28.88387097],0
