Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.309616,[101  16] ; [13 24],[86.61038961 30.38961039] ; [27.38961039  9.61038961],1
u3,1,0.434089,0.611858,[16 16] ; [7 4],[17.11627907 14.88372093] ; [5.88372093 5.11627907],0
u1,1,0.499197,0.456643,[ 18 100] ; [ 4 33],[ 16.7483871 101.2516129] ; [ 5.2516129 31.7483871],0
s3,1,0.505454,0.443466,[61 50] ; [18 19],[59.25 51.75] ; [19.75 17.25],0
d5,1,0.526281,0.401567,[95 23] ; [28  9],[93.63870968 24.36129032] ; [29.36129032  7.63870968],0
d3,1,0.529878,0.394625,[83 35] ; [28  9],[84.50322581 33.49677419] ; [26.49677419 10.50322581],0
d4,1,0.530178,0.394051,[96 21] ; [32  5],[97.24675325 19.75324675] ; [30.75324675  6.24675325],0
a3,1,0.531646,0.391245,[86 32] ; [25 12],[84.50322581 33.49677419] ; [26.49677419 10.50322581],0
p5,1,0.542196,0.371484,[ 10 108] ; [ 2 35],[  9.13548387 108.86451613] ; [ 2.86451613 34.13548387],0
v1,1,0.571816,0.319653,[66 50] ; [23 14],[67.47712418 48.52287582] ; [21.52287582 15.47712418],0
a6,1,0.592242,0.286856,[79 39] ; [23 14],[77.6516129 40.3483871] ; [24.3483871 12.6516129],0
s1,1,0.600528,0.2742,[  4 111] ; [ 2 35],[  4.53947368 110.46052632] ; [ 1.46052632 35.53947368],0
p9,1,0.688476,0.16074,[89 26] ; [29  7],[89.86754967 25.13245033] ; [28.13245033  7.86754967],0
p10,1,0.696485,0.152155,[84 32] ; [28  9],[84.91503268 31.08496732] ; [27.08496732  9.91503268],0
u4,1,0.697842,0.150726,[  2 116] ; [ 1 36],[  2.28387097 115.71612903] ; [ 0.71612903 36.28387097],0
b3,1,0.718504,0.12993,[27 47] ; [ 7 10],[27.64835165 46.35164835] ; [ 6.35164835 10.64835165],0
b2,1,0.718504,0.12993,[27 47] ; [ 7 10],[27.64835165 46.35164835] ; [ 6.35164835 10.64835165],0
r1,1,0.748986,0.102385,[92 25] ; [30  7],[92.68831169 24.31168831] ; [29.31168831  7.68831169],0
v4,1,0.75796,0.094963,[109   8] ; [35  2],[109.4025974   7.5974026] ; [34.5974026  2.4025974],0
p12,1,0.766553,0.088142,[  8 110] ; [ 2 35],[  7.61290323 110.38709677] ; [ 2.38709677 34.61290323],0
b5,1,0.793287,0.068668,[73 45] ; [22 15],[72.32258065 45.67741935] ; [22.67741935 14.32258065],0
s6,1,0.884121,0.021242,[75 40] ; [23 13],[74.63576159 40.36423841] ; [23.36423841 12.63576159],0
r2,1,0.887392,0.020052,[109   7] ; [35  2],[109.17647059   6.82352941] ; [34.82352941  2.17647059],0
b4,1,0.965405,0.001881,[77 41] ; [24 13],[76.89032258 41.10967742] ; [24.10967742 12.89032258],0
