Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.568719,[67 24] ; [14 33],[53.41304348 37.58695652] ; [27.58695652 19.41304348],1
a5,1,0.006097,7.52129,[41 50] ; [10 37],[33.63043478 57.36956522] ; [17.36956522 29.63043478],0
d3,1,0.009017,6.819405,[23 67] ; [22 24],[29.77941176 60.22058824] ; [15.22058824 30.77941176],0
s5,1,0.04222,4.126368,[12 75] ; [13 33],[16.35338346 70.64661654] ; [ 8.64661654 37.35338346],0
p10,1,0.06072,3.5176,[62 28] ; [23 21],[57.08955224 32.91044776] ; [27.91044776 16.08955224],0
n1,1,0.08746,2.920507,[15 16] ; [ 3 11],[12.4 18.6] ; [5.6 8.4],0
s7,1,0.093347,2.815694,[30 55] ; [10 37],[25.75757576 59.24242424] ; [14.24242424 32.75757576],0
p9,1,0.106596,2.603972,[69 20] ; [29 16],[65.08955224 23.91044776] ; [32.91044776 12.08955224],0
s4,1,0.114226,2.49476,[22 69] ; [ 6 41],[18.46376812 72.53623188] ; [ 9.53623188 37.46376812],0
u3,1,0.13041,2.287617,[15 36] ; [13 15],[18.07594937 32.92405063] ; [ 9.92405063 18.07594937],0
d4,1,0.13291,2.258179,[40 51] ; [27 20],[44.18115942 46.81884058] ; [22.81884058 24.18115942],0
u2,1,0.145154,2.122449,[20 30] ; [16 12],[23.07692308 26.92307692] ; [12.92307692 15.07692308],0
n3,1,0.145877,2.114843,[25  7] ; [8 6],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
n2,1,0.145877,2.114843,[25  7] ; [8 6],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
d2,1,0.163991,1.937037,[18 72] ; [ 5 42],[15.10948905 74.89051095] ; [ 7.89051095 39.10948905],0
a7,1,0.165839,1.920163,[44 47] ; [28 18],[47.82481752 43.17518248] ; [24.17518248 21.82481752],0
s2,1,0.16839,1.897218,[28 63] ; [20 27],[31.65217391 59.34782609] ; [16.34782609 30.65217391],0
p11,1,0.176688,1.825265,[61 30] ; [26 21],[57.36956522 33.63043478] ; [29.63043478 17.36956522],0
a4,1,0.189687,1.720049,[20 71] ; [ 6 41],[17.14492754 73.85507246] ; [ 8.85507246 38.14492754],0
v4,1,0.197793,1.658593,[70 20] ; [40  6],[72.79411765 17.20588235] ; [37.20588235  8.79411765],0
u1,1,0.228215,1.451952,[ 1 90] ; [ 2 45],[ 1.97826087 89.02173913] ; [ 1.02173913 45.97826087],0
a8,1,0.260991,1.263491,[12 76] ; [ 3 40],[10.07633588 77.92366412] ; [ 4.92366412 38.07633588],0
p7,1,0.329859,0.949451,[44 46] ; [26 19],[46.66666667 43.33333333] ; [23.33333333 21.66666667],0
s1,1,0.399496,0.709843,[ 3 88] ; [ 3 44],[ 3.95652174 87.04347826] ; [ 2.04347826 44.95652174],0
b4,1,0.427496,0.629615,[51 40] ; [23 24],[48.79710145 42.20289855] ; [25.20289855 21.79710145],0
a6,1,0.433089,0.614525,[49 42] ; [22 25],[46.81884058 44.18115942] ; [24.18115942 22.81884058],0
v1,1,0.442476,0.589852,[33 56] ; [14 32],[30.98518519 58.01481481] ; [16.01481481 29.98518519],0
p3,1,0.446767,0.578842,[33 58] ; [14 33],[30.99275362 60.00724638] ; [16.00724638 30.99275362],0
p4,1,0.448382,0.574738,[39 52] ; [17 30],[36.92753623 54.07246377] ; [19.07246377 27.92753623],0
s6,1,0.482967,0.492156,[40 48] ; [18 28],[38.08955224 49.91044776] ; [19.91044776 26.08955224],0
b5,1,0.525167,0.403734,[53 38] ; [30 17],[54.73188406 36.26811594] ; [28.26811594 18.73188406],0
n6,1,0.585681,0.29714,[66 25] ; [32 15],[64.62318841 26.37681159] ; [33.37681159 13.62318841],0
p12,1,0.624703,0.239313,[ 4 86] ; [ 3 44],[ 4.59854015 85.40145985] ; [ 2.40145985 44.59854015],0
p5,1,0.631932,0.22945,[ 8 82] ; [ 3 43],[ 7.27941176 82.72058824] ; [ 3.72058824 42.27941176],0
v2,1,0.649087,0.207054,[26 63] ; [12 35],[24.86764706 64.13235294] ; [13.13235294 33.86764706],0
b1,1,0.657808,0.196197,[39 52] ; [22 25],[40.22463768 50.77536232] ; [20.77536232 26.22463768],0
r3,1,0.677388,0.173081,[68 22] ; [37 10],[68.97810219 21.02189781] ; [36.02189781 10.97810219],0
p8,1,0.677872,0.172531,[35 55] ; [20 27],[36.13138686 53.86861314] ; [18.86861314 28.13138686],0
p6,1,0.723036,0.125602,[21 69] ; [12 34],[21.83823529 68.16176471] ; [11.16176471 34.83823529],0
v3,1,0.744053,0.106596,[20 71] ; [ 9 37],[19.26277372 71.73722628] ; [ 9.73722628 36.26277372],0
s3,1,0.750679,0.100961,[39 52] ; [18 27],[38.13970588 52.86029412] ; [18.86029412 26.13970588],0
p2,1,0.76206,0.091674,[63 28] ; [33 13],[63.76642336 27.23357664] ; [32.23357664 13.76642336],0
a3,1,0.76722,0.087624,[40 51] ; [19 27],[39.18978102 51.81021898] ; [19.81021898 26.18978102],0
p1,1,0.803558,0.061874,[ 7 84] ; [ 3 43],[ 6.64233577 84.35766423] ; [ 3.35766423 42.64233577],0
r2,1,0.84332,0.039065,[66 24] ; [33 13],[65.51470588 24.48529412] ; [33.48529412 12.51470588],0
r4,1,0.863454,0.029577,[47 44] ; [25 22],[47.47826087 43.52173913] ; [24.52173913 22.47826087],0
