Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,41.329753,[12 41] ; [45  8],[28.5 24.5] ; [28.5 24.5],1
s6,1,1e-06,24.784934,[18 35] ; [44 10],[30.71028037 22.28971963] ; [31.28971963 22.71028037],1
v1,1,3.2e-05,17.274576,[12 40] ; [33 19],[22.5 29.5] ; [22.5 29.5],1
s7,1,0.0001,15.136237,[14 36] ; [34 17],[23.76237624 26.23762376] ; [24.23762376 26.76237624],1
p6,1,0.000599,11.777778,[ 5 48] ; [20 33],[12.5 40.5] ; [12.5 40.5],1
s8,1,0.000927,10.968135,[16 37] ; [33 20],[24.5 28.5] ; [24.5 28.5],1
s5,1,0.012459,6.244334,[10 40] ; [22 29],[15.84158416 34.15841584] ; [16.15841584 34.84158416],0
p9,1,0.01773,5.622651,[41 11] ; [51  3],[45.13207547  6.86792453] ; [46.86792453  7.13207547],0
r4,1,0.020245,5.390647,[39 14] ; [49  5],[43.58878505  9.41121495] ; [44.41121495  9.58878505],0
p4,1,0.035057,4.442407,[13 38] ; [24 29],[18.14423077 32.85576923] ; [18.85576923 34.14423077],0
r3,1,0.042981,4.096167,[45  8] ; [52  2],[48.04672897  4.95327103] ; [48.95327103  5.04672897],0
b5,1,0.06205,3.48172,[28 25] ; [38 16],[32.69158879 20.30841121] ; [33.30841121 20.69158879],0
u3,1,0.068623,3.315654,[ 8 11] ; [11  4],[10.61764706  8.38235294] ; [8.38235294 6.61764706],0
p11,1,0.074718,3.176213,[34 19] ; [43 11],[38.14018692 14.85981308] ; [38.85981308 15.14018692],0
a4,1,0.09539,2.780968,[19 34] ; [28 26],[23.28037383 29.71962617] ; [23.71962617 30.28037383],0
p7,1,0.09782,2.740726,[16 34] ; [25 27],[20.09803922 29.90196078] ; [20.90196078 31.09803922],0
u1,1,0.112725,2.515599,[ 5 48] ; [11 43],[ 7.92523364 45.07476636] ; [ 8.07476636 45.92523364],0
d5,1,0.135006,2.233978,[34 19] ; [41 12],[37.5 15.5] ; [37.5 15.5],0
d1,1,0.147851,2.094285,[25 28] ; [33 21],[28.72897196 24.27102804] ; [29.27102804 24.72897196],0
r2,1,0.154045,2.031734,[44  7] ; [51  3],[46.14285714  4.85714286] ; [48.85714286  5.14285714],0
d2,1,0.201222,1.633481,[21 31] ; [28 25],[24.26666667 27.73333333] ; [24.73333333 28.26666667],0
a2,1,0.242277,1.367296,[ 8 45] ; [13 41],[10.40186916 42.59813084] ; [10.59813084 43.40186916],0
s4,1,0.281867,1.158067,[ 9 43] ; [14 40],[11.28301887 40.71698113] ; [11.71698113 42.28301887],0
b4,1,0.286786,1.134649,[29 24] ; [35 19],[31.70093458 21.29906542] ; [32.29906542 21.70093458],0
p5,1,0.339215,0.913396,[ 6 47] ; [ 3 47],[ 4.63106796 48.36893204] ; [ 4.36893204 45.63106796],0
p12,1,0.356389,0.850577,[ 4 49] ; [ 7 47],[ 5.44859813 47.55140187] ; [ 5.55140187 48.44859813],0
p8,1,0.363996,0.82406,[18 35] ; [14 40],[15.85046729 37.14953271] ; [16.14953271 37.85046729],0
a3,1,0.369966,0.803778,[34 19] ; [39 15],[36.1588785 16.8411215] ; [36.8411215 17.1588785],0
v2,1,0.395296,0.722588,[28 23] ; [31 18],[30.09 20.91] ; [28.91 20.09],0
d3,1,0.430416,0.621701,[29 24] ; [33 20],[31. 22.] ; [31. 22.],0
n2,1,0.478247,0.502857,[12  3] ; [16  2],[12.72727273  2.27272727] ; [15.27272727  2.72727273],0
a1,1,0.479149,0.500799,[ 3 50] ; [ 5 49],[ 3.96261682 49.03738318] ; [ 4.03738318 49.96261682],0
b2,1,0.480169,0.49848,[13 19] ; [12 25],[11.5942029 20.4057971] ; [13.4057971 23.5942029],0
b3,1,0.480169,0.49848,[13 19] ; [12 25],[11.5942029 20.4057971] ; [13.4057971 23.5942029],0
r1,1,0.483238,0.491546,[36 17] ; [40 14],[37.64485981 15.35514019] ; [38.35514019 15.64485981],0
