Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,43.023387,[26 39] ; [89 12],[45.03012048 19.96987952] ; [69.96987952 31.03012048],1
r2,1,4.5e-05,16.648525,[42 22] ; [92  9],[51.97575758 12.02424242] ; [82.02424242 18.97575758],1
r3,1,0.000135,14.572151,[43 22] ; [91 10],[52.46987952 12.53012048] ; [81.53012048 19.46987952],1
v1,1,0.000169,14.150484,[17 47] ; [56 43],[28.66257669 35.33742331] ; [44.33742331 54.66257669],1
v3,1,0.000406,12.503627,[10 55] ; [40 56],[20.1863354 44.8136646] ; [29.8136646 66.1863354],1
s6,1,0.001096,10.657244,[23 40] ; [61 36],[33.075 29.925] ; [50.925 46.075],0
d4,1,0.002517,9.128104,[23 42] ; [60 41],[32.5 32.5] ; [50.5 50.5],0
b2,1,0.003188,8.69662,[ 9 31] ; [34 32],[16.22641509 23.77358491] ; [26.77358491 39.22641509],0
b3,1,0.003188,8.69662,[ 9 31] ; [34 32],[16.22641509 23.77358491] ; [26.77358491 39.22641509],0
a3,1,0.003445,8.555309,[25 39] ; [63 38],[34.13333333 29.86666667] ; [53.86666667 47.13333333],0
v4,1,0.005424,7.732305,[48 16] ; [91  9],[54.24390244  9.75609756] ; [84.75609756 15.24390244],0
p11,1,0.006452,7.419444,[38 27] ; [79 22],[45.81325301 19.18674699] ; [71.18674699 29.81325301],0
a5,1,0.011534,6.381144,[23 42] ; [56 45],[30.93373494 34.06626506] ; [48.06626506 52.93373494],0
v2,1,0.01453,5.972526,[17 46] ; [44 51],[24.32278481 38.67721519] ; [36.67721519 58.32278481],0
s5,1,0.014585,5.965928,[10 53] ; [32 64],[16.64150943 46.35849057] ; [25.35849057 70.64150943],0
s8,1,0.017512,5.644272,[15 50] ; [41 59],[22.06060606 42.93939394] ; [33.93939394 66.06060606],0
n4,1,0.019972,5.414347,[37 28] ; [75 26],[43.85542169 21.14457831] ; [68.14457831 32.85542169],0
p10,1,0.022547,5.203044,[34 30] ; [70 29],[40.83435583 23.16564417] ; [63.16564417 35.83435583],0
d5,1,0.022604,5.198692,[23 42] ; [54 47],[30.15060241 34.84939759] ; [46.84939759 54.15060241],0
s7,1,0.034187,4.485328,[19 44] ; [46 52],[25.43478261 37.56521739] ; [39.56521739 58.43478261],0
p3,1,0.034569,4.466357,[18 47] ; [44 56],[24.42424242 40.57575758] ; [37.57575758 62.42424242],0
u3,1,0.115033,2.483684,[12 28] ; [18 20],[15.38461538 24.61538462] ; [14.61538462 23.38461538],0
b1,1,0.122966,2.379133,[33 32] ; [39 62],[28.19277108 36.80722892] ; [43.80722892 57.19277108],0
n6,1,0.180535,1.793215,[43 22] ; [75 24],[46.76829268 18.23170732] ; [71.23170732 27.76829268],0
s3,1,0.189288,1.723147,[28 35] ; [55 45],[32.0797546 30.9202454] ; [50.9202454 49.0797546],0
s1,1,0.190225,1.715878,[ 2 63] ; [ 8 91],[ 3.96341463 61.03658537] ; [ 6.03658537 92.96341463],0
a4,1,0.207157,1.591188,[12 53] ; [27 73],[15.36363636 49.63636364] ; [23.63636364 76.36363636],0
u2,1,0.263337,1.251128,[16 24] ; [20 18],[18.46153846 21.53846154] ; [17.53846154 20.46153846],0
s2,1,0.293583,1.103115,[22 43] ; [42 58],[25.21212121 39.78787879] ; [38.78787879 61.21212121],0
p6,1,0.296263,1.09094,[13 51] ; [27 71],[15.80246914 48.19753086] ; [24.19753086 73.80246914],0
n3,1,0.34939,0.875671,[22  9] ; [16 11],[20.31034483 10.68965517] ; [17.68965517  9.31034483],0
d3,1,0.362049,0.830774,[11 54] ; [23 78],[13.31325301 51.68674699] ; [20.68674699 80.31325301],0
p4,1,0.375823,0.784322,[25 40] ; [45 54],[27.74390244 37.25609756] ; [42.25609756 56.74390244],0
p2,1,0.377562,0.778624,[41 24] ; [69 30],[43.59756098 21.40243902] ; [66.40243902 32.59756098],0
p12,1,0.385514,0.753045,[ 3 62] ; [ 8 91],[ 4.3597561 60.6402439] ; [ 6.6402439 92.3597561],0
p9,1,0.427283,0.630197,[41 22] ; [71 29],[43.28834356 19.71165644] ; [68.71165644 31.28834356],0
p5,1,0.495869,0.463766,[ 4 61] ; [ 9 90],[ 5.15243902 59.84756098] ; [ 7.84756098 91.15243902],0
s4,1,0.538442,0.378435,[12 53] ; [15 86],[10.57228916 54.42771084] ; [16.42771084 84.57228916],0
b4,1,0.555389,0.347752,[33 32] ; [56 45],[34.84939759 30.15060241] ; [54.15060241 46.84939759],0
