Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001372,10.242791,[ 4 39] ; [14 21],[ 9.92307692 33.07692308] ; [ 8.07692308 26.92307692],0
d4,1,0.003599,8.475804,[26 17] ; [33  4],[31.7125 11.2875] ; [27.2875  9.7125],0
r3,1,0.008834,6.856036,[33 10] ; [35  1],[37.01265823  5.98734177] ; [30.98734177  5.01265823],0
d5,1,0.013591,6.090536,[26 16] ; [32  5],[30.83544304 11.16455696] ; [27.16455696  9.83544304],0
d3,1,0.013591,6.090536,[26 16] ; [32  5],[30.83544304 11.16455696] ; [27.16455696  9.83544304],0
r1,1,0.033332,4.528653,[24 19] ; [29  8],[28.4875 14.5125] ; [24.5125 12.4875],0
d1,1,0.049914,3.844352,[15 28] ; [21 16],[19.35 23.65] ; [16.65 20.35],0
d2,1,0.056051,3.650534,[12 31] ; [18 19],[16.125 26.875] ; [13.875 23.125],0
a4,1,0.056906,3.625338,[11 32] ; [17 20],[15.05 27.95] ; [12.95 24.05],0
r4,1,0.091484,2.848072,[32 11] ; [33  4],[34.9375  8.0625] ; [30.0625  6.9375],0
p2,1,0.095724,2.775375,[34  9] ; [23 14],[30.6375 12.3625] ; [26.3625 10.6375],0
s6,1,0.097629,2.743853,[29 13] ; [29  5],[32.05263158  9.94736842] ; [25.94736842  8.05263158],0
p9,1,0.103405,2.652222,[31 11] ; [31  4],[33.81818182  8.18181818] ; [28.18181818  6.81818182],0
s3,1,0.11143,2.533827,[24 19] ; [27 10],[27.4125 15.5875] ; [23.5875 13.4125],0
n1,1,0.117852,2.445633,[ 6 11] ; [ 1 10],[ 4.25 12.75] ; [2.75 8.25],0
s2,1,0.127375,2.324204,[25 17] ; [28  9],[28.17721519 13.82278481] ; [24.82278481 12.17721519],0
n5,1,0.14777,2.095118,[30 13] ; [20 17],[26.875 16.125] ; [23.125 13.875],0
a7,1,0.147856,2.094232,[28 14] ; [30  7],[30.83544304 11.16455696] ; [27.16455696  9.83544304],0
u1,1,0.192234,1.70041,[ 3 40] ; [ 6 31],[ 4.8375 38.1625] ; [ 4.1625 32.8375],0
v4,1,0.214056,1.543782,[38  4] ; [36  1],[39.34177215  2.65822785] ; [34.65822785  2.34177215],0
p10,1,0.261764,1.259402,[31 12] ; [29  6],[33.07692308  9.92307692] ; [26.92307692  8.07692308],0
v1,1,0.278301,1.17537,[14 29] ; [16 20],[16.32911392 26.67088608] ; [13.67088608 22.32911392],0
s7,1,0.344812,0.892457,[20 22] ; [21 15],[22.07692308 19.92307692] ; [18.92307692 17.07692308],0
b2,1,0.380042,0.770565,[ 6 18] ; [ 2 13],[ 4.92307692 19.07692308] ; [ 3.07692308 11.92307692],0
b3,1,0.380042,0.770565,[ 6 18] ; [ 2 13],[ 4.92307692 19.07692308] ; [ 3.07692308 11.92307692],0
p7,1,0.402609,0.70052,[16 25] ; [17 18],[17.80263158 23.19736842] ; [15.19736842 19.80263158],0
p11,1,0.458992,0.548352,[29 14] ; [22 15],[27.4125 15.5875] ; [23.5875 13.4125],0
n6,1,0.467981,0.52674,[33 10] ; [30  6],[34.29113924  8.70886076] ; [28.70886076  7.29113924],0
r2,1,0.4715,0.518457,[37  4] ; [35  2],[37.84615385  3.15384615] ; [34.15384615  2.84615385],0
b5,1,0.473215,0.514459,[30 13] ; [23 14],[28.4875 14.5125] ; [24.5125 12.4875],0
n3,1,0.502716,0.449198,[12  5] ; [9 2],[12.75  4.25] ; [8.25 2.75],0
a3,1,0.538143,0.378992,[25 18] ; [24 13],[26.3375 16.6625] ; [22.6625 14.3375],0
a2,1,0.552397,0.35304,[ 5 38] ; [ 6 31],[ 5.9125 37.0875] ; [ 5.0875 31.9125],0
p6,1,0.560636,0.338605,[11 32] ; [ 7 28],[ 9.92307692 33.07692308] ; [ 8.07692308 26.92307692],0
s8,1,0.563027,0.33449,[17 26] ; [17 20],[18.275 24.725] ; [15.725 21.275],0
u2,1,0.60524,0.267165,[ 8 10] ; [7 6],[8.70967742 9.29032258] ; [6.29032258 6.70967742],0
n4,1,0.689785,0.159319,[24 19] ; [19 18],[23.1125 19.8875] ; [19.8875 17.1125],0
a6,1,0.713419,0.134886,[25 18] ; [20 17],[24.1875 18.8125] ; [20.8125 16.1875],0
b1,1,0.716516,0.131855,[12 31] ; [ 9 28],[11.2875 31.7125] ; [ 9.7125 27.2875],0
b4,1,0.769539,0.085836,[23 20] ; [21 16],[23.65 19.35] ; [20.35 16.65],0
p4,1,0.817173,0.053445,[15 28] ; [12 25],[14.5125 28.4875] ; [12.4875 24.5125],0
n2,1,0.823218,0.049911,[13  4] ; [8 3],[12.75  4.25] ; [8.25 2.75],0
a5,1,0.904824,0.014297,[25 18] ; [22 15],[25.2625 17.7375] ; [21.7375 15.2625],0
p5,1,0.914217,0.011604,[ 1 42] ; [ 1 36],[ 1.075 41.925] ; [ 0.925 36.075],0
s5,1,0.93934,0.005791,[19 22] ; [15 18],[18.83783784 22.16216216] ; [15.16216216 17.83783784],0
u3,1,0.980769,0.000581,[11  7] ; [8 5],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
p8,1,0.994711,4.4e-05,[13 30] ; [10 23],[13.01315789 29.98684211] ; [ 9.98684211 23.01315789],0
