Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3.2e-05,17.304301,[32 99] ; [120 140],[50.9258312 80.0741688] ; [101.0741688 158.9258312],1
p4,1,0.000504,12.100516,[69 62] ; [186  78],[84.56962025 46.43037975] ; [170.43037975  93.56962025],1
n5,1,0.00093,10.962269,[91 39] ; [225  42],[103.47607053  26.52392947] ; [212.52392947  54.47607053],1
v3,1,0.004391,8.114434,[63 69] ; [165  98],[76.19240506 55.80759494] ; [151.80759494 111.19240506],0
p3,1,0.004764,7.966933,[61 71] ; [162 103],[74.14609572 57.85390428] ; [148.85390428 116.14609572],0
p9,1,0.010504,6.547396,[110  20] ; [245  19],[117.1319797  12.8680203] ; [237.8680203  26.1319797],0
s8,1,0.014066,6.029883,[51 81] ; [137 128],[62.50881612 69.49118388] ; [125.49118388 139.50881612],0
p8,1,0.014873,5.931465,[67 62] ; [169  92],[78.06153846 50.93846154] ; [157.93846154 103.06153846],0
b5,1,0.025156,5.013146,[67 66] ; [167 102],[77.41791045 55.58208955] ; [156.58208955 112.41791045],0
p2,1,0.032879,4.552045,[108  24] ; [238  28],[114.75376884  17.24623116] ; [231.24623116  34.75376884],0
p5,1,0.055851,3.656483,[ 12 120] ; [ 43 224],[ 18.19548872 113.80451128] ; [ 36.80451128 230.19548872],0
s6,1,0.069706,3.289924,[78 52] ; [182  81],[86.00508906 43.99491094] ; [173.99491094  89.00508906],0
p10,1,0.076274,3.14256,[110  21] ; [237  26],[115.37309645  15.62690355] ; [231.62690355  31.37309645],0
n4,1,0.085408,2.958854,[101  31] ; [225  44],[107.3117207  24.6882793] ; [218.6882793  50.3117207],0
n6,1,0.096736,2.758548,[111  21] ; [239  27],[116.08040201  15.91959799] ; [233.91959799  32.08040201],0
d4,1,0.10733,2.593098,[107  24] ; [235  33],[112.28571429  18.71428571] ; [229.71428571  38.28571429],0
u4,1,0.116149,2.468494,[  1 132] ; [  9 260],[  3.30845771 129.69154229] ; [  6.69154229 262.30845771],0
v4,1,0.116382,2.465349,[122   9] ; [257   9],[125.0604534   5.9395466] ; [253.9395466  12.0604534],0
d1,1,0.120844,2.406345,[78 55] ; [179  90],[85.02736318 47.97263682] ; [171.97263682  97.02736318],0
b2,1,0.129695,2.296156,[27 56] ; [ 75 102],[32.56153846 50.43846154] ; [ 69.43846154 107.56153846],0
b3,1,0.129695,2.296156,[27 56] ; [ 75 102],[32.56153846 50.43846154] ; [ 69.43846154 107.56153846],0
p7,1,0.153199,2.040105,[87 43] ; [192  68],[93. 37.] ; [186.  74.],0
u3,1,0.190747,1.711836,[17 18] ; [38 23],[20.05208333 14.94791667] ; [34.94791667 26.05208333],0
s7,1,0.195162,1.67821,[60 66] ; [141 117],[65.953125 60.046875] ; [135.046875 122.953125],0
d5,1,0.20116,1.633929,[107  26] ; [229  39],[111.44139651  21.55860349] ; [224.55860349  43.44139651],0
b1,1,0.202585,1.623641,[50 83] ; [ 84 185],[44.33333333 88.66666667] ; [ 89.66666667 179.33333333],0
u2,1,0.207759,1.586977,[15 18] ; [36 25],[17.90425532 15.09574468] ; [33.09574468 27.90425532],0
p1,1,0.219539,1.507381,[  8 124] ; [ 26 242],[ 11.22 120.78] ; [ 22.78 245.22],0
s5,1,0.225289,1.470362,[39 85] ; [ 99 163],[44.33160622 79.66839378] ; [ 93.66839378 168.33160622],0
s2,1,0.226971,1.459745,[61 71] ; [139 125],[66.66666667 65.33333333] ; [133.33333333 130.66666667],0
a7,1,0.22835,1.451112,[104  27] ; [198  70],[99.15288221 31.84711779] ; [202.84711779  65.15288221],0
a5,1,0.265222,1.241293,[98 34] ; [213  56],[102.37406484  29.62593516] ; [208.62593516  60.37406484],0
n1,1,0.278194,1.175889,[ 7 21] ; [15 25],[ 9.05882353 18.94117647] ; [12.94117647 27.05882353],0
a4,1,0.278263,1.175552,[54 78] ; [125 143],[59.07 72.93] ; [119.93 148.07],0
s1,1,0.289988,1.119676,[  1 129] ; [  6 259],[  2.30379747 127.69620253] ; [  4.69620253 260.30379747],0
p12,1,0.331374,0.943519,[ 12 119] ; [ 33 232],[ 14.88636364 116.11363636] ; [ 30.11363636 234.88636364],0
n3,1,0.346687,0.885548,[24  5] ; [30 11],[22.37142857  6.62857143] ; [31.62857143  9.37142857],0
s3,1,0.361922,0.831212,[75 54] ; [139 122],[70.78461538 58.21538462] ; [143.21538462 117.78461538],0
r4,1,0.362805,0.828159,[119  14] ; [248  21],[121.42039801  11.57960199] ; [245.57960199  23.42039801],0
d3,1,0.378245,0.776397,[92 40] ; [198  70],[95.7 36.3] ; [194.3  73.7],0
r1,1,0.415398,0.663299,[114  18] ; [223  45],[111.21  20.79] ; [225.79  42.21],0
a3,1,0.454849,0.55854,[98 34] ; [208  60],[100.98  31.02] ; [205.02  62.98],0
u1,1,0.459572,0.546937,[ 24 109] ; [ 57 212],[ 26.79850746 106.20149254] ; [ 54.20149254 214.79850746],0
a6,1,0.478825,0.501539,[96 36] ; [185  82],[92.96240602 39.03759398] ; [188.03759398  78.96240602],0
n2,1,0.59186,0.287448,[24  5] ; [31  9],[23.11594203  5.88405797] ; [31.88405797  8.11594203],0
a1,1,0.635429,0.22477,[  9 124] ; [ 15 254],[  7.94029851 125.05970149] ; [ 16.05970149 252.94029851],0
r3,1,0.643945,0.21362,[128   2] ; [263   6],[127.39348371   2.60651629] ; [263.60651629   5.39348371],0
s4,1,0.648953,0.207222,[ 18 114] ; [ 32 234],[ 16.58291457 115.41708543] ; [ 33.41708543 232.58291457],0
