Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.821345,[676  37] ; [15 14],[663.99326146  49.00673854] ; [27.00673854  1.99326146],1
r2,1,0.0,71.43446,[681  26] ; [17 11],[671.40952381  35.59047619] ; [26.59047619  1.40952381],1
r1,1,1e-06,23.881637,[580 130] ; [13 16],[569.72936401 140.27063599] ; [23.27063599  5.72936401],1
d3,1,0.002648,9.035621,[503 206] ; [13 16],[495.72357724 213.27642276] ; [20.27642276  8.72357724],0
a6,1,0.004063,8.255528,[497 213] ; [13 16],[489.9864682 220.0135318] ; [20.0135318  8.9864682],0
a7,1,0.009111,6.800916,[524 187] ; [15 14],[517.87702703 193.12297297] ; [21.12297297  7.87702703],0
v3,1,0.014009,6.036981,[281 403] ; [ 5 23],[274.75280899 409.24719101] ; [11.24719101 16.75280899],0
v1,1,0.016907,5.706048,[393 297] ; [10 19],[386.74547983 303.25452017] ; [16.25452017 12.74547983],0
n1,1,0.023057,5.164197,[52 96] ; [6 2],[55.02564103 92.97435897] ; [2.97435897 5.02564103],0
d1,1,0.037086,4.346473,[433 280] ; [12 17],[427.60781671 285.39218329] ; [17.39218329 11.60781671],0
u3,1,0.039548,4.237176,[113  79] ; [3 8],[109.71428571  82.28571429] ; [6.28571429 4.71428571],0
b1,1,0.046554,3.961421,[241 472] ; [15 14],[245.99460916 467.00539084] ; [10.00539084 18.99460916],0
a2,1,0.07455,3.179883,[177 536] ; [ 3 26],[172.96495957 540.03504043] ; [ 7.03504043 21.96495957],0
n6,1,0.07638,3.140287,[615  94] ; [21  7],[611.83717775  97.16282225] ; [24.16282225  3.83717775],0
p2,1,0.085575,2.9557,[614  96] ; [21  7],[610.90785908  99.09214092] ; [24.09214092  3.90785908],0
s7,1,0.090211,2.8706,[357 329] ; [10 18],[352.60784314 333.39215686] ; [14.39215686 13.60784314],0
p7,1,0.094698,2.792639,[465 232] ; [15 14],[460.82644628 236.17355372] ; [19.17355372  9.82644628],0
s6,1,0.097263,2.749853,[494 207] ; [15 12],[490.12225275 210.87774725] ; [18.87774725  8.12225275],0
p11,1,0.098595,2.728118,[599 114] ; [21  8],[595.76819407 117.23180593] ; [24.23180593  4.76819407],0
s2,1,0.099025,2.721172,[379 329] ; [11 18],[374.65400271 333.34599729] ; [15.34599729 13.65400271],0
p8,1,0.100475,2.69799,[387 316] ; [11 17],[382.75512996 320.24487004] ; [15.24487004 12.75512996],0
p4,1,0.12403,2.365682,[442 266] ; [14 15],[438.05698779 269.94301221] ; [17.94301221 11.05698779],0
u2,1,0.14786,2.094194,[113  80] ; [4 7],[110.69117647  82.30882353] ; [6.30882353 4.69117647],0
s1,1,0.184883,1.757928,[ 19 684] ; [ 2 27],[ 20.16803279 682.83196721] ; [ 0.83196721 28.16803279],0
b4,1,0.19429,1.684784,[405 308] ; [20  9],[408.38948787 304.61051213] ; [16.61051213 12.38948787],0
a3,1,0.197866,1.658053,[518 192] ; [18 11],[514.9661705 195.0338295] ; [21.0338295  7.9661705],0
a4,1,0.203527,1.616884,[331 381] ; [10 19],[327.65452092 384.34547908] ; [13.34547908 15.65452092],0
p3,1,0.23566,1.406372,[374 337] ; [12 17],[370.87297297 340.12702703] ; [15.12702703 13.87297297],0
d4,1,0.269011,1.221781,[594 116] ; [22  7],[591.82679296 118.17320704] ; [24.17320704  4.82679296],0
u1,1,0.277647,1.17857,[130 583] ; [ 3 26],[127.80188679 585.19811321] ; [ 5.19811321 23.80188679],0
n5,1,0.289541,1.121752,[548 160] ; [20  9],[545.64993216 162.35006784] ; [22.35006784  6.64993216],0
s8,1,0.292619,1.107534,[340 370] ; [11 18],[337.22598106 372.77401894] ; [13.77401894 15.22598106],0
