Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6.5e-05,15.941076,[28 41] ; [42 13],[38.9516129 30.0483871] ; [31.0483871 23.9516129],1
s3,1,0.000129,14.662685,[33 40] ; [44 12],[43.57364341 29.42635659] ; [33.42635659 22.57364341],1
s6,1,0.000454,12.293812,[40 31] ; [47  8],[49.02380952 21.97619048] ; [37.97619048 17.02380952],1
s2,1,0.000848,11.13407,[32 41] ; [41 15],[41.31007752 31.68992248] ; [31.68992248 24.31007752],1
n2,1,0.021447,5.290081,[19  3] ; [9 8],[15.79487179  6.20512821] ; [12.20512821  4.79487179],0
d2,1,0.027185,4.879038,[30 43] ; [34 22],[36.21705426 36.78294574] ; [27.78294574 28.21705426],0
d1,1,0.031284,4.637327,[33 40] ; [36 20],[39.04651163 33.95348837] ; [29.95348837 26.04651163],0
d4,1,0.034669,4.461413,[51 22] ; [48  8],[56.02325581 16.97674419] ; [42.97674419 13.02325581],0
u1,1,0.035589,4.416682,[ 8 65] ; [14 42],[12.4496124 60.5503876] ; [ 9.5503876 46.4496124],0
a7,1,0.050359,3.829466,[53 19] ; [32 24],[47.8125 24.1875] ; [37.1875 18.8125],0
p10,1,0.057757,3.600657,[50 22] ; [47  9],[54.5625 17.4375] ; [42.4375 13.5625],0
a1,1,0.068554,3.317301,[ 7 66] ; [ 1 55],[ 4.52713178 68.47286822] ; [ 3.47286822 52.52713178],0
b1,1,0.092784,2.825392,[27 46] ; [29 27],[31.68992248 41.31007752] ; [24.31007752 31.68992248],0
p9,1,0.093566,2.811922,[57 16] ; [50  6],[60.5503876 12.4496124] ; [46.4496124  9.5503876],0
s4,1,0.101861,2.676158,[15 55] ; [19 36],[19.04 50.96] ; [14.96 40.04],0
n4,1,0.109466,2.561914,[51 22] ; [46 10],[54.89147287 18.10852713] ; [42.10852713 13.89147287],0
p8,1,0.15848,1.988671,[42 31] ; [39 17],[45.8372093 27.1627907] ; [35.1627907 20.8372093],0
a5,1,0.167061,1.909124,[45 28] ; [41 15],[48.66666667 24.33333333] ; [37.33333333 18.66666667],0
d5,1,0.185455,1.753356,[49 23] ; [44 12],[52.3125 19.6875] ; [40.6875 15.3125],0
n5,1,0.210277,1.569519,[48 24] ; [43 13],[51.1875 20.8125] ; [39.8125 16.1875],0
b4,1,0.23401,1.416321,[39 34] ; [24 32],[35.65116279 37.34883721] ; [27.34883721 28.65116279],0
s1,1,0.236786,1.399626,[ 2 70] ; [ 4 51],[ 3.4015748 68.5984252] ; [ 2.5984252 52.4015748],0
a6,1,0.260978,1.263562,[50 23] ; [33 23],[46.96899225 26.03100775] ; [36.03100775 19.96899225],0
p4,1,0.265826,1.238159,[51 22] ; [44 12],[53.75968992 19.24031008] ; [41.24031008 14.75968992],0
r3,1,0.269548,1.219048,[69  3] ; [51  5],[67.5  4.5] ; [52.5  3.5],0
u3,1,0.300587,1.07159,[12 11] ; [11  5],[13.56410256  9.43589744] ; [9.43589744 6.56410256],0
p1,1,0.394854,0.723943,[ 8 65] ; [ 9 47],[ 9.62015504 63.37984496] ; [ 7.37984496 48.62015504],0
n6,1,0.40903,0.681619,[60 13] ; [49  7],[61.68217054 11.31782946] ; [47.31782946  8.68217054],0
a8,1,0.432185,0.616944,[ 7 62] ; [ 8 46],[ 8.41463415 60.58536585] ; [ 6.58536585 47.41463415],0
a2,1,0.448078,0.57551,[13 60] ; [13 43],[14.71317829 58.28682171] ; [11.28682171 44.71317829],0
p11,1,0.478002,0.503417,[52 21] ; [43 13],[53.75968992 19.24031008] ; [41.24031008 14.75968992],0
