Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,46.64548,[111 128] ; [93 16],[140.10344828  98.89655172] ; [63.89655172 45.10344828],1
n2,1,0.036843,4.357668,[46 16] ; [11 11],[42.07142857 19.92857143] ; [14.92857143  7.07142857],0
b4,1,0.045208,4.010848,[134 108] ; [74 37],[142.59490085  99.40509915] ; [65.40509915 45.59490085],0
p1,1,0.057102,3.619605,[ 19 222] ; [16 95],[ 23.96306818 217.03693182] ; [11.03693182 99.96306818],0
p5,1,0.063662,3.439306,[ 21 220] ; [17 94],[ 26.01704545 214.98295455] ; [11.98295455 99.01704545],0
v2,1,0.109474,2.561802,[113 118] ; [64 46],[119.90322581 111.09677419] ; [57.09677419 52.90322581],0
s5,1,0.186023,1.748841,[ 41 196] ; [25 82],[ 45.47093023 191.52906977] ; [20.52906977 86.47093023],0
n1,1,0.186961,1.7414,[30 30] ; [ 7 14],[27.40740741 32.59259259] ; [ 9.59259259 11.40740741],0
r2,1,0.190318,1.715155,[214  23] ; [103   6],[217.13583815  19.86416185] ; [99.86416185  9.13583815],0
d1,1,0.232505,1.425472,[123 119] ; [64 47],[128.19830028 113.80169972] ; [58.80169972 52.19830028],0
r1,1,0.25117,1.316786,[179  61] ; [89 22],[183.24786325  56.75213675] ; [84.75213675 26.24786325],0
d4,1,0.271457,1.209368,[178  63] ; [88 23],[182.11931818  58.88068182] ; [83.88068182 27.11931818],0
u1,1,0.281226,1.161156,[ 31 211] ; [19 92],[ 34.2776204 207.7223796] ; [15.7223796 95.2776204],0
a6,1,0.411065,0.67572,[176  66] ; [76 35],[172.7592068  69.2407932] ; [79.2407932 31.7592068],0
a7,1,0.413813,0.667819,[161  80] ; [79 32],[164.31818182  76.68181818] ; [75.68181818 35.31818182],0
u3,1,0.422422,0.643567,[36 47] ; [18 17],[37.98305085 45.01694915] ; [16.01694915 18.98305085],0
s1,1,0.445342,0.582481,[  5 236] ; [  1 107],[  4.14326648 236.85673352] ; [  1.85673352 106.14326648],0
d3,1,0.448701,0.573931,[149  93] ; [73 38],[152.19263456  89.80736544] ; [69.80736544 41.19263456],0
a5,1,0.468629,0.525207,[179  63] ; [78 33],[176.18696884  65.81303116] ; [80.81303116 30.18696884],0
d5,1,0.469044,0.524228,[188  54] ; [90 21],[190.58356941  51.41643059] ; [87.41643059 23.58356941],0
n3,1,0.471004,0.51962,[40 19] ; [16  5],[41.3 17.7] ; [14.7  6.3],0
p12,1,0.471672,0.518057,[ 11 229] ; [  7 102],[ 12.3782235 227.6217765] ; [  5.6217765 103.3782235],0
s4,1,0.518061,0.417752,[ 19 221] ; [11 99],[ 20.57142857 219.42857143] ; [  9.42857143 100.57142857],0
a4,1,0.555808,0.347014,[108 131] ; [46 64],[105.46131805 133.53868195] ; [48.53868195 61.46131805],0
a8,1,0.591551,0.287928,[ 33 188] ; [12 83],[ 31.47151899 189.52848101] ; [13.52848101 81.47151899],0
n5,1,0.601115,0.273317,[196  45] ; [92 18],[197.74358974  43.25641026] ; [90.25641026 19.74358974],0
a1,1,0.620583,0.245049,[ 14 228] ; [  5 106],[ 13.02549575 228.97450425] ; [  5.97450425 105.02549575],0
b2,1,0.672449,0.178751,[58 94] ; [30 43],[59.44888889 92.55111111] ; [28.55111111 44.44888889],0
b3,1,0.672449,0.178751,[58 94] ; [30 43],[59.44888889 92.55111111] ; [28.55111111 44.44888889],0
a3,1,0.721524,0.127037,[159  81] ; [75 35],[160.45714286  79.54285714] ; [73.54285714 36.45714286],0
b1,1,0.743339,0.107213,[ 96 146] ; [42 69],[ 94.60623229 147.39376771] ; [43.39376771 67.60623229],0
s3,1,0.745501,0.105351,[ 57 182] ; [28 82],[ 58.20916905 180.79083095] ; [26.79083095 83.20916905],0
a2,1,0.767328,0.08754,[ 49 193] ; [24 87],[ 50.04532578 191.95467422] ; [22.95467422 88.04532578],0
u2,1,0.829153,0.046564,[40 41] ; [17 19],[39.46153846 41.53846154] ; [17.53846154 18.46153846],0
d2,1,0.939734,0.005716,[113 126] ; [52 59],[112.67142857 126.32857143] ; [52.32857143 58.67142857],0
u4,1,0.943593,0.005006,[  2 240] ; [  1 110],[  2.05665722 239.94334278] ; [  0.94334278 110.05665722],0
b5,1,0.958495,0.002708,[141 101] ; [65 46],[141.22379603 100.77620397] ; [64.77620397 46.22379603],0
