Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,46.64548,[111 128] ; [93 16],[140.10344828  98.89655172] ; [63.89655172 45.10344828],1
p4,1,0.0,46.245418,[ 99 141] ; [89 22],[128.54700855 111.45299145] ; [59.45299145 51.54700855],1
p8,1,0.0,26.577447,[ 95 143] ; [76 33],[117.28530259 120.71469741] ; [53.71469741 55.28530259],1
p3,1,6e-06,20.395893,[ 94 147] ; [72 39],[113.65340909 127.34659091] ; [52.34659091 58.65340909],1
p2,1,9e-06,19.813108,[173  68] ; [103   8],[188.96590909  52.03409091] ; [87.03409091 23.96590909],1
s8,1,0.000216,13.689493,[ 50 190] ; [44 67],[ 64.27350427 175.72649573] ; [29.72649573 81.27350427],1
v1,1,0.000315,12.978352,[ 99 135] ; [70 41],[114.62608696 119.37391304] ; [54.37391304 56.62608696],1
r3,1,0.000682,11.536582,[208  32] ; [109   2],[216.75213675  23.24786325] ; [100.24786325  10.75213675],1
r4,1,0.001481,10.101752,[195  47] ; [104   7],[204.98016997  37.01983003] ; [94.01983003 16.98016997],0
p9,1,0.001536,10.034713,[173  64] ; [97 13],[184.4092219  52.5907781] ; [85.5907781 24.4092219],0
s7,1,0.001814,9.728568,[ 52 178] ; [40 62],[ 63.73493976 166.26506024] ; [28.26506024 73.73493976],0
v3,1,0.003645,8.452541,[ 72 162] ; [52 59],[ 84.10434783 149.89565217] ; [39.89565217 71.10434783],0
v4,1,0.020658,5.355416,[211  30] ; [106   5],[217.03693182  23.96306818] ; [99.96306818 11.03693182],0
p10,1,0.026736,4.907777,[171  69] ; [89 19],[179.31034483  60.68965517] ; [80.68965517 27.31034483],0
n6,1,0.028315,4.808811,[192  49] ; [99 12],[199.23579545  41.76420455] ; [91.76420455 19.23579545],0
s6,1,0.029224,4.754367,[102 138] ; [59 48],[111.35446686 128.64553314] ; [49.64553314 57.35446686],0
p11,1,0.031027,4.651477,[180  62] ; [94 17],[187.84135977  54.15864023] ; [86.15864023 24.84135977],0
