Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.351396,[ 2 22] ; [92 18],[16.8358209  7.1641791] ; [77.1641791 32.8358209],1
v4,1,1e-06,23.530197,[13 11] ; [100   8],[20.54545455  3.45454545] ; [92.45454545 15.54545455],1
p9,1,1e-05,19.437527,[ 6 15] ; [84 25],[14.53846154  6.46153846] ; [75.46153846 33.53846154],1
p11,1,6.2e-05,16.039861,[ 8 16] ; [83 27],[16.29850746  7.70149254] ; [74.70149254 35.29850746],1
p10,1,0.000158,14.278955,[ 7 16] ; [77 30],[14.86153846  8.13846154] ; [69.13846154 37.86153846],1
n6,1,0.000868,11.09076,[11 13] ; [87 23],[17.55223881  6.44776119] ; [80.44776119 29.55223881],1
a7,1,0.002077,9.48026,[ 6 18] ; [65 44],[12.81203008 11.18796992] ; [58.18796992 50.81203008],0
s6,1,0.003228,8.674031,[ 5 18] ; [60 48],[11.41221374 11.58778626] ; [53.58778626 54.41221374],0
r2,1,0.003835,8.360126,[15  9] ; [95 14],[19.84962406  4.15037594] ; [90.15037594 18.84962406],0
r1,1,0.00748,7.153852,[ 7 17] ; [64 44],[12.90909091 11.09090909] ; [58.09090909 49.90909091],0
d5,1,0.008281,6.971772,[ 5 19] ; [55 54],[10.82706767 13.17293233] ; [49.17293233 59.82706767],0
p4,1,0.009229,6.777965,[ 5 19] ; [55 55],[10.74626866 13.25373134] ; [49.25373134 60.74626866],0
p3,1,0.011978,6.314152,[ 3 21] ; [43 66],[ 8.30075188 15.69924812] ; [37.69924812 71.30075188],0
a1,1,0.012363,6.258055,[ 3 21] ; [  2 108],[ 0.89552239 23.10447761] ; [  4.10447761 105.89552239],0
n3,1,0.013467,6.106752,[11  8] ; [29  4],[14.61538462  4.38461538] ; [25.38461538  7.61538462],0
p2,1,0.015243,5.888113,[13 11] ; [86 24],[17.73134328  6.26865672] ; [81.26865672 28.73134328],0
a6,1,0.021688,5.270672,[ 8 16] ; [65 45],[13.07462687 10.92537313] ; [59.92537313 50.07462687],0
u3,1,0.02504,5.021142,[ 3 13] ; [30 30],[6.94736842 9.05263158] ; [26.05263158 33.94736842],0
s3,1,0.040586,4.193233,[ 5 17] ; [51 59],[ 9.33333333 12.66666667] ; [46.66666667 63.33333333],0
p7,1,0.048177,3.903798,[ 9 15] ; [65 44],[13.35338346 10.64661654] ; [60.64661654 48.35338346],0
n2,1,0.049081,3.872586,[10  9] ; [26  7],[13.15384615  5.84615385] ; [22.84615385 10.15384615],0
s2,1,0.059017,3.564789,[ 4 20] ; [40 69],[ 7.93984962 16.06015038] ; [36.06015038 72.93984962],0
p8,1,0.06962,3.291947,[ 5 17] ; [47 61],[ 8.8 13.2] ; [43.2 64.8],0
v2,1,0.071936,3.238275,[ 3 20] ; [33 71],[ 6.51968504 16.48031496] ; [29.48031496 74.51968504],0
v1,1,0.075335,3.162785,[ 5 19] ; [43 64],[ 8.79389313 15.20610687] ; [39.20610687 67.79389313],0
s7,1,0.092598,2.828613,[ 4 18] ; [39 67],[ 7.390625 14.609375] ; [35.609375 70.390625],0
b2,1,0.116083,2.469392,[ 6 10] ; [12 51],[ 3.64556962 12.35443038] ; [14.35443038 48.64556962],0
b3,1,0.116083,2.469392,[ 6 10] ; [12 51],[ 3.64556962 12.35443038] ; [14.35443038 48.64556962],0
p6,1,0.124926,2.354449,[ 3 20] ; [31 78],[ 5.92424242 17.07575758] ; [28.07575758 80.92424242],0
n1,1,0.130508,2.286449,[10  9] ; [10 22],[ 7.45098039 11.54901961] ; [12.54901961 19.45098039],0
n5,1,0.153852,2.033639,[20  4] ; [75 34],[17.14285714  6.85714286] ; [77.85714286 31.14285714],0
a5,1,0.16069,1.96772,[ 8 16] ; [54 56],[11.10447761 12.89552239] ; [50.89552239 59.10447761],0
b5,1,0.203423,1.617627,[11 13] ; [66 44],[13.79104478 10.20895522] ; [63.20895522 46.79104478],0
a8,1,0.206677,1.594554,[ 1 22] ; [14 87],[ 2.78225806 20.21774194] ; [12.21774194 88.78225806],0
n4,1,0.346432,0.886483,[17  7] ; [66 43],[14.97744361  9.02255639] ; [68.02255639 40.97744361],0
a3,1,0.432875,0.615098,[ 8 14] ; [50 60],[ 9.66666667 12.33333333] ; [48.33333333 61.66666667],0
d3,1,0.43347,0.613508,[ 4 20] ; [26 82],[ 5.45454545 18.54545455] ; [24.54545455 83.45454545],0
a4,1,0.448063,0.575546,[ 4 19] ; [27 82],[ 5.40151515 17.59848485] ; [25.59848485 83.40151515],0
u2,1,0.448804,0.573671,[ 5 11] ; [25 35],[6.31578947 9.68421053] ; [23.68421053 36.31578947],0
b1,1,0.46358,0.537238,[12 12] ; [46 64],[10.3880597 13.6119403] ; [47.6119403 62.3880597],0
a2,1,0.497657,0.459929,[ 1 23] ; [  9 101],[ 1.79104478 22.20895522] ; [  8.20895522 101.79104478],0
s5,1,0.533511,0.387699,[ 3 21] ; [19 88],[ 4.03053435 19.96946565] ; [17.96946565 89.03053435],0
s1,1,0.614255,0.254025,[ 2 22] ; [  6 101],[ 1.46564885 22.53435115] ; [  6.53435115 100.46564885],0
p5,1,0.685525,0.163972,[ 2 21] ; [  7 103],[ 1.55639098 21.44360902] ; [  7.44360902 102.55639098],0
p12,1,0.707339,0.14095,[ 1 23] ; [  3 107],[ 0.71641791 23.28358209] ; [  3.28358209 106.71641791],0
d2,1,0.7076,0.140686,[ 7 17] ; [28 82],[ 6.26865672 17.73134328] ; [28.73134328 81.26865672],0
p1,1,0.716771,0.131607,[ 3 21] ; [11 99],[ 2.50746269 21.49253731] ; [11.49253731 98.50746269],0
b4,1,0.808509,0.058734,[12 12] ; [52 58],[11.46268657 12.53731343] ; [52.53731343 57.46268657],0
s4,1,0.89872,0.0162,[ 5 19] ; [24 85],[ 5.23308271 18.76691729] ; [23.76691729 85.23308271],0
d1,1,0.935206,0.006609,[ 1 23] ; [  5 105],[ 1.07462687 22.92537313] ; [  4.92537313 105.07462687],0
