Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,8e-05,15.568068,[34 18] ; [21 50],[23.25203252 28.74796748] ; [31.74796748 39.25203252],1
r1,1,0.000113,14.897847,[42 10] ; [34 39],[31.616 20.384] ; [44.384 28.616],1
a4,1,0.003235,8.669839,[18 34] ; [ 9 63],[11.32258065 40.67741935] ; [15.67741935 56.32258065],0
s7,1,0.003679,8.435677,[17 31] ; [ 9 61],[10.57627119 37.42372881] ; [15.42372881 54.57627119],0
a6,1,0.004695,7.993141,[36 17] ; [31 42],[28.18253968 24.81746032] ; [38.81746032 34.18253968],0
r4,1,0.008143,7.001809,[43 10] ; [43 30],[36.17460317 16.82539683] ; [49.82539683 23.17460317],0
p5,1,0.013554,6.095363,[ 9 43] ; [ 3 70],[ 4.992 47.008] ; [ 7.008 65.992],0
p8,1,0.022151,5.233864,[26 25] ; [22 50],[19.90243902 31.09756098] ; [28.09756098 43.90243902],0
a7,1,0.024251,5.076624,[32 20] ; [30 43],[25.792 26.208] ; [36.208 36.792],0
p4,1,0.025867,4.964906,[24 28] ; [19 52],[18.17886179 33.82113821] ; [24.82113821 46.17886179],0
p10,1,0.033199,4.535509,[35 16] ; [35 36],[29.26229508 21.73770492] ; [40.73770492 30.26229508],0
v2,1,0.036528,4.372291,[24 27] ; [19 48],[18.58474576 32.41525424] ; [24.41525424 42.58474576],0
p1,1,0.039733,4.229251,[10 43] ; [ 5 68],[ 6.30952381 46.69047619] ; [ 8.69047619 64.30952381],0
p12,1,0.050056,3.839596,[ 6 46] ; [ 2 70],[ 3.35483871 48.64516129] ; [ 4.64516129 67.35483871],0
v3,1,0.063642,3.439843,[18 32] ; [15 57],[13.52459016 36.47540984] ; [19.47540984 52.52459016],0
v4,1,0.064753,3.411248,[47  5] ; [56 16],[43.19354839  8.80645161] ; [59.80645161 12.19354839],0
b2,1,0.070684,3.267054,[16 16] ; [12 29],[12.2739726 19.7260274] ; [15.7260274 25.2739726],0
b3,1,0.070684,3.267054,[16 16] ; [12 29],[12.2739726 19.7260274] ; [15.7260274 25.2739726],0
n2,1,0.082934,3.006447,[14  2] ; [17 10],[11.53488372  4.46511628] ; [19.46511628  7.53488372],0
a8,1,0.091491,2.847948,[ 6 41] ; [ 3 67],[ 3.61538462 43.38461538] ; [ 5.38461538 64.61538462],0
b1,1,0.106505,2.605324,[28 25] ; [28 45],[23.55555556 29.44444444] ; [32.44444444 40.55555556],0
n4,1,0.1229,2.379967,[36 16] ; [40 32],[31.87096774 20.12903226] ; [44.12903226 27.87096774],0
r3,1,0.135427,2.229165,[44  7] ; [55 18],[40.71774194 10.28225806] ; [58.28225806 14.71774194],0
p11,1,0.138063,2.199416,[40 13] ; [46 27],[36.17460317 16.82539683] ; [49.82539683 23.17460317],0
d3,1,0.148198,2.090698,[21 32] ; [20 53],[17.24603175 35.75396825] ; [23.75396825 49.24603175],0
p3,1,0.148198,2.090698,[21 32] ; [20 53],[17.24603175 35.75396825] ; [23.75396825 49.24603175],0
n5,1,0.170229,1.880923,[37 15] ; [42 29],[33.39837398 18.60162602] ; [45.60162602 25.39837398],0
v1,1,0.180171,1.796213,[23 29] ; [23 48],[19.44715447 32.55284553] ; [26.55284553 44.44715447],0
n6,1,0.233033,1.422254,[40 12] ; [49 24],[37.024 14.976] ; [51.976 21.024],0
d2,1,0.33474,0.930473,[14 39] ; [14 59],[11.77777778 41.22222222] ; [16.22222222 56.77777778],0
b5,1,0.397861,0.71478,[25 28] ; [40 33],[27.34126984 25.65873016] ; [37.65873016 35.34126984],0
p9,1,0.405789,0.691104,[36 15] ; [45 26],[33.86065574 17.13934426] ; [47.13934426 23.86065574],0
u1,1,0.40707,0.687343,[ 3 50] ; [ 2 71],[ 2.1031746 50.8968254] ; [ 2.8968254 70.1031746],0
n3,1,0.426931,0.631158,[11  3] ; [18  9],[9.90243902 4.09756098] ; [19.09756098  7.90243902],0
s4,1,0.448776,0.573741,[ 5 48] ; [10 62],[ 6.36 46.64] ; [ 8.64 63.36],0
r2,1,0.462755,0.539222,[44  8] ; [58 15],[42.432  9.568] ; [59.568 13.432],0
d4,1,0.471281,0.518971,[18 35] ; [29 43],[19.928 33.072] ; [27.072 44.928],0
n1,1,0.542385,0.371137,[7 8] ; [10 17],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
p7,1,0.601472,0.272781,[27 25] ; [33 37],[25.57377049 26.42622951] ; [34.42622951 35.57377049],0
s8,1,0.63972,0.219108,[11 41] ; [13 60],[ 9.984 42.016] ; [14.016 58.984],0
s1,1,0.663429,0.189385,[ 3 48] ; [ 3 69],[ 2.48780488 48.51219512] ; [ 3.51219512 68.48780488],0
s5,1,0.721831,0.126746,[ 8 45] ; [ 9 61],[ 7.32520325 45.67479675] ; [ 9.67479675 60.32520325],0
d1,1,0.743845,0.106776,[ 2 51] ; [ 2 71],[ 1.68253968 51.31746032] ; [ 2.31746032 70.68253968],0
b4,1,0.752932,0.099084,[29 24] ; [42 31],[29.86507937 23.13492063] ; [41.13492063 31.86507937],0
u3,1,0.780916,0.077353,[ 8 11] ; [20 32],[ 7.49295775 11.50704225] ; [20.50704225 31.49295775],0
p6,1,0.872142,0.025901,[12 41] ; [15 55],[11.63414634 41.36585366] ; [15.36585366 54.63414634],0
u2,1,0.938156,0.00602,[ 8 11] ; [22 29],[ 8.14285714 10.85714286] ; [21.85714286 29.14285714],0
s6,1,0.945416,0.004687,[18 34] ; [25 46],[18.17886179 33.82113821] ; [24.82113821 46.17886179],0
a1,1,0.965089,0.001916,[ 3 50] ; [ 4 69],[ 2.94444444 50.05555556] ; [ 4.05555556 68.94444444],0
s3,1,0.973827,0.001076,[15 38] ; [20 50],[15.08130081 37.91869919] ; [19.91869919 50.08130081],0
p2,1,0.978538,0.000724,[34 19] ; [47 26],[34.07142857 18.92857143] ; [46.92857143 26.07142857],0
