Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,22.095872,[ 9 22] ; [76 25],[19.96212121 11.03787879] ; [65.03787879 35.96212121],1
p8,1,2.3e-05,17.953925,[ 6 25] ; [64 38],[16.31578947 14.68421053] ; [53.68421053 48.31578947],1
p4,1,0.000468,12.239099,[11 20] ; [73 31],[19.28888889 11.71111111] ; [64.71111111 39.28888889],1
n5,1,0.002229,9.351103,[17 14] ; [85 19],[23.42222222  7.57777778] ; [78.57777778 25.42222222],0
p3,1,0.006784,7.329223,[ 9 22] ; [59 45],[15.61481481 15.38518519] ; [52.38518519 51.61481481],0
s7,1,0.008699,6.883675,[11 18] ; [67 36],[17.13636364 11.86363636] ; [60.86363636 42.13636364],0
s3,1,0.009761,6.677968,[15 15] ; [77 26],[20.7518797  9.2481203] ; [71.2481203 31.7518797],0
a6,1,0.010837,6.491782,[13 18] ; [70 34],[19.05925926 11.94074074] ; [63.94074074 40.05925926],0
p6,1,0.014424,5.985489,[ 6 25] ; [45 58],[11.79850746 19.20149254] ; [39.20149254 63.79850746],0
a5,1,0.020479,5.370569,[18 13] ; [82 22],[22.96296296  8.03703704] ; [77.03703704 26.96296296],0
d5,1,0.022683,5.192628,[20 11] ; [86 17],[24.52238806  6.47761194] ; [81.47761194 21.52238806],0
a2,1,0.025376,4.998035,[ 2 29] ; [26 78],[ 6.42962963 24.57037037] ; [21.57037037 82.42962963],0
d1,1,0.032752,4.558716,[13 18] ; [66 38],[18.14074074 12.85925926] ; [60.85925926 43.14074074],0
s1,1,0.053343,3.73313,[ 4 26] ; [  4 100],[ 1.79104478 28.20895522] ; [ 6.20895522 97.79104478],0
p11,1,0.064241,3.424351,[19 12] ; [81 23],[22.96296296  8.03703704] ; [77.03703704 26.96296296],0
d3,1,0.068739,3.312882,[19 12] ; [80 23],[22.90298507  8.09701493] ; [76.09701493 26.90298507],0
p9,1,0.071064,3.258261,[23  7] ; [93 11],[25.97014925  4.02985075] ; [90.02985075 13.97014925],0
p10,1,0.072785,3.219061,[23  8] ; [91 13],[26.17777778  4.82222222] ; [87.82222222 16.17777778],0
v4,1,0.107222,2.594693,[28  3] ; [101   3],[29.62222222  1.37777778] ; [99.37777778  4.62222222],0
d4,1,0.125693,2.344913,[21 10] ; [84 20],[24.11111111  6.88888889] ; [80.88888889 23.11111111],0
n4,1,0.13802,2.1999,[18 13] ; [75 29],[21.35555556  9.64444444] ; [71.64444444 32.35555556],0
a3,1,0.13802,2.1999,[18 13] ; [75 29],[21.35555556  9.64444444] ; [71.64444444 32.35555556],0
s2,1,0.141751,2.158851,[17 12] ; [75 28],[20.21212121  8.78787879] ; [71.78787879 31.21212121],0
