Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,53.68179,[191  66] ; [41 77],[158.99733333  98.00266667] ; [73.00266667 44.99733333],1
b5,1,0.012421,6.249733,[150 109] ; [52 66],[138.77453581 120.22546419] ; [63.22546419 54.77453581],0
s2,1,0.018778,5.5221,[103 155] ; [32 85],[ 92.88 165.12] ; [42.12 74.88],0
s6,1,0.020199,5.394626,[138 118] ; [47 68],[127.65498652 128.34501348] ; [57.34501348 57.65498652],0
u3,1,0.035589,4.416675,[39 38] ; [17 36],[33.16923077 43.83076923] ; [22.83076923 30.16923077],0
p9,1,0.069936,3.284529,[191  63] ; [76 39],[183.78861789  70.21138211] ; [83.21138211 31.78861789],0
n3,1,0.08368,2.991943,[53 23] ; [22 19],[48.71794872 27.28205128] ; [26.28205128 14.71794872],0
p7,1,0.089078,2.890965,[144 109] ; [55 61],[136.44173442 116.55826558] ; [62.55826558 53.44173442],0
p8,1,0.165463,1.923579,[115 139] ; [44 73],[108.85714286 145.14285714] ; [50.14285714 66.85714286],0
d2,1,0.169915,1.883691,[122 136] ; [46 70],[115.89304813 142.10695187] ; [52.10695187 63.89304813],0
u4,1,0.184739,1.759085,[  1 258] ; [  2 116],[  2.06100796 256.93899204] ; [  0.93899204 117.06100796],0
v3,1,0.193865,1.688,[ 71 179] ; [25 89],[ 65.93406593 184.06593407] ; [30.06593407 83.93406593],0
p11,1,0.261544,1.260566,[186  73] ; [78 40],[181.36870027  77.63129973] ; [82.63129973 35.36870027],0
s3,1,0.273644,1.198387,[123 134] ; [48 67],[118.13709677 138.86290323] ; [52.86290323 62.13709677],0
a8,1,0.342276,0.901889,[ 35 204] ; [12 98],[ 32.18624642 206.81375358] ; [14.81375358 95.18624642],0
n5,1,0.366279,0.81625,[165  91] ; [81 36],[168.83646113  87.16353887] ; [77.16353887 39.83646113],0
p4,1,0.374295,0.789354,[125 133] ; [50 65],[121.04557641 136.95442359] ; [53.95442359 61.04557641],0
p12,1,0.399459,0.709954,[ 14 244] ; [  4 113],[ 12.384 245.616] ; [  5.616 111.384],0
u2,1,0.430638,0.621101,[40 38] ; [23 29],[37.8 40.2] ; [25.2 26.8],0
a4,1,0.443564,0.587045,[106 153] ; [43 74],[102.6356383 156.3643617] ; [46.3643617 70.6356383],0
b3,1,0.447525,0.576914,[ 48 100] ; [26 43],[50.47004608 97.52995392] ; [23.52995392 45.47004608],0
b2,1,0.447525,0.576914,[ 48 100] ; [26 43],[50.47004608 97.52995392] ; [23.52995392 45.47004608],0
p3,1,0.510053,0.433959,[101 157] ; [42 76],[ 98.12234043 159.87765957] ; [44.87765957 73.12234043],0
s5,1,0.515205,0.423481,[ 59 195] ; [23 91],[ 56.59782609 197.40217391] ; [25.40217391 88.59782609],0
b4,1,0.656882,0.197333,[149 110] ; [65 53],[147.01856764 111.98143236] ; [66.98143236 51.01856764],0
s1,1,0.677803,0.17261,[ 11 245] ; [  4 114],[ 10.26737968 245.73262032] ; [  4.73262032 113.26737968],0
s7,1,0.715516,0.132829,[ 91 154] ; [39 72],[ 89.46629213 155.53370787] ; [40.53370787 70.46629213],0
s8,1,0.717956,0.130459,[ 81 176] ; [35 83],[ 79.49866667 177.50133333] ; [36.50133333 81.49866667],0
a1,1,0.781428,0.076984,[ 15 244] ; [  6 112],[ 14.4270557 244.5729443] ; [  6.5729443 111.4270557],0
n2,1,0.811651,0.056785,[50 26] ; [28 16],[49.4 26.6] ; [28.6 15.4],0
p1,1,0.823525,0.049735,[ 19 237] ; [  8 110],[ 18.48128342 237.51871658] ; [  8.51871658 109.48128342],0
n1,1,0.861674,0.030361,[27 47] ; [15 28],[26.56410256 47.43589744] ; [15.43589744 27.56410256],0
p6,1,0.908732,0.013142,[ 64 193] ; [28 87],[ 63.55913978 193.44086022] ; [28.44086022 86.55913978],0
n6,1,0.935309,0.006588,[197  60] ; [90 28],[196.69066667  60.30933333] ; [90.30933333 27.69066667],0
p5,1,0.969456,0.001466,[ 22 234] ; [ 10 108],[ 21.90374332 234.09625668] ; [ 10.09625668 107.90374332],0
n4,1,0.97719,0.000818,[184  75] ; [84 34],[184.11671088  74.88328912] ; [83.88328912 34.11671088],0
