Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,83.06343,[ 46 187] ; [204 149],[ 99.40273038 133.59726962] ; [150.59726962 202.40273038],1
v1,1,0.0,30.322306,[101 131] ; [238 120],[133.30169492  98.69830508] ; [205.69830508 152.30169492],1
p10,1,0.001884,9.658901,[183  52] ; [315  45],[196.68907563  38.31092437] ; [301.31092437  58.68907563],0
r1,1,0.002083,9.475265,[198  38] ; [334  29],[209.60267112  26.39732888] ; [322.39732888  40.60267112],0
p9,1,0.002697,9.001873,[192  44] ; [322  36],[204.21548822  31.78451178] ; [309.78451178  48.21548822],0
p3,1,0.002805,8.930055,[111 126] ; [214 147],[128.80434783 108.19565217] ; [196.19565217 164.80434783],0
s7,1,0.007172,7.229363,[105 121] ; [201 146],[120.69109948 105.30890052] ; [185.30890052 161.69109948],0
s4,1,0.013763,6.068317,[ 50 184] ; [ 49 310],[ 39.06576728 194.93423272] ; [ 59.93423272 299.06576728],0
s1,1,0.032774,4.557571,[ 12 222] ; [  7 350],[  7.52284264 226.47715736] ; [ 11.47715736 345.52284264],0
d4,1,0.034459,4.471765,[195  41] ; [322  41],[203.69282137  32.30717863] ; [313.30717863  49.69282137],0
p7,1,0.042731,4.106016,[145  91] ; [246 108],[156.4  79.6] ; [234.6 119.4],0
a7,1,0.053266,3.735545,[167  71] ; [281  83],[177.11627907  60.88372093] ; [270.88372093  93.11627907],0
p8,1,0.054402,3.700319,[122 115] ; [210 143],[133.36271186 103.63728814] ; [198.63728814 154.36271186],0
d1,1,0.056036,3.650978,[151  87] ; [258 106],[161.69767442  76.30232558] ; [247.30232558 116.69767442],0
b1,1,0.067278,3.348218,[102 136] ; [129 235],[ 91.3255814 146.6744186] ; [139.6744186 224.3255814],0
p4,1,0.070888,3.262344,[141  96] ; [239 119],[151.36134454  85.63865546] ; [228.63865546 129.36134454],0
u1,1,0.072725,3.220425,[ 47 191] ; [ 95 269],[ 56.13953488 181.86046512] ; [ 85.86046512 278.13953488],0
r2,1,0.092511,2.830121,[230   6] ; [359   3],[232.44816054   3.55183946] ; [356.55183946   5.44816054],0
p12,1,0.094477,2.796392,[ 16 220] ; [ 39 321],[ 21.77852349 214.22147651] ; [ 33.22147651 326.77852349],0
n2,1,0.127597,2.321495,[46 19] ; [51 11],[49.64566929 15.35433071] ; [47.35433071 14.64566929],0
s8,1,0.148402,2.088605,[107 129] ; [184 174],[115.61616162 120.38383838] ; [175.38383838 182.61616162],0
s2,1,0.157559,1.997497,[116 119] ; [199 161],[124.41176471 110.58823529] ; [190.58823529 169.41176471],0
n5,1,0.160539,1.969138,[176  62] ; [284  76],[183.07692308  54.92307692] ; [276.92307692  83.07692308],0
a8,1,0.195114,1.678577,[ 27 196] ; [ 51 266],[ 32.21111111 190.78888889] ; [ 45.78888889 271.21111111],0
d3,1,0.201784,1.629412,[165  72] ; [270  93],[171.825  65.175] ; [263.175  99.825],0
d5,1,0.222394,1.488858,[197  39] ; [316  47],[202.11686144  33.88313856] ; [310.88313856  52.11686144],0
a3,1,0.238284,1.39072,[184  54] ; [295  68],[189.68718802  48.31281198] ; [289.31281198  73.68718802],0
a6,1,0.282191,1.156509,[168  69] ; [271  91],[173.69449082  63.30550918] ; [265.30550918  96.69449082],0
a4,1,0.298837,1.079377,[133 104] ; [188 175],[126.795 110.205] ; [194.205 168.795],0
r3,1,0.306359,1.046309,[232   6] ; [358   5],[233.64392679   4.35607321] ; [356.35607321   6.64392679],0
a1,1,0.324576,0.970419,[ 10 228] ; [ 22 342],[ 12.65116279 225.34883721] ; [ 19.34883721 344.65116279],0
s5,1,0.349594,0.874929,[ 84 147] ; [140 208],[ 89.36787565 141.63212435] ; [134.63212435 213.36787565],0
p11,1,0.407931,0.684822,[187  51] ; [296  68],[190.95348837  47.04651163] ; [292.04651163  71.95348837],0
d2,1,0.421869,0.645102,[133 103] ; [216 146],[137.73244147  98.26755853] ; [211.26755853 150.73244147],0
n4,1,0.424079,0.638984,[191  46] ; [301  61],[194.66444073  42.33555927] ; [297.33555927  64.66444073],0
n6,1,0.437959,0.601625,[203  35] ; [315  45],[206.16053512  31.83946488] ; [311.83946488  48.16053512],0
n3,1,0.467863,0.527019,[44 17] ; [49 14],[45.75 15.25] ; [47.25 15.75],0
p2,1,0.474093,0.512421,[200  38] ; [311  50],[203.03505843  34.96494157] ; [307.96494157  53.03505843],0
b4,1,0.50312,0.44835,[136 102] ; [218 146],[139.95348837  98.04651163] ; [214.04651163 149.95348837],0
a2,1,0.529372,0.395597,[ 72 166] ; [119 245],[ 75.51162791 162.48837209] ; [115.48837209 248.51162791],0
p5,1,0.557156,0.344652,[ 30 207] ; [ 40 321],[ 27.74247492 209.25752508] ; [ 42.25752508 318.74247492],0
p1,1,0.592592,0.286315,[ 22 215] ; [ 29 332],[ 20.21237458 216.78762542] ; [ 30.78762542 330.21237458],0
u4,1,0.618845,0.247494,[  5 233] ; [ 10 354],[  5.93023256 232.06976744] ; [  9.06976744 354.93023256],0
s3,1,0.620875,0.244639,[130 106] ; [204 153],[132.92411467 103.07588533] ; [201.07588533 155.92411467],0
p6,1,0.63564,0.22449,[ 89 149] ; [140 216],[ 91.75420875 146.24579125] ; [137.24579125 218.75420875],0
v4,1,0.662231,0.190824,[233   4] ; [356   8],[232.26788686   4.73211314] ; [356.73211314   7.26788686],0
s6,1,0.686882,0.162482,[164  66] ; [249 108],[161.82282794  68.17717206] ; [251.17717206 105.82282794],0
b2,1,0.712999,0.1353,[60 89] ; [ 97 133],[61.72295515 87.27704485] ; [ 95.27704485 134.72295515],0
b3,1,0.712999,0.1353,[60 89] ; [ 97 133],[61.72295515 87.27704485] ; [ 95.27704485 134.72295515],0
u2,1,0.716947,0.131437,[30 24] ; [40 28],[30.98360656 23.01639344] ; [39.01639344 28.98360656],0
n1,1,0.869989,0.026789,[24 39] ; [22 38],[23.56097561 39.43902439] ; [22.43902439 37.56097561],0
u3,1,0.891188,0.018714,[33 21] ; [43 26],[33.36585366 20.63414634] ; [42.63414634 26.36585366],0
b5,1,0.927636,0.008248,[141  97] ; [217 147],[141.53488372  96.46511628] ; [216.46511628 147.53488372],0
