Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000249,13.422743,[ 7 25] ; [17  7],[13.71428571 18.28571429] ; [10.28571429 13.71428571],1
p11,1,0.000265,13.300322,[ 4 28] ; [15 11],[10.48275862 21.51724138] ; [ 8.51724138 17.48275862],1
p4,1,0.000279,13.203264,[ 2 30] ; [12 13],[ 7.85964912 24.14035088] ; [ 6.14035088 18.85964912],1
p8,1,0.000408,12.49328,[ 1 30] ; [10 14],[ 6.2 24.8] ; [ 4.8 19.2],1
r3,1,0.000756,11.346893,[ 8 24] ; [18  8],[14.34482759 17.65517241] ; [11.65517241 14.34482759],1
b3,1,0.000834,11.163405,[11  7] ; [ 1 15],[ 6.35294118 11.64705882] ; [ 5.64705882 10.35294118],1
b2,1,0.000834,11.163405,[11  7] ; [ 1 15],[ 6.35294118 11.64705882] ; [ 5.64705882 10.35294118],1
s2,1,0.001467,10.12017,[ 3 29] ; [12 14],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
s6,1,0.00489,7.919618,[ 5 27] ; [13 13],[ 9.93103448 22.06896552] ; [ 8.06896552 17.93103448],0
u2,1,0.008164,6.997169,[ 4 10] ; [9 2],[7.28 6.72] ; [5.72 5.28],0
v4,1,0.011742,6.34941,[11 21] ; [17  8],[15.71929825 16.28070175] ; [12.28070175 12.71929825],0
s3,1,0.014526,5.973093,[ 8 23] ; [15 11],[12.50877193 18.49122807] ; [10.49122807 15.50877193],0
b5,1,0.018756,5.524141,[11 21] ; [17  9],[15.44827586 16.55172414] ; [12.55172414 13.44827586],0
n2,1,0.023525,5.129282,[ 6 11] ; [10  3],[9.06666667 7.93333333] ; [6.93333333 6.06666667],0
p10,1,0.041426,4.158504,[ 9 22] ; [14 11],[12.73214286 18.26785714] ; [10.26785714 14.73214286],0
s8,1,0.045178,4.011988,[ 1 31] ; [ 5 21],[ 3.31034483 28.68965517] ; [ 2.68965517 23.31034483],0
p9,1,0.049737,3.850289,[11 20] ; [16 10],[14.68421053 16.31578947] ; [12.31578947 13.68421053],0
s7,1,0.078983,3.085714,[ 4 26] ; [ 8 16],[ 6.66666667 23.33333333] ; [ 5.33333333 18.66666667],0
v3,1,0.082674,3.011538,[ 8 24] ; [ 2 24],[ 5.51724138 26.48275862] ; [ 4.48275862 21.51724138],0
b1,1,0.099495,2.713613,[18 14] ; [20  6],[20.96551724 11.03448276] ; [17.03448276  8.96551724],0
a1,1,0.137917,2.201051,[ 7 25] ; [ 2 24],[ 4.96551724 27.03448276] ; [ 4.03448276 21.96551724],0
d2,1,0.139178,2.187029,[16 16] ; [ 8 18],[13.24137931 18.75862069] ; [10.75862069 15.24137931],0
a2,1,0.142955,2.145864,[ 5 27] ; [ 1 25],[ 3.31034483 28.68965517] ; [ 2.68965517 23.31034483],0
p3,1,0.146846,2.104708,[ 3 28] ; [ 6 19],[ 4.98214286 26.01785714] ; [ 4.01785714 20.98214286],0
n3,1,0.153348,2.038623,[ 6 11] ; [8 5],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
a4,1,0.156744,2.005359,[13 19] ; [ 6 20],[10.48275862 21.51724138] ; [ 8.51724138 17.48275862],0
v2,1,0.188075,1.73263,[ 8 23] ; [11 15],[10.33333333 20.66666667] ; [ 8.66666667 17.33333333],0
a8,1,0.193048,1.694204,[ 1 31] ; [ 3 22],[ 2.24561404 29.75438596] ; [ 1.75438596 23.24561404],0
d1,1,0.274913,1.192067,[13 19] ; [ 7 19],[11.03448276 20.96551724] ; [ 8.96551724 17.03448276],0
s4,1,0.288913,1.124679,[ 4 28] ; [ 6 20],[ 5.51724138 26.48275862] ; [ 4.48275862 21.51724138],0
a5,1,0.379541,0.772189,[16 16] ; [10 16],[14.34482759 17.65517241] ; [11.65517241 14.34482759],0
r2,1,0.402417,0.701093,[19 12] ; [12 12],[17.47272727 13.52727273] ; [13.52727273 10.47272727],0
u3,1,0.40905,0.681561,[ 3 11] ; [4 7],[ 3.92 10.08] ; [3.08 7.92],0
n5,1,0.412279,0.672218,[15 17] ; [15 11],[16.55172414 15.44827586] ; [13.44827586 12.55172414],0
a7,1,0.444135,0.585577,[18 14] ; [12 14],[16.55172414 15.44827586] ; [13.44827586 12.55172414],0
d3,1,0.652577,0.202667,[16 16] ; [11 14],[15.15789474 16.84210526] ; [11.84210526 13.15789474],0
r1,1,0.662374,0.190653,[ 9 23] ; [ 6 20],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
s5,1,0.666516,0.185705,[ 5 27] ; [ 5 20],[ 5.61403509 26.38596491] ; [ 4.38596491 20.61403509],0
d4,1,0.684238,0.165394,[18 14] ; [16 10],[18.75862069 13.24137931] ; [15.24137931 10.75862069],0
a6,1,0.770657,0.084982,[16 16] ; [14 12],[16.55172414 15.44827586] ; [13.44827586 12.55172414],0
b4,1,0.770657,0.084982,[16 16] ; [12 14],[15.44827586 16.55172414] ; [12.55172414 13.44827586],0
n1,1,0.794459,0.067873,[ 6 11] ; [4 9],[ 5.66666667 11.33333333] ; [4.33333333 8.66666667],0
s1,1,0.82037,0.05156,[ 3 29] ; [ 2 24],[ 2.75862069 29.24137931] ; [ 2.24137931 23.75862069],0
d5,1,0.897041,0.016744,[19 13] ; [15 11],[18.75862069 13.24137931] ; [15.24137931 10.75862069],0
v1,1,0.898496,0.016272,[11 21] ; [ 9 16],[11.22807018 20.77192982] ; [ 8.77192982 16.22807018],0
a3,1,0.977384,0.000804,[18 13] ; [15 11],[17.94736842 13.05263158] ; [15.05263158 10.94736842],0
n4,1,1.0,0.0,[16 16] ; [13 13],[16. 16.] ; [13. 13.],0
