Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,22.134688,[141 126] ; [45  6],[156.16981132 110.83018868] ; [29.83018868 21.16981132],1
p1,1,4e-06,21.410664,[ 15 255] ; [13 38],[ 23.55140187 246.44859813] ; [ 4.44859813 46.55140187],1
b5,1,0.000245,13.451159,[171 101] ; [18 33],[159.15789474 112.84210526] ; [29.84210526 21.15789474],1
s7,1,0.00032,12.948008,[185  74] ; [46  2],[194.88273616  64.11726384] ; [36.11726384 11.88273616],1
p4,1,0.00033,12.890623,[169 102] ; [45  6],[180.10559006  90.89440994] ; [33.89440994 17.10559006],1
p3,1,0.000464,12.255939,[147 125] ; [41 10],[158.31578947 113.68421053] ; [29.68421053 21.31578947],1
s5,1,0.001023,10.786125,[ 94 166] ; [30 19],[104.33656958 155.66343042] ; [19.66343042 29.33656958],0
p12,1,0.001045,10.746893,[ 25 244] ; [13 38],[ 31.94375 237.05625] ; [ 6.05625 44.94375],0
p6,1,0.00173,9.816428,[111 159] ; [32 17],[121.03448276 148.96551724] ; [21.96551724 27.03448276],0
s1,1,0.006975,7.279361,[  6 260] ; [ 5 46],[  9.23028391 256.76971609] ; [ 1.76971609 49.23028391],0
p7,1,0.016306,5.769523,[176  89] ; [41  8],[183.13694268  81.86305732] ; [33.86305732 15.13694268],0
v3,1,0.032417,4.576321,[126 133] ; [32 17],[132.86363636 126.13636364] ; [25.13636364 23.86363636],0
a6,1,0.049836,3.846962,[187  84] ; [28 23],[180.94720497  90.05279503] ; [34.05279503 16.94720497],0
d2,1,0.061064,3.50824,[156 116] ; [22 29],[149.89473684 122.10526316] ; [28.10526316 22.89473684],0
v1,1,0.07132,3.252376,[158 103] ; [37 13],[163.64951768  97.35048232] ; [31.35048232 18.64951768],0
a1,1,0.071949,3.237995,[ 14 258] ; [ 6 45],[ 16.84210526 255.15789474] ; [ 3.15789474 47.84210526],0
u3,1,0.110183,2.551588,[42 17] ; [4 5],[39.91176471 19.08823529] ; [6.08823529 2.91176471],0
a2,1,0.12552,2.347059,[ 76 196] ; [ 9 42],[ 71.57894737 200.42105263] ; [13.42105263 37.57894737],0
n5,1,0.147858,2.094216,[214  55] ; [45  6],[217.721875  51.278125] ; [41.278125  9.721875],0
u4,1,0.179933,1.798178,[ 10 262] ; [ 4 47],[ 11.78947368 260.21052632] ; [ 2.21052632 48.78947368],0
n4,1,0.195003,1.679406,[224  46] ; [46  5],[227.10280374  42.89719626] ; [42.89719626  8.10280374],0
u1,1,0.195438,1.676143,[ 59 213] ; [ 7 44],[ 55.57894737 216.42105263] ; [10.42105263 40.57894737],0
p9,1,0.316335,1.00404,[241  28] ; [48  3],[242.940625  26.059375] ; [46.059375  4.940625],0
n1,1,0.317742,0.998217,[25 30] ; [9 6],[26.71428571 28.28571429] ; [7.28571429 7.71428571],0
n6,1,0.331655,0.942425,[235  34] ; [47  4],[237.05625  31.94375] ; [44.94375  6.05625],0
s3,1,0.353207,0.861901,[187  80] ; [39 12],[189.75471698  77.24528302] ; [36.24528302 14.75471698],0
p11,1,0.36043,0.836394,[220  52] ; [44  7],[222.31578947  49.68421053] ; [41.68421053  9.31578947],0
u2,1,0.362492,0.829242,[41 17] ; [5 4],[39.82089552 18.17910448] ; [6.17910448 2.82089552],0
r3,1,0.372542,0.795167,[263   9] ; [48  3],[261.89473684  10.10526316] ; [49.10526316  1.89473684],0
d1,1,0.393237,0.728909,[177  95] ; [30 21],[174.31578947  97.68421053] ; [32.68421053 18.31578947],0
s6,1,0.432889,0.615061,[219  49] ; [44  7],[220.95297806  47.04702194] ; [42.04702194  8.95297806],0
d3,1,0.458692,0.549083,[183  89] ; [37 14],[185.26315789  86.73684211] ; [34.73684211 16.26315789],0
p10,1,0.465566,0.532481,[231  37] ; [45  5],[232.60377358  35.39622642] ; [43.39622642  6.60377358],0
r1,1,0.520137,0.413622,[228  41] ; [45  6],[229.490625  39.509375] ; [43.509375  7.490625],0
a3,1,0.544473,0.367313,[213  58] ; [42  9],[214.61180124  56.38819876] ; [40.38819876 10.61180124],0
v2,1,0.623449,0.241049,[170  92] ; [30 19],[168.48874598  93.51125402] ; [31.51125402 17.48874598],0
s2,1,0.642175,0.215909,[183  86] ; [33 18],[181.575  87.425] ; [34.425 16.575],0
d5,1,0.648765,0.207461,[230  41] ; [42  9],[228.91925466  42.08074534] ; [43.08074534  7.91925466],0
a7,1,0.650137,0.205727,[188  83] ; [37 14],[189.36335404  81.63664596] ; [35.63664596 15.36335404],0
p2,1,0.666766,0.185408,[233  38] ; [45  6],[233.9689441  37.0310559] ; [44.0310559  6.9689441],0
d4,1,0.698446,0.150093,[228  43] ; [44  7],[228.91925466  42.08074534] ; [43.08074534  7.91925466],0
r2,1,0.716271,0.132094,[254  14] ; [48  2],[254.51572327  13.48427673] ; [47.48427673  2.51572327],0
b1,1,0.719283,0.129181,[110 162] ; [22 29],[111.15789474 160.84210526] ; [20.84210526 30.15789474],0
a5,1,0.731957,0.117322,[219  53] ; [40 11],[218.10526316  53.89473684] ; [40.89473684 10.10526316],0
b4,1,0.794242,0.06802,[160 112] ; [29 22],[159.15789474 112.84210526] ; [29.84210526 21.15789474],0
a4,1,0.79676,0.066328,[128 144] ; [23 28],[127.15789474 144.84210526] ; [23.84210526 27.15789474],0
n3,1,0.86386,0.0294,[36 20] ; [10  5],[36.28169014 19.71830986] ; [9.71830986 5.28169014],0
a8,1,0.895261,0.017332,[ 49 196] ; [10 38],[ 49.33447099 195.66552901] ; [ 9.66552901 38.33447099],0
r4,1,0.902511,0.015004,[252  20] ; [47  4],[251.78947368  20.21052632] ; [47.21052632  3.78947368],0
v4,1,0.959588,0.002568,[259  11] ; [49  2],[259.06542056  10.93457944] ; [48.93457944  2.06542056],0
b2,1,0.975753,0.000924,[ 86 104] ; [18 22],[ 85.91304348 104.08695652] ; [18.08695652 21.91304348],0
b3,1,0.975753,0.000924,[ 86 104] ; [18 22],[ 85.91304348 104.08695652] ; [18.08695652 21.91304348],0
n2,1,0.978114,0.000753,[42 15] ; [11  4],[41.95833333 15.04166667] ; [11.04166667  3.95833333],0
