Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,58.72532,[45 71] ; [238  67],[77.97624703 38.02375297] ; [205.02375297  99.97624703],1
d3,1,0.0,57.089892,[50 66] ; [247  59],[81.63981043 34.36018957] ; [215.36018957  90.63981043],1
u1,1,2e-06,23.060663,[  6 110] ; [ 81 227],[23.80188679 92.19811321] ; [ 63.19811321 244.80188679],1
a2,1,6e-06,20.464563,[ 13 103] ; [102 206],[31.46226415 84.53773585] ; [ 83.53773585 224.46226415],1
d1,1,0.00038,12.630221,[57 59] ; [209  99],[72.77358491 43.22641509] ; [193.22641509 114.77358491],1
b5,1,0.001255,10.407037,[57 59] ; [204 104],[71.40566038 44.59433962] ; [189.59433962 118.40566038],0
r4,1,0.002808,8.928192,[100  16] ; [292  16],[107.24528302   8.75471698] ; [284.75471698  23.24528302],0
r2,1,0.00401,8.279064,[106   9] ; [298   6],[110.88305489   4.11694511] ; [293.11694511  10.88305489],0
b1,1,0.00969,6.691087,[59 57] ; [114 194],[47.33018868 68.66981132] ; [125.66981132 182.33018868],0
v4,1,0.010629,6.526336,[107   8] ; [301   6],[111.18483412   3.81516588] ; [296.81516588  10.18483412],0
v2,1,0.018999,5.50158,[52 58] ; [176 116],[62.3880597 47.6119403] ; [165.6119403 126.3880597],0
u3,1,0.026866,4.899387,[13 13] ; [58 21],[17.58095238  8.41904762] ; [53.41904762 25.58095238],0
s7,1,0.031824,4.60797,[88 25] ; [199  98],[79.1 33.9] ; [207.9  89.1],0
r1,1,0.040895,4.180354,[91 25] ; [264  41],[97.81472684 18.18527316] ; [257.18527316  47.81472684],0
s8,1,0.04484,4.02463,[82 34] ; [184 122],[73.11848341 42.88151659] ; [192.88151659 113.11848341],0
d4,1,0.048924,3.877949,[92 23] ; [268  38],[98.33729216 16.66270784] ; [261.66270784  44.33729216],0
b3,1,0.056205,3.645964,[37 44] ; [ 60 120],[30.10344828 50.89655172] ; [ 66.89655172 113.10344828],0
b2,1,0.056205,3.645964,[37 44] ; [ 60 120],[30.10344828 50.89655172] ; [ 66.89655172 113.10344828],0
n1,1,0.063299,3.448766,[18 13] ; [23 38],[13.81521739 17.18478261] ; [27.18478261 33.81521739],0
n3,1,0.07621,3.143933,[19 12] ; [48 13],[22.57608696  8.42391304] ; [44.42391304 16.57608696],0
n4,1,0.081534,3.034055,[97 18] ; [235  72],[90.47393365 24.52606635] ; [241.52606635  65.47393365],0
n6,1,0.102672,2.663537,[93 22] ; [265  39],[98.25775656 16.74224344] ; [259.74224344  44.25775656],0
