Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000273,13.244837,[483  66] ; [7 6],[478.66548043  70.33451957] ; [11.33451957  1.66548043],1
p5,1,0.000783,11.280144,[ 73 474] ; [6 7],[ 77.16607143 469.83392857] ; [ 1.83392857 11.16607143],1
v4,1,0.000794,11.255831,[542  10] ; [11  2],[540.27610619  11.72389381] ; [12.72389381  0.27610619],1
d5,1,0.004021,8.274158,[461  88] ; [7 6],[457.17437722  91.82562278] ; [10.82562278  2.17437722],0
a4,1,0.00487,7.926977,[258 290] ; [ 1 12],[252.99821747 295.00178253] ; [6.00178253 6.99821747],0
a3,1,0.004919,7.908872,[404 145] ; [5 8],[399.53914591 149.46085409] ; [9.46085409 3.53914591],0
s3,1,0.009966,6.6409,[387 155] ; [5 8],[382.81801802 159.18198198] ; [9.18198198 3.81801802],0
a5,1,0.01123,6.428571,[422 129] ; [6 7],[418.13475177 132.86524823] ; [9.86524823 3.13475177],0
s7,1,0.018955,5.505648,[329 201] ; [3 8],[325.24953789 204.75046211] ; [6.75046211 4.24953789],0
n5,1,0.028513,4.796773,[435 115] ; [7 6],[431.79396092 118.20603908] ; [10.20603908  2.79396092],0
s2,1,0.03293,4.549396,[366 182] ; [5 8],[362.40285205 185.59714795] ; [8.59714795 4.40285205],0
n6,1,0.043463,4.077285,[482  66] ; [9 4],[479.62210339  68.37789661] ; [11.37789661  1.62210339],0
v1,1,0.049608,3.854675,[311 225] ; [4 9],[307.54098361 228.45901639] ; [7.45901639 5.54098361],0
a8,1,0.078198,3.10196,[ 74 425] ; [4 8],[ 76.16829746 422.83170254] ; [ 1.83170254 10.16829746],0
d1,1,0.082771,3.009635,[343 209] ; [5 8],[339.99292035 212.00707965] ; [8.00707965 4.99292035],0
p3,1,0.096969,2.754697,[297 253] ; [4 9],[294.04973357 255.95026643] ; [6.95026643 6.04973357],0
n3,1,0.118581,2.435962,[85 30] ; [1 2],[83.81355932 31.18644068] ; [2.18644068 0.81355932],0
u2,1,0.131422,2.275632,[89 57] ; [7 1],[91.01298701 54.98701299] ; [4.98701299 3.01298701],0
p2,1,0.155708,2.015424,[461  88] ; [9 4],[459.12811388  89.87188612] ; [10.87188612  2.12811388],0
p9,1,0.186099,1.748232,[482  61] ; [10  3],[480.49640288  62.50359712] ; [11.50359712  1.49640288],0
b1,1,0.218759,1.512495,[205 347] ; [7 6],[207.12212389 344.87787611] ; [4.87787611 8.12212389],0
s4,1,0.233113,1.421767,[116 428] ; [ 1 12],[114.26929982 429.73070018] ; [ 2.73070018 10.26929982],0
b5,1,0.250248,1.321916,[338 214] ; [10  3],[339.99292035 212.00707965] ; [8.00707965 4.99292035],0
b2,1,0.274935,1.19196,[129 206] ; [1 5],[127.71260997 207.28739003] ; [2.28739003 3.71260997],0
b3,1,0.274935,1.19196,[129 206] ; [1 5],[127.71260997 207.28739003] ; [2.28739003 3.71260997],0
a7,1,0.28136,1.160511,[411 139] ; [8 5],[409.3250444 140.6749556] ; [9.6749556 3.3250444],0
n4,1,0.389432,0.740714,[435 115] ; [9 4],[433.74777975 116.25222025] ; [10.25222025  2.74777975],0
d2,1,0.392644,0.730737,[277 272] ; [5 8],[275.47686833 273.52313167] ; [6.52313167 6.47686833],0
v2,1,0.414215,0.666671,[303 224] ; [6 7],[301.56111111 225.43888889] ; [7.43888889 5.56111111],0
d4,1,0.458468,0.549633,[463  85] ; [10  3],[462.03921569  85.96078431] ; [10.96078431  2.03921569],0
p10,1,0.460161,0.545503,[462  82] ; [12  1],[462.93716338  81.06283662] ; [11.06283662  1.93716338],0
b4,1,0.507999,0.438186,[332 220] ; [9 4],[333.1539823 218.8460177] ; [7.8460177 5.1539823],0
s1,1,0.516,0.421882,[ 22 520] ; [ 1 12],[ 22.46126126 519.53873874] ; [ 0.53873874 12.46126126],0
p12,1,0.562687,0.335073,[ 57 491] ; [ 2 11],[ 57.63279857 490.36720143] ; [ 1.36720143 11.63279857],0
p11,1,0.582056,0.302923,[432 120] ; [11  2],[432.80707965 119.19292035] ; [10.19292035  2.80707965],0
a6,1,0.618287,0.248283,[373 175] ; [8 5],[372.17112299 175.82887701] ; [8.82887701 4.17112299],0
d3,1,0.624225,0.239974,[388 161] ; [10  3],[388.79359431 160.20640569] ; [9.20640569 3.79359431],0
p8,1,0.625073,0.238802,[296 245] ; [8 5],[296.86642599 244.13357401] ; [7.13357401 5.86642599],0
s5,1,0.656147,0.198238,[239 296] ; [5 8],[238.21167883 296.78832117] ; [5.78832117 7.21167883],0
a1,1,0.723862,0.124823,[ 30 522] ; [ 1 12],[ 30.28672566 521.71327434] ; [ 0.71327434 12.28672566],0
v3,1,0.741504,0.108809,[220 309] ; [6 7],[220.57933579 308.42066421] ; [5.42066421 7.57933579],0
p4,1,0.755284,0.097144,[360 188] ; [8 5],[359.47237077 188.52762923] ; [8.52762923 4.47237077],0
p7,1,0.821018,0.051183,[353 180] ; [9 4],[353.38095238 179.61904762] ; [8.61904762 4.38095238],0
u3,1,0.850412,0.035567,[96 50] ; [5 3],[95.75324675 50.24675325] ; [5.24675325 2.75324675],0
s8,1,0.850645,0.035455,[310 239] ; [7 6],[309.66725979 239.33274021] ; [7.33274021 5.66725979],0
p6,1,0.856348,0.03277,[222 320] ; [5 8],[221.68288288 320.31711712] ; [5.31711712 7.68288288],0
