Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.922684,[37  6] ; [14 56],[19.40707965 23.59292035] ; [31.59292035 38.40707965],1
s6,1,3.7e-05,16.994221,[29 13] ; [20 49],[18.54054054 23.45945946] ; [30.45945946 38.54054054],1
s7,1,8.7e-05,15.39709,[19 21] ; [ 9 59],[10.37037037 29.62962963] ; [17.62962963 50.37037037],1
s8,1,0.000448,12.321915,[18 25] ; [ 9 61],[10.27433628 32.72566372] ; [16.72566372 53.27433628],1
s4,1,0.000448,12.321915,[18 25] ; [ 9 61],[10.27433628 32.72566372] ; [16.72566372 53.27433628],1
p6,1,0.005028,7.869276,[16 26] ; [10 58],[ 9.92727273 32.07272727] ; [16.07272727 51.92727273],0
r3,1,0.025675,4.977778,[40  2] ; [56 14],[36.  6.] ; [60. 10.],0
s5,1,0.052893,3.747311,[13 28] ; [11 58],[ 8.94545455 32.05454545] ; [15.05454545 53.94545455],0
n2,1,0.082783,3.009404,[9 2] ; [15 14],[6.6 4.4] ; [17.4 11.6],0
r2,1,0.086077,2.94626,[40  3] ; [57 13],[36.91150442  6.08849558] ; [60.08849558  9.91150442],0
v1,1,0.110411,2.548328,[15 25] ; [16 53],[11.37614679 28.62385321] ; [19.62385321 49.37614679],0
p10,1,0.112835,2.514062,[27 12] ; [37 32],[23.11111111 15.88888889] ; [40.88888889 28.11111111],0
u3,1,0.123789,2.368708,[19  7] ; [24 20],[15.97142857 10.02857143] ; [27.02857143 16.97142857],0
v2,1,0.124074,2.365127,[18 23] ; [20 48],[14.29357798 26.70642202] ; [23.70642202 44.29357798],0
p9,1,0.155947,2.01309,[29 10] ; [42 27],[25.63888889 13.36111111] ; [45.36111111 23.63888889],0
p7,1,0.156941,2.003455,[21 18] ; [27 41],[17.4953271 21.5046729] ; [30.5046729 37.4953271],0
d5,1,0.197261,1.662538,[28 14] ; [38 32],[24.75 17.25] ; [41.25 28.75],0
v3,1,0.198876,1.650611,[ 5 33] ; [16 52],[ 7.52830189 30.47169811] ; [13.47169811 54.52830189],0
a7,1,0.232849,1.423375,[31 11] ; [44 26],[28.125 13.875] ; [46.875 23.125],0
d4,1,0.240491,1.377712,[32 11] ; [44 25],[29.17857143 13.82142857] ; [46.82142857 22.17857143],0
p3,1,0.24573,1.347417,[12 31] ; [13 57],[ 9.51327434 33.48672566] ; [15.48672566 54.51327434],0
r1,1,0.256751,1.286191,[28 15] ; [38 32],[25.11504425 17.88495575] ; [40.88495575 29.11504425],0
b1,1,0.260214,1.267618,[18 25] ; [22 48],[15.22123894 27.77876106] ; [24.77876106 45.22123894],0
n1,1,0.279673,1.16868,[4 7] ; [ 6 24],[2.68292683 8.31707317] ; [ 7.31707317 22.68292683],0
p5,1,0.290164,1.118858,[ 2 40] ; [ 1 69],[ 1.125 40.875] ; [ 1.875 68.125],0
u1,1,0.300858,1.070389,[ 2 41] ; [ 1 69],[ 1.14159292 41.85840708] ; [ 1.85840708 68.14159292],0
a1,1,0.300858,1.070389,[ 2 41] ; [ 1 69],[ 1.14159292 41.85840708] ; [ 1.85840708 68.14159292],0
n5,1,0.322541,0.978617,[17 26] ; [21 48],[14.58928571 28.41071429] ; [23.41071429 45.58928571],0
r4,1,0.331262,0.943956,[32 11] ; [46 24],[29.68141593 13.31858407] ; [48.31858407 21.68141593],0
v4,1,0.331569,0.942758,[39  3] ; [60  9],[37.45945946  4.54054054] ; [61.54054054  7.45945946],0
a6,1,0.34168,0.904119,[23 20] ; [31 39],[20.54867257 22.45132743] ; [33.45132743 36.54867257],0
p2,1,0.387534,0.746667,[32 10] ; [48 22],[30. 12.] ; [50. 20.],0
d2,1,0.399111,0.711004,[ 7 36] ; [16 54],[ 8.75221239 34.24778761] ; [14.24778761 55.75221239],0
s1,1,0.40826,0.683863,[ 1 41] ; [ 4 66],[ 1.875 40.125] ; [ 3.125 66.875],0
p4,1,0.512499,0.428961,[15 28] ; [20 49],[13.4375 29.5625] ; [21.5625 47.4375],0
p1,1,0.515622,0.422642,[ 3 39] ; [ 3 67],[ 2.25 39.75] ; [ 3.75 66.25],0
b4,1,0.555305,0.347899,[24 19] ; [43 27],[25.49557522 17.50442478] ; [41.50442478 28.49557522],0
a8,1,0.565992,0.329434,[ 2 37] ; [ 2 66],[ 1.45794393 37.54205607] ; [ 2.54205607 65.45794393],0
b2,1,0.566598,0.328407,[ 5 16] ; [ 5 24],[ 4.2 16.8] ; [ 5.8 23.2],0
b3,1,0.566598,0.328407,[ 5 16] ; [ 5 24],[ 4.2 16.8] ; [ 5.8 23.2],0
p8,1,0.689502,0.159625,[15 26] ; [23 47],[14.03603604 26.96396396] ; [23.96396396 46.03603604],0
d3,1,0.717754,0.130655,[24 18] ; [37 32],[23.08108108 18.91891892] ; [37.91891892 31.08108108],0
d1,1,0.723389,0.125269,[13 30] ; [19 51],[12.17699115 30.82300885] ; [19.82300885 50.17699115],0
n6,1,0.766045,0.088538,[24 18] ; [42 28],[24.75 17.25] ; [41.25 28.75],0
u2,1,0.796889,0.066242,[15 10] ; [25 19],[14.49275362 10.50724638] ; [25.50724638 18.49275362],0
p11,1,0.845043,0.038199,[25 18] ; [42 28],[25.49557522 17.50442478] ; [41.50442478 28.49557522],0
n3,1,0.856135,0.032868,[7 4] ; [20 10],[7.24390244 3.75609756] ; [19.75609756 10.24390244],0
a4,1,0.867553,0.027811,[ 6 37] ; [ 9 61],[ 5.7079646 37.2920354] ; [ 9.2920354 60.7079646],0
a3,1,0.959991,0.002517,[16 27] ; [26 43],[16.125 26.875] ; [25.875 43.125],0
b5,1,0.994338,5e-05,[27 16] ; [44 26],[27.01769912 15.98230088] ; [43.98230088 26.01769912],0
