Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,44.574079,[ 19 382] ; [20 50],[ 33.20382166 367.79617834] ; [ 5.79617834 64.20382166],1
p1,1,0.0,32.259428,[ 19 382] ; [17 53],[ 30.64968153 370.35031847] ; [ 5.35031847 64.64968153],1
s5,1,6e-06,20.618653,[142 255] ; [41 21],[158.28104575 238.71895425] ; [24.71895425 37.28104575],1
p4,1,7e-06,20.269856,[266 136] ; [65  5],[281.91101695 120.08898305] ; [49.08898305 20.91101695],1
p3,1,6.1e-05,16.079598,[232 171] ; [58 12],[247.08245243 155.91754757] ; [42.91754757 27.08245243],1
a1,1,0.000102,15.105155,[ 19 385] ; [12 58],[ 26.42194093 377.57805907] ; [ 4.57805907 65.42194093],1
p6,1,0.000129,14.652673,[181 217] ; [48 20],[195.58369099 202.41630901] ; [33.41630901 34.58369099],1
p8,1,0.000229,13.577161,[259 140] ; [61  9],[272.23880597 126.76119403] ; [47.76119403 22.23880597],1
s7,1,0.000325,12.922444,[196 193] ; [49 17],[209.46153846 179.53846154] ; [35.53846154 30.46153846],1
u4,1,0.000439,12.358426,[  4 400] ; [ 5 64],[  7.68710359 396.31289641] ; [ 1.31289641 67.68710359],1
s8,1,0.001337,10.291001,[184 218] ; [46 23],[196.30573248 205.69426752] ; [33.69426752 35.30573248],0
v3,1,0.002371,9.237356,[159 233] ; [40 26],[170.3231441 221.6768559] ; [28.6768559 37.3231441],0
n5,1,0.003749,8.401384,[297 104] ; [63  7],[306.49681529  94.50318471] ; [53.50318471 16.49681529],0
n4,1,0.007372,7.180131,[312  91] ; [64  6],[320.3551797  82.6448203] ; [55.6448203 14.3551797],0
p9,1,0.012763,6.201707,[348  53] ; [68  2],[354.17409766  46.82590234] ; [61.82590234  8.17409766],0
s6,1,0.014917,5.926235,[277 121] ; [54 10],[285.14718615 112.85281385] ; [45.85281385 18.14718615],0
s1,1,0.025965,4.958378,[  9 392] ; [ 5 65],[ 11.91932059 389.08067941] ; [ 2.08067941 67.91932059],0
b5,1,0.027907,4.833823,[247 157] ; [33 37],[238.64978903 165.35021097] ; [41.35021097 28.64978903],0
p10,1,0.045298,4.007503,[343  59] ; [65  4],[348.22929936  53.77070064] ; [59.77070064  9.22929936],0
p11,1,0.049006,3.875134,[331  73] ; [64  6],[336.66666667  67.33333333] ; [58.33333333 11.66666667],0
v1,1,0.051845,3.78075,[229 169] ; [47 20],[236.23225806 161.76774194] ; [39.76774194 27.23225806],0
n3,1,0.052533,3.758711,[60 16] ; [7 6],[57.21348315 18.78651685] ; [9.78651685 3.21348315],0
