Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,93.091438,[ 29 116] ; [191  84],[75.95238095 69.04761905] ; [144.04761905 130.95238095],1
p6,1,0.0,52.625554,[ 21 123] ; [139 134],[55.25179856 88.74820144] ; [104.74820144 168.25179856],1
p2,1,0.0,42.574392,[98 48] ; [253  22],[121.72446556  24.27553444] ; [229.27553444  45.72446556],1
p7,1,0.0,30.953313,[61 77] ; [198  76],[86.75242718 51.24757282] ; [172.24757282 101.75242718],1
v1,1,0.0,26.291246,[55 87] ; [174  93],[79.50611247 62.49388753] ; [149.49388753 117.50611247],1
p8,1,0.0,25.736793,[53 90] ; [173 101],[77.50119904 65.49880096] ; [148.49880096 125.50119904],1
n4,1,8e-06,19.915086,[97 49] ; [235  41],[114.86255924  31.13744076] ; [217.13744076  58.86255924],1
s6,1,9e-06,19.73363,[80 66] ; [203  64],[100.04358354  45.95641646] ; [182.95641646  84.04358354],1
p11,1,2.1e-05,18.111124,[97 49] ; [233  43],[114.17061611  31.82938389] ; [215.82938389  60.17061611],1
p5,1,5.8e-05,16.170474,[  4 142] ; [ 43 230],[ 16.37708831 129.62291169] ; [ 30.62291169 242.37708831],1
n5,1,5.9e-05,16.145551,[91 54] ; [222  53],[108.05952381  36.94047619] ; [204.94047619  70.05952381],1
s2,1,0.00011,14.961937,[62 84] ; [168 102],[80.72115385 65.27884615] ; [149.27884615 120.72115385],1
p10,1,0.000757,11.342661,[109  37] ; [240  34],[121.31904762  24.68095238] ; [227.68095238  46.31904762],1
r4,1,0.000873,11.078963,[124  22] ; [261  15],[133.19905213  12.80094787] ; [251.80094787  24.19905213],1
s7,1,0.001486,10.096071,[57 85] ; [148 113],[72.23325062 69.76674938] ; [132.76674938 128.23325062],0
s8,1,0.001794,9.749145,[55 91] ; [146 126],[70.20574163 75.79425837] ; [130.79425837 141.20574163],0
s5,1,0.001881,9.662402,[ 33 106] ; [103 160],[47.02487562 91.97512438] ; [ 88.97512438 174.02487562],0
n6,1,0.003133,8.72827,[115  31] ; [244  29],[125.09307876  20.90692124] ; [233.90692124  39.09307876],0
u1,1,0.004263,8.168333,[ 34 112] ; [102 174],[47.0521327 98.9478673] ; [ 88.9478673 187.0521327],0
p9,1,0.005876,7.587918,[113  30] ; [243  30],[122.375  20.625] ; [233.625  39.375],0
r1,1,0.008296,6.968368,[116  29] ; [244  29],[124.88038278  20.11961722] ; [235.11961722  37.88038278],0
a5,1,0.011543,6.379686,[113  33] ; [240  36],[122.12796209  23.87203791] ; [230.87203791  45.12796209],0
p12,1,0.025583,4.983977,[  8 138] ; [ 34 242],[ 14.53080569 131.46919431] ; [ 27.46919431 248.53080569],0
s3,1,0.02857,4.793313,[74 71] ; [166 101],[84.46601942 60.53398058] ; [155.53398058 111.46601942],0
r3,1,0.059424,3.553397,[136  10] ; [265   8],[139.72792363   6.27207637] ; [261.27207637  11.72792363],0
v4,1,0.066912,3.357201,[137   9] ; [266   7],[140.424821   5.575179] ; [262.575179  10.424821],0
b5,1,0.091161,2.853758,[106  40] ; [178  98],[98.25592417 47.74407583] ; [185.74407583  90.25592417],0
p1,1,0.107645,2.588452,[  9 137] ; [ 30 244],[ 13.55714286 132.44285714] ; [ 25.44285714 248.55714286],0
s4,1,0.111643,2.530811,[ 17 127] ; [ 48 222],[ 22.60869565 121.39130435] ; [ 42.39130435 227.60869565],0
v2,1,0.14201,2.156041,[80 58] ; [174  92],[86.76237624 51.23762376] ; [167.23762376  98.76237624],0
u3,1,0.163539,1.94119,[18 13] ; [40 15],[20.90697674 10.09302326] ; [37.09302326 17.90697674],0
a6,1,0.191074,1.709319,[126  18] ; [228  48],[121.37142857  22.62857143] ; [232.62857143  43.37142857],0
d3,1,0.226502,1.462695,[134  11] ; [263  13],[136.73396675   8.26603325] ; [260.26603325  15.73396675],0
v3,1,0.24362,1.359523,[55 85] ; [117 141],[60.50251256 79.49748744] ; [111.49748744 146.50251256],0
n1,1,0.28263,1.154401,[19 29] ; [14 34],[16.5 31.5] ; [16.5 31.5],0
s1,1,0.30233,1.063889,[  3 140] ; [ 11 263],[  4.80095923 138.19904077] ; [  9.19904077 264.80095923],0
d2,1,0.345771,0.888916,[98 47] ; [198  77],[102.19047619  42.80952381] ; [193.80952381  81.19047619],0
