Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001881,9.66194,[23  7] ; [12 20],[16.93548387 13.06451613] ; [18.06451613 13.93548387],0
p4,1,0.003746,8.403219,[12 17] ; [ 3 29],[ 7.13114754 21.86885246] ; [ 7.86885246 24.13114754],0
r4,1,0.004037,8.267163,[ 9 21] ; [ 1 31],[ 4.83870968 25.16129032] ; [ 5.16129032 26.83870968],0
s6,1,0.00596,7.56248,[14 15] ; [ 5 27],[ 9.03278689 19.96721311] ; [ 9.96721311 22.03278689],0
p8,1,0.009717,6.686104,[11 18] ; [ 3 28],[ 6.76666667 22.23333333] ; [ 7.23333333 23.76666667],0
p11,1,0.016304,5.769771,[13 17] ; [ 5 27],[ 8.70967742 21.29032258] ; [ 9.29032258 22.70967742],0
s2,1,0.028939,4.771218,[ 8 22] ; [ 2 30],[ 4.83870968 25.16129032] ; [ 5.16129032 26.83870968],0
a4,1,0.039241,4.250392,[ 6 22] ; [15 17],[ 9.8 18.2] ; [11.2 20.8],0
b5,1,0.043293,4.083934,[18 12] ; [11 21],[14.03225806 15.96774194] ; [14.96774194 17.03225806],0
r1,1,0.043682,4.068818,[17 13] ; [10 22],[13.06451613 16.93548387] ; [13.93548387 18.06451613],0
n5,1,0.045587,3.996786,[24  6] ; [18 14],[20.32258065  9.67741935] ; [21.67741935 10.32258065],0
s8,1,0.049146,3.870367,[ 7 22] ; [ 2 30],[ 4.27868852 24.72131148] ; [ 4.72131148 27.27868852],0
p10,1,0.053688,3.722385,[16 14] ; [ 9 22],[12.29508197 17.70491803] ; [12.70491803 18.29508197],0
p2,1,0.059537,3.550235,[15 14] ; [ 9 23],[11.40983607 17.59016393] ; [12.59016393 19.40983607],0
p3,1,0.095191,2.784327,[11 18] ; [ 6 26],[ 8.08196721 20.91803279] ; [ 8.91803279 23.08196721],0
v2,1,0.104957,2.628562,[ 6 23] ; [ 2 29],[ 3.86666667 25.13333333] ; [ 4.13333333 26.86666667],0
