Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.1e-05,19.276751,[ 4 26] ; [23 11],[12.65625 17.34375] ; [14.34375 19.65625],1
d3,1,0.003032,8.788378,[12 18] ; [26  8],[17.8125 12.1875] ; [20.1875 13.8125],0
v3,1,0.009497,6.726962,[ 5 24] ; [16 17],[ 9.82258065 19.17741935] ; [11.17741935 21.82258065],0
n4,1,0.013983,6.040261,[14 16] ; [26  8],[18.75 11.25] ; [21.25 12.75],0
p6,1,0.027228,4.876267,[ 7 22] ; [17 16],[11.22580645 17.77419355] ; [12.77419355 20.22580645],0
n5,1,0.051804,3.78209,[16 14] ; [26  8],[19.6875 10.3125] ; [22.3125 11.6875],0
s7,1,0.066798,3.36,[14 16] ; [21  9],[17.5 12.5] ; [17.5 12.5],0
a6,1,0.076736,3.132716,[11 19] ; [20 14],[14.53125 15.46875] ; [16.46875 17.53125],0
p2,1,0.078514,3.095399,[23  6] ; [32  2],[25.31746032  3.68253968] ; [29.68253968  4.31746032],0
s6,1,0.079888,3.067175,[21  9] ; [29  4],[23.80952381  6.19047619] ; [26.19047619  6.80952381],0
v1,1,0.098276,2.733294,[11 18] ; [20 14],[14.26984127 14.73015873] ; [16.73015873 17.26984127],0
d2,1,0.120232,2.4143,[ 9 20] ; [ 5 29],[ 6.44444444 22.55555556] ; [ 7.55555556 26.44444444],0
d5,1,0.153396,2.038155,[19 11] ; [27  7],[21.5625  8.4375] ; [24.4375  9.5625],0
u2,1,0.162241,1.953218,[6 9] ; [11  6],[7.96875 7.03125] ; [9.03125 7.96875],0
p7,1,0.174026,1.84792,[15 14] ; [22 10],[17.59016393 11.40983607] ; [19.40983607 12.59016393],0
r4,1,0.220892,1.498564,[23  7] ; [30  4],[24.84375  5.15625] ; [28.15625  5.84375],0
r3,1,0.242101,1.368321,[26  3] ; [32  1],[27.12903226  1.87096774] ; [30.87096774  2.12903226],0
u1,1,0.244355,1.355294,[ 3 27] ; [ 1 33],[ 1.875 28.125] ; [ 2.125 31.875],0
b3,1,0.289601,1.121475,[ 4 17] ; [ 1 14],[ 2.91666667 18.08333333] ; [ 2.08333333 12.91666667],0
b2,1,0.289601,1.121475,[ 4 17] ; [ 1 14],[ 2.91666667 18.08333333] ; [ 2.08333333 12.91666667],0
r2,1,0.303812,1.057389,[28  2] ; [29  5],[26.71875  3.28125] ; [30.28125  3.71875],0
s8,1,0.35242,0.864725,[ 9 21] ; [14 20],[10.78125 19.21875] ; [12.21875 21.78125],0
s2,1,0.373479,0.792055,[18 12] ; [24 10],[19.6875 10.3125] ; [22.3125 11.6875],0
p8,1,0.38169,0.765253,[13 16] ; [19 15],[14.73015873 14.26984127] ; [17.26984127 16.73015873],0
n6,1,0.383743,0.758678,[22  8] ; [28  6],[23.4375  6.5625] ; [26.5625  7.4375],0
r1,1,0.384021,0.757791,[20 10] ; [26  8],[21.5625  8.4375] ; [24.4375  9.5625],0
b5,1,0.442785,0.589056,[13 17] ; [18 16],[14.53125 15.46875] ; [16.46875 17.53125],0
a8,1,0.481384,0.495726,[ 5 21] ; [ 4 28],[ 4.03448276 21.96551724] ; [ 4.96551724 27.03448276],0
a4,1,0.495887,0.463727,[ 5 25] ; [ 8 26],[ 6.09375 23.90625] ; [ 6.90625 27.09375],0
p1,1,0.497953,0.459296,[ 5 23] ; [ 4 30],[ 4.06451613 23.93548387] ; [ 4.93548387 29.06451613],0
p10,1,0.515691,0.422503,[21  8] ; [27  7],[22.0952381  6.9047619] ; [25.9047619  8.0952381],0
s3,1,0.524613,0.404816,[18 12] ; [23 11],[19.21875 10.78125] ; [21.78125 12.21875],0
b4,1,0.537335,0.380501,[19 11] ; [24 10],[20.15625  9.84375] ; [22.84375 11.15625],0
p11,1,0.558634,0.342075,[21  9] ; [26  8],[22.03125  7.96875] ; [24.96875  9.03125],0
n2,1,0.595732,0.281481,[8 1] ; [8 2],[7.57894737 1.42105263] ; [8.42105263 1.57894737],0
s4,1,0.60064,0.274032,[10 20] ; [ 9 24],[ 9.04761905 20.95238095] ; [ 9.95238095 23.04761905],0
d1,1,0.619287,0.246871,[ 8 22] ; [11 23],[ 8.90625 21.09375] ; [10.09375 23.90625],0
b1,1,0.712116,0.136173,[11 19] ; [14 20],[11.71875 18.28125] ; [13.28125 20.71875],0
n3,1,0.763573,0.090476,[6 3] ; [6 4],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
u3,1,0.783779,0.075294,[9 6] ; [11  6],[9.375 5.625] ; [10.625  6.375],0
a7,1,0.792987,0.068872,[18 11] ; [20 14],[17.49206349 11.50793651] ; [20.50793651 13.49206349],0
n1,1,0.808655,0.058642,[5 4] ; [5 5],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
a3,1,0.891478,0.018614,[15 14] ; [17 17],[14.73015873 14.26984127] ; [17.26984127 16.73015873],0
p12,1,0.897079,0.016732,[ 2 28] ; [ 2 32],[ 1.875 28.125] ; [ 2.125 31.875],0
d4,1,0.920796,0.009886,[21  8] ; [25  9],[21.17460317  7.82539683] ; [24.82539683  9.17460317],0
s1,1,0.921515,0.009707,[ 2 28] ; [ 2 31],[ 1.9047619 28.0952381] ; [ 2.0952381 30.9047619],0
p9,1,0.935529,0.006543,[22  6] ; [27  7],[22.12903226  5.87096774] ; [26.87096774  7.12903226],0
v2,1,0.986995,0.000266,[12 17] ; [14 20],[11.96825397 17.03174603] ; [14.03174603 19.96825397],0
