Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,67.128844,[42 69] ; [73  2],[68.62903226 42.37096774] ; [46.37096774 28.62903226],1
d2,1,0.0,61.956614,[23 87] ; [59 15],[49.02173913 60.97826087] ; [32.97826087 41.02173913],1
d4,1,0.0,57.255551,[50 61] ; [73  1],[73.8 37.2] ; [49.2 24.8],1
d3,1,0.0,48.088474,[22 89] ; [53 22],[44.75806452 66.24193548] ; [30.24193548 44.75806452],1
a5,1,0.0,35.132116,[43 68] ; [62 13],[62.66129032 48.33870968] ; [42.33870968 32.66129032],1
a4,1,0.0,32.127326,[28 82] ; [50 24],[46.63043478 63.36956522] ; [31.36956522 42.63043478],1
a3,1,7e-06,20.322579,[50 60] ; [59 16],[64.81081081 45.18918919] ; [44.18918919 30.81081081],1
r1,1,0.000933,10.956202,[56 55] ; [56 19],[66.83870968 44.16129032] ; [45.16129032 29.83870968],1
r2,1,0.001029,10.775049,[84 26] ; [70  4],[92.06521739 17.93478261] ; [61.93478261 12.06521739],0
a2,1,0.001435,10.159809,[  4 107] ; [13 62],[ 10.14516129 100.85483871] ; [ 6.85483871 68.14516129],0
u1,1,0.005425,7.732019,[  1 110] ; [ 7 68],[  4.77419355 106.22580645] ; [ 3.22580645 71.77419355],0
r3,1,0.006258,7.474602,[85 26] ; [69  6],[91.90322581 19.09677419] ; [62.09677419 12.90322581],0
r4,1,0.006805,7.323858,[68 43] ; [60 15],[76.38709677 34.61290323] ; [51.61290323 23.38709677],0
s5,1,0.00723,7.215003,[28 79] ; [32 38],[36.27118644 70.72881356] ; [23.72881356 46.27118644],0
s8,1,0.009418,6.741827,[27 83] ; [32 43],[35.08108108 74.91891892] ; [23.91891892 51.08108108],0
s2,1,0.019008,5.500782,[35 76] ; [36 38],[42.6 68.4] ; [28.4 45.6],0
p3,1,0.029559,4.734754,[34 76] ; [35 40],[41.02702703 68.97297297] ; [27.97297297 47.02702703],0
s6,1,0.038153,4.298198,[50 57] ; [45 27],[56.7877095 50.2122905] ; [38.2122905 33.7877095],0
p6,1,0.041088,4.172395,[25 82] ; [27 45],[31.08379888 75.91620112] ; [20.91620112 51.08379888],0
s7,1,0.042051,4.133152,[36 72] ; [34 36],[42.47191011 65.52808989] ; [27.52808989 42.47191011],0
v2,1,0.046008,3.981316,[28 78] ; [30 44],[34.15555556 71.84444444] ; [23.84444444 50.15555556],0
n4,1,0.065184,3.400319,[68 43] ; [55 19],[73.8 37.2] ; [49.2 24.8],0
p4,1,0.092359,2.832766,[43 66] ; [39 36],[48.57608696 60.42391304] ; [33.42391304 41.57608696],0
u3,1,0.096878,2.756198,[24 37] ; [10  6],[26.93506494 34.06493506] ; [7.06493506 8.93506494],0
a1,1,0.101032,2.689177,[  7 104] ; [ 1 74],[  4.77419355 106.22580645] ; [ 3.22580645 71.77419355],0
n6,1,0.101494,2.681908,[75 34] ; [59 15],[79.81420765 29.18579235] ; [54.18579235 19.81420765],0
p10,1,0.112474,2.519105,[65 43] ; [53 21],[70.02197802 37.97802198] ; [47.97802198 26.02197802],0
s3,1,0.176942,1.823119,[50 59] ; [42 33],[54.5 54.5] ; [37.5 37.5],0
p8,1,0.193037,1.694284,[39 70] ; [34 41],[43.24456522 65.75543478] ; [29.75543478 45.24456522],0
p2,1,0.23353,1.41923,[72 37] ; [55 19],[75.64480874 33.35519126] ; [51.35519126 22.64480874],0
n2,1,0.250176,1.32232,[31 12] ; [14 10],[28.88059701 14.11940299] ; [16.11940299  7.88059701],0
p9,1,0.319593,0.990612,[74 34] ; [55 18],[76.97237569 31.02762431] ; [52.02762431 20.97237569],0
n3,1,0.322077,0.980495,[27 16] ; [11 11],[25.13846154 17.86153846] ; [12.86153846  9.13846154],0
n5,1,0.348944,0.877292,[74 35] ; [55 19],[76.83606557 32.16393443] ; [52.16393443 21.83606557],0
a6,1,0.352103,0.865864,[46 65] ; [26 49],[42.96774194 68.03225806] ; [29.03225806 45.96774194],0
s1,1,0.369442,0.805539,[  6 104] ; [ 2 72],[  4.7826087 105.2173913] ; [ 3.2173913 70.7826087],0
b2,1,0.408092,0.684352,[25 45] ; [22 29],[27.19008264 42.80991736] ; [19.80991736 31.19008264],0
b3,1,0.408092,0.684352,[25 45] ; [22 29],[27.19008264 42.80991736] ; [19.80991736 31.19008264],0
n1,1,0.418326,0.655014,[15 27] ; [11 13],[16.54545455 25.45454545] ; [ 9.45454545 14.54545455],0
u2,1,0.454817,0.55862,[26 35] ; [8 7],[27.28947368 33.71052632] ; [6.71052632 8.28947368],0
b1,1,0.53075,0.392954,[54 57] ; [40 35],[56.09677419 54.90322581] ; [37.90322581 37.09677419],0
b5,1,0.609093,0.261498,[59 52] ; [37 38],[57.29032258 53.70967742] ; [38.70967742 36.29032258],0
s4,1,0.652548,0.202703,[21 90] ; [16 58],[22.2 88.8] ; [14.8 59.2],0
b4,1,0.65897,0.194777,[60 51] ; [43 32],[61.46774194 49.53225806] ; [41.53225806 33.46774194],0
v1,1,0.682041,0.167838,[44 66] ; [27 46],[42.67759563 67.32240437] ; [28.32240437 44.67759563],0
p11,1,0.747213,0.103888,[79 32] ; [55 20],[79.96774194 31.03225806] ; [54.03225806 20.96774194],0
a8,1,0.791078,0.070178,[11 92] ; [ 7 67],[10.47457627 92.52542373] ; [ 7.52542373 66.47457627],0
p1,1,0.795498,0.067173,[ 10 100] ; [ 6 69],[  9.51351351 100.48648649] ; [ 6.48648649 68.51351351],0
v4,1,0.829736,0.046242,[90 19] ; [62 12],[90.53551913 18.46448087] ; [61.46448087 12.53551913],0
p5,1,0.868108,0.027577,[  8 101] ; [ 6 69],[  8.29347826 100.70652174] ; [ 5.70652174 69.29347826],0
p7,1,0.962855,0.002169,[58 50] ; [40 34],[58.15384615 49.84615385] ; [39.84615385 34.15384615],0
p12,1,0.994181,5.3e-05,[  6 103] ; [ 4 69],[  5.98901099 103.01098901] ; [ 4.01098901 68.98901099],0
